instance_id,offensiveness,cleaned_text,cleaned_domain
561,0,making america the laughing stock of the world. coarsening politics with his petty and absurd name calling and temper tantrums. lying to the american people daily. intentionally lying about the lethality of covid-19. in his own words. it is on tape. and so much more.,covid-19
2860,0,look. we heard you make this statement everyday now for weeks. what are you going to do for me. blaming trump everyday do not cut it. that is what obama did to bush. do you have any plans or just blame trump while shit falls down around you.0j .6 +,covid-19
3460,0,"because this is the way the democrat party is now, it is ok to riot, burn buildings down, assault people and now be rude and tell a sitting president that he is a clown a racist and shut up. the reason why trump will be reelected.",elections2020
2101,0,#blacklivesmatter #blackpanthers #dcprotest #georgefloyd the fascist,blm
1825,1,why would you need more poor peoples money after the election??? you sick fvck!!!,elections2020
3976,0,stay away from covid!!!!!!!!!,covid-19
541,0,"the greatest cover-up from ww2 was the serbian holocaust where over 700,000 serbs, 40,000s roma and 30,000 jews were massacred by the croatian ustaše. here is biden turning the tables on serbs in the us senate manufacturing public consent during the 90s. #jasenovac",elections2020
396,1,holy f***:flushed_face::flushed_face:,elections2020
79,0,because he has no intelligent thoughts!,covid-19
7159,1,"one pic from #minneapolis, one of many black victims murdered by uniformed racist cunts! one from #palestine, one of many civilians murdered by uniformed occupant, racist, terror state of assraeli cunts! #justiceforfloyd #georgefloyd #freepalestine",blm
446,0,a question that i would love for chris wallace or ask is back in 2014 eric trump said the trump organization no longer receives money from american banks. what foreign entities or countries have been the lenders to this organization?,elections2020
7316,1,still getting laid for killing black men. modern day slave hunters :neutral_face:,blm
10303,0,biden’s worked hard... yep for china! there i fixed it for you!,elections2020
6823,1,"""....may have"" see that #maga? you are being manipulated & lied to in real time! what a hateful angry sad man trump is. just so: unprofessional disgraceful hideous embarrassing i had to apologize to my 14 year old that he is learning about politics through watching psycho :clown_face:",elections2020
1942,0,"if black lives mattered why did it take 4 days to arrest george floyd's murderer? if black lives mattered, why cannot the go jogging without the fear of getting murdered? if black lives mattered, why are police still killing them?",blm
4816,0,please sign and share. this child's family deserves justice!,blm
658,1,"find these emails and give them to the internet. 600,000 emails about child sex trafficking are in this bitch's laptop",blm
6848,0,"we, as humans, are still dealing with malaria and smallpox and the damn plague. covid-19 is not going anyway any time soon. we are never going back to pre covid-19. things have to change.",covid-19
2773,0,nah what was disrespectful is that white teacher immediately threatening the non violent black man with calling the cops :skull:,elections2020
33,1,"george floyd was known as ""mr smile"" and ""gentle giant"" because of his kindness. he always protected women from the bar/resturant he worked at & used to wait with them until their ubers came. fuck the police who killed this precious man. #blacklivesmatters #raisethedegree",blm
10319,0,he cut off travel with china. your running mate called that move xenophobic. say what ya want about trump but from his own rhetoric joe would have been worse for us...and will be if he wins.,elections2020
10281,0,hard to overstate how disingenuous this is,blm
1442,1,why are not these criminals arrested and charged? trump supporters are as dangerous and juvenile as the president.,elections2020
3496,0,"we only have one chance, and that is november 3. god help us.",covid-19
4596,0,you wrecked the economy when you were in office. this is what your administration did. you will never be president.,elections2020
351,0,how much better off would the usa be without lying spying bribing stealing democrats? keeping the american people in the dark. we are not all stupid.,covid-19
3870,0,"i am so sick, this is the second person that has been murdered 25 minutes from where i grew up in tallahassee, fl... rip #oluwatoyinsalau #sayhername #protectblackwomen",blm
9463,0,you know what? i do not really care what this racist thinks. i want to go back in time to when racists were afraid to show their ignorance.,blm
2329,0,google bans ads on coronavirus conspiracy theory content -,covid-19
9630,0,using #coronavirus as cover to roll back auto emissions. #republicans should be ashamed.,covid-19
4168,0,dang it!!,covid-19
9991,0,"while i sadly find myself agreeing with some of clay’s covid views, he remains garbage about sports :face_with_tears_of_joy::face_with_tears_of_joy:",covid-19
4776,1,black lives matter we stand with our islamic brothers in arms in france turkey pakistan. f the white race may global marxism bringing to thier knees,elections2020
6339,0,this image is crazy. #georgefloyd #blacklivesmatter,blm
1865,0,let us get yokozuna to put a knee on his throat.,blm
2483,1,delusional pathological narcissist says what? #votetrumpout2020,elections2020
644,1,"i hear you, believe me, i know we have an uphill battle. but we cannot give up. we have to keep pushing towards the ideals this country was founded on. oh, and fuck trump and everyone who voted for him!",elections2020
5969,0,so i just read that they just released one of the cops after they met bail... you all...what the actual fuck. its time to shake the mf table,blm
8923,0,nah he asked him if he eats tacos,elections2020
5805,0,"trump saved 1.8 million lives, scientific studies said that there will be 2 million deaths from c19.",elections2020
8140,0,his excellency is expressed what i exactly mean:backhand_index_pointing_down_medium_skin_tone:,elections2020
3265,0,"by the way this is one of the most idiotic and disgusting statements i have read from anyone about the coronavirus, so good job?",covid-19
8396,0,it is getting calamitous in florida & gop gov desantis is looking like a subservient amoebalike lily-livered trump puppet for succumbing to tweety's pressure & opening up too soon. desantis plans to shut the beaches for the 4th. why the f not now? today!,covid-19
4864,0,he said nothing. i am more ashamed as an american.,elections2020
4788,0,please please please shut everything down! please! the bars and restaurants by me are always packed when i drive by. pleaseeee,covid-19
5774,1,"why, you trying to give sicko joe advice?",elections2020
7229,0,"right! biden did not fall over or drool but he said nothing ... only constantly accuse with lies, would not answer questions and just because trump was on offense... the biased democratic press claim biden won! please!!!",elections2020
609,0,and now you have got coronavirus!,covid-19
5989,1,pigs. literal pigs.,blm
217,0,"""struggles with message"" is a strange way to say ""explodes in rabid racism"".",blm
9954,1,"it is not hard to go against that shit, just tell them to shut the fuck up, this is an occupy ga, not a tin foil hats anonymous",blm
6158,0,"all in their covid laced t-shirts, hats, and open mouths.",covid-19
5251,0,"another example of #antifaterrorists negatively influencing the #blacklivesmatter movement by handing out bricks, it is really unbelievable.. :man_facepalming:",blm
7555,0,"black & racialized educators, parents, ss, p/vps across the system face similar barriers. how can the growing number of experiences of being black in the tdsb & facing #antiblackracism be raised & acted upon by way of an anti-black climate review of the tdsb",blm
3338,0,you are right to be angry at this. violence is not the solution. but where was your outrage when george floyd was murdered? you tweeted nothing. the problem exists because white people in authority only get angry when other white people are compromised,blm
10106,0,"joe biden: ""obama and i are against gay marriage"". joe biden: ""obama and i are for gay marriage"". biden & harris: ""the justice system is systemically racist"" biden & harris: vote for crime bill & lock up untold bl people for petty crimes yeah- they have not earned our respect.",elections2020
6858,1,"you dirty corrupt pos..you sold us out, put us at risk because you and your are so damn greedy..you think your better than the rest of us... you make me sick and i hope you burn in hell..",elections2020
10044,0,i am losing my mind,elections2020
6796,0,a change is going to come #black_lives_matter #downtownla,blm
5371,0,they (d) are determined to dismantle the country they have been taught to hate and replace our liberty with their tyranny.,covid-19
482,0,we need help! show us what to do. he is fired!,covid-19
1381,0,so stupid lmfao,blm
5628,0,wbk lock them up !!,blm
9183,0,just kids playing. nothing to worry about.,blm
2501,0,"this, right here...:backhand_index_pointing_down: #policeprotectwhitesupremacists",blm
509,1,"you are right, for a second wave to happen the first one has to end and you fucked that up to high hell.",elections2020
5985,0,holy crap! this is amazing. read it. all of it.,covid-19
9858,0,"brooklyn, i :red_heart: you!",blm
10466,0,#blacklivesmatter also #iraqşlivesmatter too,blm
9480,0,"anonymous has not done shit. they all said ""we do not forget"" for how long now? blah blah blah..",blm
5012,0,""" but 45 is also a major narcissist egomaniac and will win at all costs, a wag the dog, phony """"oh i cannot debate cuz covid19"""" will let him save face/image while maintain support among his maga cult. he probably had a major tantrum behind closed doors after the debates.""",covid-19
4573,0,luckily there is a universal airbnb relief plan open to all hosts in financial distress called fucking rent it to tenants or sell (fritos),covid-19
10023,0,#vincentdandraia the woman beatin racist cop #nycprotests #blacklivesmatter,blm
8317,1,he literally screwed all of us and then he put a condom on. how many lives would have been saved if he would done this a month ago? two months ago? three months ago? four months ago? #punktrump #covid19 #trumpisanationaldisgrace,covid-19
8466,0,the placeholder image was changed to the george floyd photo. this is the default image when you post the url with no file path. it would have updated past back links without a file path. no conspiracy here.,blm
2594,0,disgusting waste of space,blm
6788,0,this definitely happened! sounds criminal to me!,elections2020
3541,1,"#trump lashes out at #female reporter’s ""nasty question"" after she calls him out for his #pandemic response #coronavirus #removetrump #trumpfascist #trumptraitor #trumpsguilty #donaldtrump #trumprapist #trumplies #trumpresigns #russia",covid-19
8909,0,"thank you my husband also a white man, no college degree and a staunch "" i would like to see trump in the furthest reaches of hell"" believer voted for joe biden.",elections2020
4,0,stay away from children.,elections2020
3911,0,ag barr's face is america right now.#covid19 #covidtaskforce,covid-19
3013,0,more heartbreak and horror are visited upon the poor families and friends by this incompetent administration. :broken_heart: #covidー19 #bloodontrumpshands,covid-19
6162,0,letting your anger out on the beautiful city makes you look stupid and makes you look back in the future asking yourself why did i do this when it had nothing to do with you.... if george floyd was alive none of this would of been happening !!!,blm
9453,0,"so, our rights are established by the constitution...where does it say this...come on man!",elections2020
7566,1,this thread though. holy shit. :flushed_face::face_with_medical_mask:,covid-19
2885,0,"""the most succinct response came from journalist yashar ali, a contributor to huff post and new york magazine, who tweeted: """"god this guy is so incompetent."""" this is not the 1st time that de blasio has been a bit tone deaf when it comes to his response to the coronavirus pandemic""",covid-19
6151,0,"those who are shouting #blacklivesmatter, #bluelivesmatter. or #whitelivesmatter. are all part of this stupid level of ignorance. #alllivesmatter. no matter who you are or where you came from #alllifematters. period!!! be smart about how you do it & stop attacking innocent people",blm
3592,1,do you all retards really think anonymous has twitter accounts?,blm
340,0,boom no covid 19 deal #stalling donald j. trump,covid-19
4984,0,screw your new normal bs !! the only normal is having our freedoms back!! enough of this covid scam!! #masksoffamerica you have been lied to,covid-19
4622,0,dem politician cheers for infecting trump supporters with coronavirus democrats have a mental illness called tds. she needs fired & arrested for making threats to murder trump supporters with a bioweapon. #trump2020 ⁦,covid-19
8555,1,wtf is was by donations?!?!! what the actual fuck is wrong with these people,blm
4290,0,minneapolis city council unanimously votes for community-based ‘alternatives to policing’,blm
2100,0,:thinking_face: evidence please? because it appears you are inflammatory remarks are … false. #maga2020landslidevictory #maga #trump #lyingliberals,covid-19
4957,0,i would not wish the coronavirus on my worst enemy it is a terrible thing that wish is a pointless misuse of mental energy that robs your psyche of its riches most of all... it is inhumane do not stoop to their level if you do? look at what you have become. just like them.,covid-19
7584,0,"more from pr: dr. desmond carson admitted his frustration ""there is 134k people who have died in this country, but there was no response to try to stem that. our rights are going to kill us, our rights to not wear a mask, that bullshit is going to kill us."" #covid19",covid-19
8954,0,i do not know you. did i insult you by saying that?,elections2020
5952,0,is the head of this domestic terrorist organization. is this the america you want?? where is the law and order he talks about? where? #votehimoutandlockhimup,elections2020
2742,0,"sure, let us open the country completely up: new coronavirus cases in the us are the highest they have been in six weeks and are rising in 27 states - as the average number of americans dying remains steady at about 740 per day",covid-19
3871,0,"those in the establishment, sure. but they concoct these ideas to keep their crazy base which is full of true believers...trump pulled back the curtain a little.",elections2020
2189,0,my guy is crying cuz he has lost his job in advance,blm
6730,0,"yes, indeed.",elections2020
1371,0,no matter how trump condemns them the media changes the narrative. he is not a racist.,elections2020
1264,0,these people below are not terrorists,blm
5410,1,america is hell,covid-19
3158,0,"so with everything happening because of george floyd’s death… yes, he died. that is truly heartbreaking and so wrong and disgusting. but people who are looting stores, who are hurting others, what you are doing is not right. please, stop the violence.",blm
7210,1,you mean #blacklivesmatter you ignorant prick,blm
7625,0,#eeuu #election2020 #elections2020 #vote here it is evident that the dead are voting for a total shame is the electoral system of the #unitedstates,elections2020
4103,1,you are lying.,elections2020
10185,0,well the radical left wins again. disgusting,blm
567,0,what about this bunch spitting in the face of and attacking innocent women?,blm
9649,0,he died because he had a knife and threaten police lives,elections2020
388,0,you all did not learn a damn thing from this man if you are out there defending george floyd’s murderer. #blacklivesmatter #georgefloydwasmurdered #sayhisname,blm
2088,0,truth :bomb:,covid-19
4565,0,i do not get it. there is so many things trump has actually said and done that can and should be used against him. there is no need to make things up. it only makes the one making it up look ridiculous. :man_facepalming_light_skin_tone:,blm
7329,0,"come on i have covid. i cannot leave my house. i been using them hellllaa during my quarantine and they keep doing me dirty. :loudly_crying_face::tired_face:my order went from 4:40 delivery to 5:45, ordered at 4pm. i hate it here. :loudly_crying_face::loudly_crying_face::loudly_crying_face::loudly_crying_face:",covid-19
2658,1,"all i know is this ""virus"" with this much movement and crowd just do not make no fuckin make sense where is the spike??????:face_with_monocle::face_with_monocle::face_with_monocle::face_with_monocle::face_with_monocle::face_with_monocle::face_with_monocle::face_with_monocle::face_with_monocle::face_with_monocle::face_with_monocle::face_with_monocle::face_with_monocle::face_with_monocle::face_with_monocle: #wholying #anonymous",blm
2819,0,god help us if he gets in the wh,covid-19
9416,0,what were you put on earth for tori? to move whenever shit are not right but never actually do anything about it? mlk or george floyd was not put on this earth to die for this shit either but they did. do what you please w yo life but runnin from the problem do not fix the problem..,blm
1038,1,"3rd degree murder is an accident, while this clearly not an accident since he knows george floyd— what a fucked up system",blm
10238,1,you are completely stupid.,covid-19
7188,0,"black lives ""really"" matter? #blacklivesmatter #lieslieslies #theycantbreathe #truthisnotracist",blm
10583,1,sick news you asked us - and we are dropping a lil bit more cunts: 1. cunt face mask all profits go to russian doctors who fight w covid 2. cunt tee :black_heart:,covid-19
10379,0,"the protesters laid on their stomachs for the final nine minutes, taking the last minute shouting ""i cannot breathe"" and ""george floyd"" #georgefloydmurder",blm
9396,1,"just be glad has the class not to go after your illegal immigrant wife and crooked kids during an election. after all you are just a brokesass father of 5 by 3 different baby mommas living in our public housing, paying $750 in taxes.",elections2020
4604,1,trump is afraid of our votes so he has to cheat to win. he is the reason we have rioters and looters and 100k new cases daily. 230k dead americans. #gopbetrayedamerica,covid-19
1973,1,good job sarra i will retweet this so i can use this as proof to those pathetic angry trump supporters,elections2020
2949,0,and i just love how the #blacklivesmatter demonstrators took the opportunity to put all their banners posters and messages to trump attached to his stupid wall. brilliant,blm
649,0,i read a right wing blog that is written by a rich semi-retired software guy.he wrote that the cops in minneapolis must all vote dem. because they are civil servants and union members. he does not know the way that his fellow americans think. it is as if he just moved here last year.,blm
9379,0,are not the proud boys domestic terrorists?,elections2020
3134,1,"""gnc pushed out idea that trump is as """"nice"""" as biden! what a joke! :rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing: yeah! it is the raging tweets, grabbing women's pussy's, """"nasty"""" women comments, lack of empathy, liar, covid incompetence, mocking disabled, attacking gold star families....""",covid-19
5928,0,"i would be perfectly okay with this. these standardized tests are ridiculous to begin with. judge the person, not the score.",covid-19
3780,1,antifa is not real???? cannot support law enforcement? cannot answer if you will not pack the supreme court? disrespectful to the president! had to have your old wife help you down the stairs! could not control 1 person! how can you control other country representatives?? 47yrs-47mths:United_States:,elections2020
700,0,"maybe she changed her mind like kamala did. kamala said biden was a racist and said she believed his accuser!! well, until she was asked to be on the ticket with him...then he was not a racist anymore and his accuser must be lying.",elections2020
4551,1,it is amazing how facebook shows you that people you have known for years are actually completely retarded. covid showed it even more,covid-19
636,0,the number of people killed by trump's lies about covid,covid-19
947,0,"keep dreaming donald, you blew it last night, you are an embarrassment to this country. #votehimout2020 #votebidenharris2020 #vote #vote #vote #removetrumpnow",elections2020
9578,0,what the,covid-19
10470,0,america is broken! the people are done! they are fed up with being treated like scum and being killed! this is the movement america needs! this over policing and violence against peaceful protesters is ridiculous! #blacklivesmattter #revolution #dictatortrump,blm
2199,1,"the police begged for him to ""drop the knife"" walter wallace did not do so you must be a racist nazi & racist fascist to not think of what walter wallace should have done differently, as if pulling a knife is just normal.",elections2020
1543,0,trump needs coherent message; fed agents will not quell leftist violence! join covid-19 class action! - via,covid-19
2025,0,stop dreaming. start raging. wake up. #blacklivesmatter,blm
6369,1,that makes no sense you idiot. but what makes sense is the less customers you have in trump hotels the less revenue you get. i hope you go broke once again,covid-19
3290,0,the 1.4 billion chinese of us all know that you are a running dog of ccp ！,elections2020
7106,1,"well you are pretty nasty with your approach to issues, but hey a girls got to earn a living right? i know after tweeting certain things to you my account was locked, so suck it up whiner...",elections2020
8665,0,so #blacklivesmatter really is yesterday’s news in the uk. shame on you.,blm
5811,1,i am so fucking glad i got out when i did.,blm
3133,0,#blacklivesmatter is about as big a scam as the #covidhoax.,blm
4697,0,"why does he continue to repeat this ""invisible enemy"" line? does he think people were stabbing and shooting the bubonic plague?",covid-19
4495,0,your behavior in the house is appalling and disrespectful. and remember you were the one out and about telling people to go to chinatown as the covid-19 virus was starting to spread here in the usa. hypocrite #resignspeakerpelosi #trump2020,covid-19
6631,0,texas hospital starves quadriplegic covid-19 patient to death against wife’s protests this should scare the hell out of everyone who sees it. this is the stuff of nightmares right here in (texas)it could happen2 you or me! #democratskill #rt #covid19,covid-19
8171,0,"if and cannot get along peacefully in front of america, how the hell do they expect americans to get along??",elections2020
1177,0,it saddens me how many of my hospitality friends are losing their jobs. :loudly_crying_face: i hate you #covid19,covid-19
3798,0,anon: hold my beer,blm
5300,0,"if it is the end of the world and i am over here eating healthy, working out, making sound decisions and spending wisely umma be pissed!! :woman_getting_massage_medium-dark_skin_tone::woman_gesturing_NO_medium-dark_skin_tone::woman_facepalming_medium-dark_skin_tone: :woman_shrugging_medium-dark_skin_tone: #coronavirus #cardibvoice",covid-19
7622,1,"poor kellyanne. she married a lying idiot. trump won last night simply because he is honest, talented, strong and smart. something you know nothing about. jealous george conway.:grinning_squinting_face:",elections2020
2560,0,"ok..did #traitortrump have covid, or was that another one of his lies?",covid-19
8851,0,just watching you right now!,covid-19
3388,1,oh look...those christian conservative values (raping children) that the loves to brag about so very very often. #familyvalues,blm
6918,1,nah convinced you all got worms for brains,elections2020
2635,1,fucking christ this was my city,blm
5381,0,"where is the lie, on his campaign page or in the debate. he is obviously trying to fool someone. but who? undecided voters or his base?",elections2020
5278,0,hell nah give me covid and let me go,covid-19
61,0,"funny how he calls the protesters ""anarchists"" but not the police officer who murdered george floyd and the other officers who stood over and watched....",blm
10424,1,"wow, what a racist white bitch you are.",blm
8159,0,i know it is not the coronavirus... i know this... but i am pretty sure it is. #coronarvirus #ripamerica #goodrun #gonnadie #iloveyouall,covid-19
7734,1,you are caught. #corruptjoe #whereshunte time to drop out.,elections2020
5557,0,now a statue has been removed in antwerp:,blm
1687,1,"why are you telling people to wear a mask when you are telling the mayor of atlanta to stop the mandate, you fuckin moron. also, let us know when you do get covid-19, just so we can point and laugh, dickhead.",covid-19
2862,1,and canada just reported it is first 24 hour no death day since the start of covid. turning the corner my ass. we are so deep into the surge of covid because we have no national strategy and trump lacks the balls to do the right thing.,covid-19
7637,0,i- girl you all have no rights to talk about memes :loudly_crying_face:,elections2020
5471,0,"so, you let a terrorist group deface more property. americans are sick of the ugly graffiti. it looks like a gang logo. is that the best they can do?",blm
152,1,we are all thinking it. trump gets coronavirus and spreads it through republican ass kissing #coronavirus #fakepresident,covid-19
6775,0,"yep, i hear joe’s up by 1,098%. and i have also heard the #laptopfromhell is why joe and hunter are pretty much in hiding.",elections2020
891,0,is right. we have a president who tweets and reveals he is a despot. dangerous and disgusting. vote for and #dumptrumpdaynov3 #bidenharrislandslide2020,elections2020
7896,0,twitter is in bed with the bidens!,elections2020
10643,0,"george floyd was a 'person of peace,' his pastor says",blm
4062,0,donate to these while you are at it. minnesota freedom fund george floyd memorial fund,blm
3461,1,"trump #moronavirus will weaponize coronavirus to :police_car_light:hide $15bil theft from public health :police_car_light:engineer chaos: insider trading gop will wank, cover up, stoke racism on social media, cry hoax at protective dem, worsen outbreak, impose xi martial rule expose real threat #trumpsvirus!",covid-19
2946,1,"""it is a great day for george floyd"". if you are american and voted for trump even you must know now that you are a moron.",blm
1044,0,"we are a generation of men tasked with addressing ongoing, systemic trauma, both ours and others. we are tasked with accepting the brutal realizations of #metoo, #blacklivesmatter and the ugly outbreak of white nationalism across europe and america. /3",blm
10722,1,"lisa bender fucking sucks, has always sucked, and will always suck.",blm
6692,1,i do not make over 400k so my taxes will be fine. its rich spoilt little pricks like you that will pay your fair share!!,elections2020
9493,1,#maga #maga2020 #kag #kag2020 #trump2020 #tcot #ccot #americafirst #patriotsunited #wethepeople ' dear god -- trump has invited the demon semen doc to speak at his texas rally.,elections2020
8397,0,is a nightmare! americans have awoken & will not be the vehicle of hate & division! the choose this path! vote he will unite our country!,elections2020
7359,0,maybe it is covid19 busting up us presidential lies so to speak,covid-19
2552,1,"his son fucked his daughter and his granddaughter. cover your ass, joe.",elections2020
3787,1,i leave social media for three days and now the cop and trump have anonymous on there ass.....wtf is 2020,blm
2726,0,obama did nothing.,covid-19
10750,0,neither did you,elections2020
9403,0,there was nothing violent about this! the rioters in the blm riots burnt the freaking cities down! no comparison,elections2020
10736,0,he charged at police with a knife. play stupid games...,elections2020
6819,0,you did all :thumbs_up: thing people r beyond stupid bcuz if they wen they might need blood transfusion you never no the donor ! it is against the law...:face_with_medical_mask::grinning_squinting_face: love it bigots will be pissed! :face_with_medical_mask::face_savoring_food::grinning_squinting_face:,blm
2413,0,came out to show solidarity and stand with the people mourning and demanding justice for george floyd. stay safe out there everyone.,blm
9152,1,mmm maybe make this more about the fact that people are paying for fake negative results to go back to work so they can pay their bills and have food on the table and less about people paying for fake negative results to just fuck around....,covid-19
10398,1,she should go kiss someone with covid19 if it will make her understand. she is just whining.,covid-19
7612,0,no shit sherlock. that was 8 years ago. i am talking about everything that is happened since then. are you interested in facts or not?!? your ignorance is frustrating and exhausting. pick a state of mind and stick with it please.,blm
9501,0,let us heal the usa,elections2020
1364,1,"if you vote for biden, this is what you are voting for. democrats encourage and applaud rioters and looters as some sort of freedom fighters. there is absolutely nothing virtuous about this at all. vote trump!! #maga",elections2020
9208,1,your so fake,elections2020
7930,1,"these racist pigs are plain evil cowards. the black man humiliated them, left their asses on the ground, that is why they killed him. black lives matter. enough is enough. #blacklivesmatter #atlantashooting #atlantaprotest",blm
6499,0,i thought you were going to win this in a landslide,elections2020
9837,1,bull shit !!!,elections2020
9661,0,from a black man who grew up in the hood:,blm
10611,0,"insanity, not going there",blm
7414,0,"trump's ""stand back, stand by"" will live in infamy. his affinity for white supremacists and fascists is a stain on the presidency.",elections2020
7936,0,you cannot argue with idiots!,covid-19
4510,0,that is harsh words a vaccine to kill the sun of god,elections2020
3916,0,"yep, those 2 are definitely enemies of trump and, americans in general right now, as they try to stuff the coronavirus rescue bill with nothing that helps us now!",covid-19
6379,0,"i do not know what this has to do with the riots or george floyd’s death. but, what a noble work ancestors of the slaves can point to! their contribution is a testament to their strength and endurance, never to be forgotten as long as that building stands.",blm
8778,1,"trumpolini, fascism has been in the white house for the last four years. americans used to be the most patriotic and defensive of democracy yet elected a dictator? democracies around the world want him out! democratic survival is dependent on you guys to oust this fascist leader.",elections2020
8999,0,#blacklivesmatter sign petitions. donate. protest. vote. be strong.,blm
7688,0,msm is my enemy,covid-19
5398,1,"all aboard all you trumpies..it is trump train time! #maga why are we even participating in this sham presidential election that is being manipulated by the evil sob's like bloomberg, gates, soros etc., who want to implement the ""great reset"" ?",elections2020
5581,1,"""they need to just stop with these pressers. each and every day of lying and misinformation will lead to more deaths. period. i am sick and tired of this fucking """"administration"""". 25th must be done!""",covid-19
7757,1,kill all,blm
8005,0,"somehow, boris, i do not believe you. take your faux outrage and get in the bin. #blacklivesmatter",blm
5645,0,sociopathic gangsters in wh’s long suit in not brilliance. rachel maddow blows up trump's coronavirus model that predicted zero deaths by may 15,covid-19
916,0,yes!!! care bear stare!! #blacklivesmatter,blm
1420,1,this is what morons here in pa believe,elections2020
2725,0,he was murdered,blm
2982,0,"idiot!!!!! - south dakota gov. noem, who opposed stay-home order, now faces coronavirus hot spot",covid-19
6022,0,epstine did not kill himself #anonymous,blm
6840,1,why cannot the aliens & serial killers ever take these assholes?,elections2020
259,0,i guess some get a desire to protest sooner than others. covid has prevented me from going. i do not want to be another number. but i am getting so close to throw myself out there. this is a great city and is destroying it. we have to fight dictatorship.,covid-19
1207,0,i truly loathe mitch mcconnell.,covid-19
10046,0,funny. but i hate cut videos.,elections2020
9376,0,these cops are out of control.,blm
7996,1,"cannot go there, it is already filled up with the corrupt democrats! :woman_shrugging:",elections2020
5290,0,incredible.. yet more interference in a sovereign nation. rabble rousing idiot.,blm
3608,1,"fuck you, fuck the oppression, eat a fat cock. why not help out someone for once you umpa lumpa looking motherfucker. #blacklivesmatter #bunkerbabytrump #gorgefloyd",blm
8653,0,"holding the hand of a patient as they take their last breath, while all they see is your eyes. #covid19",covid-19
