instance_id,text,annotation task,number of annotations,lang,hard_label,split,soft_label.0,soft_label.1,other_info.domain,offensiveness,user_id,cleaned_text,cleaned_domain,community,text_with_domain,predicted_label,true_label,cross_entropy
300,"It took a week to get sick. How many people did that entire bar infect in that week? How many at her medical office?   Sure, you can say hindsight is a bitch. But, some of those they infected will not be afforded that luxury. Get that through your heads!",offensiveness detection,5,en,0,test,0.6,0.4,Covid-19,0,515,"it took a week to get sick. how many people did that entire bar infect in that week? how many at her medical office? sure, you can say hindsight is a bitch. but, some of those they infected will not be afforded that luxury. get that through your heads!",covid-19,3,"covid-19 it took a week to get sick. how many people did that entire bar infect in that week? how many at her medical office? sure, you can say hindsight is a bitch. but, some of those they infected will not be afforded that luxury. get that through your heads!",1,0,0.8056118488311768
349,"<user> In Trumps own words.  The only racist on the stage was you Joe.  Antifa is not an ""idea"" Joe.  <url>",offensiveness detection,5,en,1,test,0.0,1.0,Elections2020,1,64,"in trumps own words. the only racist on the stage was you joe. antifa is not an ""idea"" joe.",elections2020,3,"elections2020 in trumps own words. the only racist on the stage was you joe. antifa is not an ""idea"" joe.",0,1,0.7744548320770264
409,Everything is upside down in the sh*t stained reality of Trump.,offensiveness detection,5,en,1,test,0.0,1.0,Covid-19,1,515,everything is upside down in the sh*t stained reality of trump.,covid-19,3,covid-19 everything is upside down in the sh*t stained reality of trump.,0,1,0.7062464356422424
459,ruining relationships because they care more about buildings than lives &gt;&gt;&gt;&gt;&gt;&gt;&gt; #BlackLivesMatter,offensiveness detection,5,en,0,test,0.8,0.2,BLM,1,64,ruining relationships because they care more about buildings than lives >>>>>>> #blacklivesmatter,blm,3,blm ruining relationships because they care more about buildings than lives >>>>>>> #blacklivesmatter,0,1,1.7131983041763306
543,<user> <user> Nothing scarier than a Communist.,offensiveness detection,5,en,0,test,0.6,0.4,Elections2020,1,60,nothing scarier than a communist.,elections2020,3,elections2020 nothing scarier than a communist.,0,1,1.442148208618164
555,Treason by TRAITORS,offensiveness detection,5,en,1,test,0.4,0.6,Elections2020,1,60,treason by traitors,elections2020,3,elections2020 treason by traitors,0,1,1.547711968421936
654,"""RT <user> BREAKING—President Trump's Friday fever was """"Quite High"""" (CNN).   ➡️ Always assume WH downplayed the coronavirus. #coronavirus #KarmaIsABitch #foxandfriends #foxnews #tcot #tlot #GOP""",offensiveness detection,5,en,1,test,0.2,0.8,Covid-19,1,515,"""rt breaking—president trump's friday fever was """"quite high"""" (cnn). :right_arrow: always assume wh downplayed the coronavirus. #coronavirus #karmaisabitch #foxandfriends #foxnews #tcot #tlot #gop""",covid-19,3,"covid-19 ""rt breaking—president trump's friday fever was """"quite high"""" (cnn). :right_arrow: always assume wh downplayed the coronavirus. #coronavirus #karmaisabitch #foxandfriends #foxnews #tcot #tlot #gop""",0,1,1.4766819477081299
665,#Anonymous hacked another website! <url> is offline now! <url>,offensiveness detection,5,en,0,test,0.8,0.2,BLM,1,64,#anonymous hacked another website! is offline now!,blm,3,blm #anonymous hacked another website! is offline now!,0,1,2.266345977783203
670,"<user> <user> <user> must FIRE <user> 4 praising the violent fascistic actions of #CultOfTrump #Brown👔s  attacking <user> <user> campaign bus &amp; trying 2 run it off the road. That is criminal behavior, full🛑! #FireJeaninePirro #VoteBidenHarrisToSaveAmerica",offensiveness detection,5,en,1,test,0.2,0.8,Elections2020,1,60,"must fire 4 praising the violent fascistic actions of #cultoftrump #brown:necktie:s attacking campaign bus & trying 2 run it off the road. that is criminal behavior, full:stop_sign:! #firejeaninepirro #votebidenharristosaveamerica",elections2020,3,"elections2020 must fire 4 praising the violent fascistic actions of #cultoftrump #brown:necktie:s attacking campaign bus & trying 2 run it off the road. that is criminal behavior, full:stop_sign:! #firejeaninepirro #votebidenharristosaveamerica",0,1,0.8981626629829407
728,"<user> <user> <user> <user> <user> <user> The democrats have HATED President Trump since the night he was elected. 12/2016 Vanity Fair: Democrats are paving the way to Impeach Donald Trump, 6/7/17 Al Green &amp; Brad Sherman drafted articles of impeachment. 7/17 Sherman, 8/17 Cohen introduced articles of impeachment etc.",offensiveness detection,5,en,0,test,0.8,0.2,Elections2020,1,60,"the democrats have hated president trump since the night he was elected. 12/2016 vanity fair: democrats are paving the way to impeach donald trump, 6/7/17 al green & brad sherman drafted articles of impeachment. 7/17 sherman, 8/17 cohen introduced articles of impeachment etc.",elections2020,3,"elections2020 the democrats have hated president trump since the night he was elected. 12/2016 vanity fair: democrats are paving the way to impeach donald trump, 6/7/17 al green & brad sherman drafted articles of impeachment. 7/17 sherman, 8/17 cohen introduced articles of impeachment etc.",0,1,2.0576021671295166
783,<user> <user> <user> But Melania Trump was so horrible for wearing those shoes. Smh #LiberalismIsAMentalDisorder #Hypocrites,offensiveness detection,5,en,1,test,0.4,0.6,Elections2020,1,64,but melania trump was so horrible for wearing those shoes. smh #liberalismisamentaldisorder #hypocrites,elections2020,3,elections2020 but melania trump was so horrible for wearing those shoes. smh #liberalismisamentaldisorder #hypocrites,0,1,0.7829689383506775
944,"<user> <user> <user> <user> No, Wallace is a never Trumper liberal hack.",offensiveness detection,5,en,1,test,0.2,0.8,Elections2020,1,64,"no, wallace is a never trumper liberal hack.",elections2020,3,"elections2020 no, wallace is a never trumper liberal hack.",0,1,0.7882558703422546
1151,"Welcome to chavs.  Spitting on and assaulting random people as a mob.  Honestly, just get rid of them, they serve no real purpose in life, they're just a pain in the ass for everybody that has to ever be around them.",offensiveness detection,5,en,0,test,0.6,0.4,BLM,0,21,"welcome to chavs. spitting on and assaulting random people as a mob. honestly, just get rid of them, they serve no real purpose in life, they are just a pain in the ass for everybody that has to ever be around them.",blm,3,"blm welcome to chavs. spitting on and assaulting random people as a mob. honestly, just get rid of them, they serve no real purpose in life, they are just a pain in the ass for everybody that has to ever be around them.",1,0,1.3271238803863525
1228,Boom.  #BidenHarris2020 #TraitorTrump #VeteransAgainstTrump #TrumpHatesOurMilitary #COVID19 #FridayMotivation,offensiveness detection,5,en,1,test,0.4,0.6,Covid-19,1,515,boom. #bidenharris2020 #traitortrump #veteransagainsttrump #trumphatesourmilitary #covid19 #fridaymotivation,covid-19,3,covid-19 boom. #bidenharris2020 #traitortrump #veteransagainsttrump #trumphatesourmilitary #covid19 #fridaymotivation,0,1,1.2566267251968384
1249,<user> <user> So is jizz so I guess I commit a mass murder every time I cum...,offensiveness detection,5,en,1,test,0.0,1.0,Elections2020,1,64,so is jizz so i guess i commit a mass murder every time i cum...,elections2020,3,elections2020 so is jizz so i guess i commit a mass murder every time i cum...,0,1,0.8673598766326904
1269,"Polish girl stirring speech Trojan Horse Muslim ""refugee"" invaders Poles support #Trump's Immigration Policy #MAGA  <url> <url>",offensiveness detection,5,en,1,test,0.4,0.6,Elections2020,1,546,"polish girl stirring speech trojan horse muslim ""refugee"" invaders poles support #trump's immigration policy #maga",elections2020,3,"elections2020 polish girl stirring speech trojan horse muslim ""refugee"" invaders poles support #trump's immigration policy #maga",0,1,1.0608820915222168
1457,"<user> When you go into the voting booth, or sign your name to your absentee ballot, say a name of one of the 240,000 Americans died of Covid-19 whose mouths trump shut forever.  Do what they can no longer do, #VOTE !  #VoteOutTrumpsHate #VoteBidenHarris2020 #BlackLivesMatter #VoteEarly",offensiveness detection,5,en,1,test,0.4,0.6,Covid-19,1,515,"when you go into the voting booth, or sign your name to your absentee ballot, say a name of one of the 240,000 americans died of covid-19 whose mouths trump shut forever. do what they can no longer do, #vote ! #voteouttrumpshate #votebidenharris2020 #blacklivesmatter #voteearly",covid-19,3,"covid-19 when you go into the voting booth, or sign your name to your absentee ballot, say a name of one of the 240,000 americans died of covid-19 whose mouths trump shut forever. do what they can no longer do, #vote ! #voteouttrumpshate #votebidenharris2020 #blacklivesmatter #voteearly",0,1,1.3851977586746216
1488,"<user> <user> <user> Really. They call you a journalist. Proud boys leader is half African American. They have a Hawaiian native, Hispanics, asians, and yes even a few caucasians. Antifa are more white supremacists that proud boys. You're fact check is horrible.",offensiveness detection,5,en,0,test,0.8,0.2,Elections2020,0,21,"really. they call you a journalist. proud boys leader is half african american. they have a hawaiian native, hispanics, asians, and yes even a few caucasians. antifa are more white supremacists that proud boys. you are fact check is horrible.",elections2020,3,"elections2020 really. they call you a journalist. proud boys leader is half african american. they have a hawaiian native, hispanics, asians, and yes even a few caucasians. antifa are more white supremacists that proud boys. you are fact check is horrible.",1,0,1.244987964630127
1522,"<user> <user> <user> Dude if you think antifa is anti fascist, you’re not paying attention.",offensiveness detection,5,en,0,test,0.8,0.2,Elections2020,0,21,"dude if you think antifa is anti fascist, you are not paying attention.",elections2020,3,"elections2020 dude if you think antifa is anti fascist, you are not paying attention.",1,0,1.0605883598327637
1548,<user> Really #ChinaJoe ?  Has your communist backers pulled the plug on you?  It’s obvious that you are MORE disliked than even corrupt Hillary.  Go back to bed. We’ll let you know when #Trump has been declared RE-elected!  #TRUMP2020ToSaveAmerica <url>,offensiveness detection,5,en,1,test,0.2,0.8,Elections2020,1,64,really #chinajoe ? has your communist backers pulled the plug on you? it is obvious that you are more disliked than even corrupt hillary. go back to bed. we will let you know when #trump has been declared re-elected! #trump2020tosaveamerica,elections2020,3,elections2020 really #chinajoe ? has your communist backers pulled the plug on you? it is obvious that you are more disliked than even corrupt hillary. go back to bed. we will let you know when #trump has been declared re-elected! #trump2020tosaveamerica,0,1,0.7430392503738403
1676,<user> As soon as I can. You never know with all the Covid crap how you will be feeling November 3rd.,offensiveness detection,5,en,0,test,0.8,0.2,Covid-19,1,515,as soon as i can. you never know with all the covid crap how you will be feeling november 3rd.,covid-19,3,covid-19 as soon as i can. you never know with all the covid crap how you will be feeling november 3rd.,0,1,0.8308537006378174
1712,"<user> you are going to hell, you know that, right?",offensiveness detection,5,en,1,test,0.0,1.0,Covid-19,1,515,"you are going to hell, you know that, right?",covid-19,3,"covid-19 you are going to hell, you know that, right?",0,1,0.7551716566085815
1728,"Jimmy Kimmel was talking about ""Lou Dobbs"" as Donald Trump calls his 'sniffer' 'Lou Dobbs'  See by your self! <url>",offensiveness detection,5,en,0,test,0.6,0.4,Elections2020,1,60,"jimmy kimmel was talking about ""lou dobbs"" as donald trump calls his 'sniffer' 'lou dobbs' see by your self!",elections2020,3,"elections2020 jimmy kimmel was talking about ""lou dobbs"" as donald trump calls his 'sniffer' 'lou dobbs' see by your self!",0,1,1.3639774322509766
1775,"Oh, .<user> you *really* shouldn’t be talking about other people lying, now should you? .<user> #MAGA",offensiveness detection,5,en,0,test,0.8,0.2,Elections2020,1,64,"oh, . you *really* should not be talking about other people lying, now should you? . #maga",elections2020,3,"elections2020 oh, . you *really* should not be talking about other people lying, now should you? . #maga",0,1,1.8422207832336426
1798,"#PatRobertson Suggests Same-Sex Marriage, Abortion Among Reasons For #COVID19. Man, I'm glad the Blasphemous Pat doesn't speak for everyone. Or dies he? I guess Pat is talking about the Old Testament God? Not the New Testament God?  <url> via  <user>",offensiveness detection,5,en,0,test,0.8,0.2,Covid-19,1,515,"#patrobertson suggests same-sex marriage, abortion among reasons for #covid19. man, i am glad the blasphemous pat does not speak for everyone. or dies he? i guess pat is talking about the old testament god? not the new testament god? via",covid-19,3,"covid-19 #patrobertson suggests same-sex marriage, abortion among reasons for #covid19. man, i am glad the blasphemous pat does not speak for everyone. or dies he? i guess pat is talking about the old testament god? not the new testament god? via",0,1,0.9150637984275818
1849,It’s because smart covid conscious people voted absentee to get your ass out of office sir 💙,offensiveness detection,5,en,0,test,0.8,0.2,Covid-19,0,515,it is because smart covid conscious people voted absentee to get your ass out of office sir :blue_heart:,covid-19,3,covid-19 it is because smart covid conscious people voted absentee to get your ass out of office sir :blue_heart:,1,0,1.3438756465911865
1990,"Back to name calling? Fauci is an idiot? And the crowd screams for more. I’m tired of the pandemic too, but that means I’ll listen to science. Masks, distancing, opening safely. And NOT listening to Trump. #TrumpsVirus",offensiveness detection,5,en,0,test,0.6,0.4,Covid-19,1,515,"back to name calling? fauci is an idiot? and the crowd screams for more. i am tired of the pandemic too, but that means i will listen to science. masks, distancing, opening safely. and not listening to trump. #trumpsvirus",covid-19,3,"covid-19 back to name calling? fauci is an idiot? and the crowd screams for more. i am tired of the pandemic too, but that means i will listen to science. masks, distancing, opening safely. and not listening to trump. #trumpsvirus",0,1,0.887808620929718
2010,<user> <user> <user> <user> Losers. And. Suckers.,offensiveness detection,5,en,1,test,0.4,0.6,Elections2020,0,21,losers. and. suckers.,elections2020,3,elections2020 losers. and. suckers.,1,0,0.9953078627586365
2016,Sleepy <user> is not only a pedophile also a rapist he is a criminal together with the corrupt communist democrat party and the people in the ills who are making VOTER FRAUD are as garbage as them TIME TO FIGHT BACK HARD💪🇺🇸👊 <url>,offensiveness detection,5,en,1,test,0.4,0.6,Elections2020,0,719,sleepy is not only a pedophile also a rapist he is a criminal together with the corrupt communist democrat party and the people in the ills who are making voter fraud are as garbage as them time to fight back hard:flexed_biceps::United_States::oncoming_fist:,elections2020,3,elections2020 sleepy is not only a pedophile also a rapist he is a criminal together with the corrupt communist democrat party and the people in the ills who are making voter fraud are as garbage as them time to fight back hard:flexed_biceps::United_States::oncoming_fist:,1,0,1.2265276908874512
2016,Sleepy <user> is not only a pedophile also a rapist he is a criminal together with the corrupt communist democrat party and the people in the ills who are making VOTER FRAUD are as garbage as them TIME TO FIGHT BACK HARD💪🇺🇸👊 <url>,offensiveness detection,5,en,1,test,0.4,0.6,Elections2020,0,334,sleepy is not only a pedophile also a rapist he is a criminal together with the corrupt communist democrat party and the people in the ills who are making voter fraud are as garbage as them time to fight back hard:flexed_biceps::United_States::oncoming_fist:,elections2020,3,elections2020 sleepy is not only a pedophile also a rapist he is a criminal together with the corrupt communist democrat party and the people in the ills who are making voter fraud are as garbage as them time to fight back hard:flexed_biceps::United_States::oncoming_fist:,1,0,1.2265276908874512
2034,<user> <user> <user> <user> Your whole family is delusional,offensiveness detection,5,en,1,test,0.0,1.0,Elections2020,1,60,your whole family is delusional,elections2020,3,elections2020 your whole family is delusional,0,1,0.9262298345565796
2035,Y’all are ruthless 🤣,offensiveness detection,5,en,0,test,1.0,0.0,Elections2020,0,60,you all are ruthless :rolling_on_the_floor_laughing:,elections2020,3,elections2020 you all are ruthless :rolling_on_the_floor_laughing:,1,0,0.8931314945220947
2065,"<user> Opinion: The name ""white supremist"" is fake and another Democrat creation for the bogey man. It has been used to hide the swamp’s evil deeds... #MAGA <user>",offensiveness detection,5,en,0,test,0.6,0.4,Elections2020,1,60,"opinion: the name ""white supremist"" is fake and another democrat creation for the bogey man. it has been used to hide the swamp’s evil deeds... #maga",elections2020,3,"elections2020 opinion: the name ""white supremist"" is fake and another democrat creation for the bogey man. it has been used to hide the swamp’s evil deeds... #maga",0,1,0.7231264710426331
2302,<user> <user> <user> Do these mofo's really believe that they are the only ones that have guns?  I wear a red hat too. <url>,offensiveness detection,5,en,1,test,0.2,0.8,Elections2020,1,60,do these mofo's really believe that they are the only ones that have guns? i wear a red hat too.,elections2020,3,elections2020 do these mofo's really believe that they are the only ones that have guns? i wear a red hat too.,0,1,0.7771883606910706
2336,Posted by Q. Bernie Bros said on Fox earlier that Q and Qanons are white supremacists. What a joke. <url>,offensiveness detection,5,en,0,test,0.8,0.2,BLM,1,546,posted by q. bernie bros said on fox earlier that q and qanons are white supremacists. what a joke.,blm,3,blm posted by q. bernie bros said on fox earlier that q and qanons are white supremacists. what a joke.,0,1,1.3744744062423706
2381,When liberals are losing they always start singing the lie... Trump is a supremacist  blues...🎵🎶🎼 as if they sing loud enough it will somehow make it true LOLLLLLL #ARIELSARMY  #BENDEDKNEE  #ILOVETRUMP <url>,offensiveness detection,5,en,0,test,0.8,0.2,Elections2020,0,21,when liberals are losing they always start singing the lie... trump is a supremacist blues...:musical_note::musical_notes::musical_score: as if they sing loud enough it will somehow make it true lollllll #arielsarmy #bendedknee #ilovetrump,elections2020,3,elections2020 when liberals are losing they always start singing the lie... trump is a supremacist blues...:musical_note::musical_notes::musical_score: as if they sing loud enough it will somehow make it true lollllll #arielsarmy #bendedknee #ilovetrump,1,0,0.7825396060943604
2402,"<user> <user> <user> Every single word that came out of Biden’s mouth was a lie, every statement, every word and every answer. Never in my life have I seen a presidential candidate get away with so much. Why is this? It should absolutely cause every true American concern",offensiveness detection,5,en,0,test,0.6,0.4,Elections2020,1,272,"every single word that came out of biden’s mouth was a lie, every statement, every word and every answer. never in my life have i seen a presidential candidate get away with so much. why is this? it should absolutely because every true american concern",elections2020,3,"elections2020 every single word that came out of biden’s mouth was a lie, every statement, every word and every answer. never in my life have i seen a presidential candidate get away with so much. why is this? it should absolutely because every true american concern",0,1,1.7990583181381226
2509,"Nice try, loser!  Jemele Hill Mocks Pence Appointment to Head Coronavirus Response <url>",offensiveness detection,5,en,1,test,0.4,0.6,Covid-19,0,515,"nice try, loser! jemele hill mocks pence appointment to head coronavirus response",covid-19,3,"covid-19 nice try, loser! jemele hill mocks pence appointment to head coronavirus response",1,0,0.9323533773422241
2599,Trump Admits He’s Blocking Coronavirus Oversight Because Of ‘Trump Haters’ <url>,offensiveness detection,5,en,0,test,0.8,0.2,Covid-19,1,515,trump admits he is blocking coronavirus oversight because of ‘trump haters’,covid-19,3,covid-19 trump admits he is blocking coronavirus oversight because of ‘trump haters’,0,1,1.3084226846694946
2719,"listened to a couple of j cole songs describing scenarios just like George Floyd’s, &amp; i’m lost for words on how shit like this goes on in da world",offensiveness detection,5,en,1,test,0.2,0.8,BLM,1,21,"listened to a couple of j cole songs describing scenarios just like george floyd’s, & i am lost for words on how shit like this goes on in da world",blm,3,"blm listened to a couple of j cole songs describing scenarios just like george floyd’s, & i am lost for words on how shit like this goes on in da world",0,1,1.2308839559555054
2750,<user> Dictatorship is not for me🖕,offensiveness detection,5,en,0,test,0.8,0.2,Elections2020,1,64,dictatorship is not for me:middle_finger:,elections2020,3,elections2020 dictatorship is not for me:middle_finger:,0,1,2.061460018157959
2752,A fucking pastor. A fucking pastor? A FUCKING PASTOR?!?!,offensiveness detection,5,en,1,test,0.2,0.8,BLM,0,64,a fucking pastor. a fucking pastor? a fucking pastor?!?!,blm,3,blm a fucking pastor. a fucking pastor? a fucking pastor?!?!,1,0,1.4885036945343018
2872,<user> One these Sons is a Crackhead who used his father's Office to take millions of dollars from Burisma Ukraine and 3.5 million from the Communist Mayor of Moscow's wife. <url>,offensiveness detection,5,en,0,test,0.6,0.4,Elections2020,0,21,one these sons is a crackhead who used his father's office to take millions of dollars from burisma ukraine and 3.5 million from the communist mayor of moscow's wife.,elections2020,3,elections2020 one these sons is a crackhead who used his father's office to take millions of dollars from burisma ukraine and 3.5 million from the communist mayor of moscow's wife.,1,0,0.99754798412323
2923,"<user> Veterans choice for me. You coward before him dude. Wish you would have showed more restraint when he acted out. Showing restraint when heckled is true leadership. Trump performed as expected but you, I wish you would have shown more leadership.",offensiveness detection,5,en,0,test,0.6,0.4,Elections2020,0,21,"veterans choice for me. you coward before him dude. wish you would have showed more restraint when he acted out. showing restraint when heckled is true leadership. trump performed as expected but you, i wish you would have shown more leadership.",elections2020,3,"elections2020 veterans choice for me. you coward before him dude. wish you would have showed more restraint when he acted out. showing restraint when heckled is true leadership. trump performed as expected but you, i wish you would have shown more leadership.",1,0,1.521912932395935
3074,"<user> <user> <user> <user> They are morons, they vote Trump",offensiveness detection,5,en,1,dev,0.2,0.8,Elections2020,0,212,"they are morons, they vote trump",elections2020,3,"elections2020 they are morons, they vote trump",1,0,1.3270001411437988
3079,"Decent #Americans - those of us who love our families, our communities, our country - vastly outnumber the Q-Ball #MAGA #WhiteSupremacists. And we are standing by, but not standing back. The nightmare begins to end in 33 days... #PresidentialDebate2020  #shutupman #debates",offensiveness detection,5,en,1,dev,0.4,0.6,Elections2020,0,425,"decent #americans - those of us who love our families, our communities, our country - vastly outnumber the q-ball #maga #whitesupremacists. and we are standing by, but not standing back. the nightmare begins to end in 33 days... #presidentialdebate2020 #shutupman #debates",elections2020,3,"elections2020 decent #americans - those of us who love our families, our communities, our country - vastly outnumber the q-ball #maga #whitesupremacists. and we are standing by, but not standing back. the nightmare begins to end in 33 days... #presidentialdebate2020 #shutupman #debates",1,0,0.7333886027336121
3093,<user> <user> Unless #CocaineMitch ends up being majority leader again.,offensiveness detection,5,en,0,dev,0.6,0.4,Elections2020,1,105,unless #cocainemitch ends up being majority leader again.,elections2020,3,elections2020 unless #cocainemitch ends up being majority leader again.,0,1,0.8756129741668701
3094,Garbage in Garbage out.,offensiveness detection,5,en,0,dev,0.8,0.2,Covid-19,1,64,garbage in garbage out.,covid-19,3,covid-19 garbage in garbage out.,0,1,1.543819785118103
3107,"<user> Jeez Louise, don’t scare us like that. Where in the hell have you been? Hiding from the coronavirus?",offensiveness detection,5,en,0,dev,0.8,0.2,Covid-19,0,60,"jeez louise, do not scare us like that. where in the hell have you been? hiding from the coronavirus?",covid-19,3,"covid-19 jeez louise, do not scare us like that. where in the hell have you been? hiding from the coronavirus?",1,0,0.709886908531189
3108,<user> <user> Yeah liars are good looking at you in the face and tell me what you want to hear! TRUMP 2020,offensiveness detection,5,en,0,dev,0.8,0.2,Elections2020,1,616,yeah liars are good looking at you in the face and tell me what you want to hear! trump 2020,elections2020,3,elections2020 yeah liars are good looking at you in the face and tell me what you want to hear! trump 2020,0,1,0.8110221028327942
3143,"<user> <user> Speaking of coronavirus look at this nitwit eating what he's eating and licking his fingers, I wonder how many hands he shook before he did that? <url>",offensiveness detection,5,en,1,dev,0.2,0.8,Covid-19,0,266,"speaking of coronavirus look at this nitwit eating what he is eating and licking his fingers, i wonder how many hands he shook before he did that?",covid-19,3,"covid-19 speaking of coronavirus look at this nitwit eating what he is eating and licking his fingers, i wonder how many hands he shook before he did that?",1,0,0.7322086095809937
3170,<user> <user> <user> <user> Joe just ain’t that guy though. He’s never been that guy. It’s just not who he is. This is why Dems desperately needed a fighter. Someone who doesn’t give a shit about the other side.,offensiveness detection,5,en,1,dev,0.4,0.6,Elections2020,0,238,joe just are not that guy though. he is never been that guy. it is just not who he is. this is why dems desperately needed a fighter. someone who does not give a shit about the other side.,elections2020,3,elections2020 joe just are not that guy though. he is never been that guy. it is just not who he is. this is why dems desperately needed a fighter. someone who does not give a shit about the other side.,1,0,0.7923935651779175
3189,<user> <user> <user> <user> #JoeBiden is Not Fit to be #POTUS <url>,offensiveness detection,5,en,0,dev,0.8,0.2,Elections2020,1,483,#joebiden is not fit to be #potus,elections2020,3,elections2020 #joebiden is not fit to be #potus,0,1,2.070178508758545
3197,"Saf saf what did I tell u I don't play no games, don't have no BULLSHIT time for games what's shaking my saf saf smoothes <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <user> <url>",offensiveness detection,5,en,1,dev,0.4,0.6,Elections2020,0,41,"saf saf what did i tell you i do not play no games, do not have no bullshit time for games what is shaking my saf saf smoothes",elections2020,3,"elections2020 saf saf what did i tell you i do not play no games, do not have no bullshit time for games what is shaking my saf saf smoothes",1,0,1.1539534330368042
3216,I bet there’s not enough fake tan in the world to cover how pale trump’s face is looking right now #USElections2020 #Elections2020 #Election2020 <url>,offensiveness detection,5,en,0,dev,0.6,0.4,Elections2020,1,793,i bet there is not enough fake tan in the world to cover how pale trump’s face is looking right now #uselections2020 #elections2020 #election2020,elections2020,3,elections2020 i bet there is not enough fake tan in the world to cover how pale trump’s face is looking right now #uselections2020 #elections2020 #election2020,0,1,1.8214235305786133
