instance_id,offensiveness,cleaned_text,cleaned_domain,text_with_domain,predicted_label,true_label,cross_entropy
472,1,"let us keep it simpler: trump & pence=honest & good hearts & god fearing, (luke 8:15,kjv; malachi 3:16-17).biden/harris= cursed, lying, deceiving, evil hypocrites, with corrupt hearts, who do not truly fear god,(matthew15:7-8, 23:27-28, 25:41; john 8:44; psalm 36:1; proverbs 1:29)",elections2020,"elections2020 let us keep it simpler: trump & pence=honest & good hearts & god fearing, (luke 8:15,kjv; malachi 3:16-17).biden/harris= cursed, lying, deceiving, evil hypocrites, with corrupt hearts, who do not truly fear god,(matthew15:7-8, 23:27-28, 25:41; john 8:44; psalm 36:1; proverbs 1:29)",0,1,2.1130263805389404
508,1,george floyd had chinese virus. there is nothing democrats will not drag his name through be dragged through.,blm,blm george floyd had chinese virus. there is nothing democrats will not drag his name through be dragged through.,0,1,2.0700576305389404
522,1,when evil has a black skin #blacklivesmatter,blm,blm when evil has a black skin #blacklivesmatter,0,1,2.8469252586364746
581,0,manger said she put one lady out talking about she probably already had #covid19 people are so selfish,covid-19,covid-19 manger said she put one lady out talking about she probably already had #covid19 people are so selfish,1,0,0.761620283126831
590,1,election???? more like erection!!!!!!! #elections2020,elections2020,elections2020 election???? more like erection!!!!!!! #elections2020,0,1,2.0137150287628174
595,0,honestly these guys are morons. have you dealt with your own sars?,blm,blm honestly these guys are morons. have you dealt with your own sars?,1,0,1.0935403108596802
655,1,"jesus, the inferior maga species here believes the guest is wearing that mask for covid protection. he is wearing it to make a point.",covid-19,"covid-19 jesus, the inferior maga species here believes the guest is wearing that mask for covid protection. he is wearing it to make a point.",0,1,2.2713100910186768
657,1,"trump and his moronic, politically based comment about the coronavirus, is going to get people killed. he is an idiot and no one should take anything he says as fact based.",covid-19,"covid-19 trump and his moronic, politically based comment about the coronavirus, is going to get people killed. he is an idiot and no one should take anything he says as fact based.",0,1,0.809434711933136
674,1,this is how you lick my ass with a covid tongue. taking notes,covid-19,covid-19 this is how you lick my ass with a covid tongue. taking notes,0,1,1.1006962060928345
679,1,i hope not! you are a loser!,elections2020,elections2020 i hope not! you are a loser!,0,1,1.3195077180862427
681,1,"this is not about #blacklivesmatter, it is all about the #snatchandgrab #chaos and #looting. such a bunch of crap! how about maximum penalties for looters. max pain for the max pain they inflict on others. what a disgrace!",blm,"blm this is not about #blacklivesmatter, it is all about the #snatchandgrab #chaos and #looting. such a bunch of crap! how about maximum penalties for looters. max pain for the max pain they inflict on others. what a disgrace!",0,1,0.8265893459320068
694,1,"bs look at michigan's numbers, bad. forced nh to take covid positive killing thousands this research is dumbocrat garbage.",covid-19,"covid-19 bs look at michigan's numbers, bad. forced nh to take covid positive killing thousands this research is dumbocrat garbage.",0,1,0.7174702882766724
698,0,"no audit every vote, ya cheater.",elections2020,"elections2020 no audit every vote, ya cheater.",1,0,1.7555710077285767
712,0,mek dat woman go siddung some weh she nah worth nth !!!,blm,blm mek dat woman go siddung some weh she nah worth nth !!!,1,0,0.760857343673706
746,1,woke white guy trying to look cool...fails miserably...looks like a dipshit.,blm,blm woke white guy trying to look cool...fails miserably...looks like a dipshit.,0,1,1.3745951652526855
765,1,"biden’s clean energy revolution and others’ green new deal are not the same thing. however, they are listed in the same paragraph so that must mean they are the same thing. you trump people are stupid. all of you.",elections2020,"elections2020 biden’s clean energy revolution and others’ green new deal are not the same thing. however, they are listed in the same paragraph so that must mean they are the same thing. you trump people are stupid. all of you.",0,1,1.4634621143341064
772,1,"his self-obsessed stupidity is bottomless! trump says ‘quite a bit’ of sell-off is fear a democrat will win election, along with coronavirus",covid-19,"covid-19 his self-obsessed stupidity is bottomless! trump says ‘quite a bit’ of sell-off is fear a democrat will win election, along with coronavirus",0,1,1.5341602563858032
794,1,have you ever seen such a disgusting image as this...pandering is livin the lie. #liberalismisamentaldisorder #blacklivesmatter is a racist fund raising arm of nancy. #antifaterrorists are the armed wing.,blm,blm have you ever seen such a disgusting image as this...pandering is livin the lie. #liberalismisamentaldisorder #blacklivesmatter is a racist fund raising arm of nancy. #antifaterrorists are the armed wing.,0,1,0.7782630920410156
814,0,hell yeah,elections2020,elections2020 hell yeah,1,0,0.8945054411888123
823,0,you think shooting a snot rocket on that lady's birkenstocks in a rue 21 is still unacceptable post-covid?,covid-19,covid-19 you think shooting a snot rocket on that lady's birkenstocks in a rue 21 is still unacceptable post-covid?,1,0,1.1884148120880127
865,1,trump is just so pissed about the deaths of his fellow swine,covid-19,covid-19 trump is just so pissed about the deaths of his fellow swine,0,1,0.7579586505889893
892,1,bruh was up with these monkeys snatching kids on bikes and stealing covid-19 samples lol,covid-19,covid-19 bruh was up with these monkeys snatching kids on bikes and stealing covid-19 samples lol,0,1,0.7375092506408691
921,0,"quick question for you, how can you call something non presidential, but you call someone a clown and tell them to shut up infant of millions. #trumpmeltdown #joewired #trumpisaracist",elections2020,"elections2020 quick question for you, how can you call something non presidential, but you call someone a clown and tell them to shut up infant of millions. #trumpmeltdown #joewired #trumpisaracist",1,0,0.9362735748291016
935,1,#horseslivesmatter they have been around a lot longer than these #thugs :middle_finger: #protests2020 #protests #thugs #antifascum #blacklivesmatteruk #whitelivesmatter,blm,blm #horseslivesmatter they have been around a lot longer than these #thugs :middle_finger: #protests2020 #protests #thugs #antifascum #blacklivesmatteruk #whitelivesmatter,0,1,1.663416862487793
944,1,"no, wallace is a never trumper liberal hack.",elections2020,"elections2020 no, wallace is a never trumper liberal hack.",0,1,0.8691644668579102
952,1,anything that comes out of trumps mouth is either a bold face lie or gibberish,elections2020,elections2020 anything that comes out of trumps mouth is either a bold face lie or gibberish,0,1,1.2416354417800903
969,1,another liberal sheep!,elections2020,elections2020 another liberal sheep!,0,1,1.3684613704681396
975,0,"gurl, you literally lied to everyone for how long now? you e been so damn careless you gave half of the wh covid. just stop. you are not helping yourself at all.",covid-19,"covid-19 gurl, you literally lied to everyone for how long now? you e been so damn careless you gave half of the wh covid. just stop. you are not helping yourself at all.",1,0,0.9868299961090088
990,1,this the part i saw and i thought it was good but the english part and the fact they used the audio of george floyd fucked it all up,blm,blm this the part i saw and i thought it was good but the english part and the fact they used the audio of george floyd fucked it all up,0,1,0.9758590459823608
1020,0,"i am very serious! are you an idiot! are you even following the hunter biden ""laptop"" scandal. do you even know about the profiting the entire biden family got from joes political influence with china and the ukraine?",elections2020,"elections2020 i am very serious! are you an idiot! are you even following the hunter biden ""laptop"" scandal. do you even know about the profiting the entire biden family got from joes political influence with china and the ukraine?",1,0,0.8120597004890442
1036,1,i hope he dies on the toilet.,covid-19,covid-19 i hope he dies on the toilet.,0,1,2.207699775695801
1056,1,"and you dismissed antifa! what is your point ??? also, check your facts . the #potus has denounced white supremacy on many occasions. here is the deal man, you are not fit to be president! #trumplandslide2020 :U.S._Outlying_Islands: #maga2020:U.S._Outlying_Islands:",elections2020,"elections2020 and you dismissed antifa! what is your point ??? also, check your facts . the #potus has denounced white supremacy on many occasions. here is the deal man, you are not fit to be president! #trumplandslide2020 :U.S._Outlying_Islands: #maga2020:U.S._Outlying_Islands:",0,1,2.2604105472564697
1061,0,you are going down dirty joe.,elections2020,elections2020 you are going down dirty joe.,1,0,0.9935016632080078
1083,0,ayeeee the rust belt looking blue now huh?,elections2020,elections2020 ayeeee the rust belt looking blue now huh?,1,0,0.732447624206543
1098,1,you will how to believe in science with stupid mind ?,elections2020,elections2020 you will how to believe in science with stupid mind ?,0,1,0.866716742515564
1127,0,grasping at straws...always. nucking futjobs.,elections2020,elections2020 grasping at straws...always. nucking futjobs.,1,0,1.910801649093628
1133,1,"george floyd did not die peacefully, he died violently and viciously by the hands of ""murdering racist police."" . the government of the you.s. is dismantled, and blithering ignorant; but mostly borderline stupid, the police/courts/government killed mr. george floyd.",blm,"blm george floyd did not die peacefully, he died violently and viciously by the hands of ""murdering racist police."" . the government of the you.s. is dismantled, and blithering ignorant; but mostly borderline stupid, the police/courts/government killed mr. george floyd.",0,1,1.5627869367599487
1148,1,"omg they bring out the ""magic"" obama like he can save you ????? f%^k no joe !!!!! the trump is rolling and there is no stopping it !!!!",elections2020,"elections2020 omg they bring out the ""magic"" obama like he can save you ????? f%^k no joe !!!!! the trump is rolling and there is no stopping it !!!!",0,1,1.690925121307373
1158,0,"joe you think china is your piggy bank and you turn your back on the american people by selling ip, precious metals, cia agent identities, and free reign to the ccp in the south china seas. you will be tried and convicted by all americans sooner or later.",elections2020,"elections2020 joe you think china is your piggy bank and you turn your back on the american people by selling ip, precious metals, cia agent identities, and free reign to the ccp in the south china seas. you will be tried and convicted by all americans sooner or later.",1,0,0.7950116991996765
1160,1,this is the type of movies i want to see in the upcoming year. i do not want to hear shit about a covid inspired anything!,covid-19,covid-19 this is the type of movies i want to see in the upcoming year. i do not want to hear shit about a covid inspired anything!,0,1,1.1681077480316162
1164,1,"that is such a load of bs . the taxpayers had to bail out the farmers because and his entire administration which includes you , is incompetent!",elections2020,"elections2020 that is such a load of bs . the taxpayers had to bail out the farmers because and his entire administration which includes you , is incompetent!",0,1,1.1557589769363403
1170,1,"they are all #zionists: (and ""president"" or (mike pence) (and ""president"" all #zionists",elections2020,"elections2020 they are all #zionists: (and ""president"" or (mike pence) (and ""president"" all #zionists",0,1,2.5457000732421875
1209,1,another rage tweet. damn those voices in his head are not allowing him to think straight. oh yeah #bunkerboy #blacklivesmatter,blm,blm another rage tweet. damn those voices in his head are not allowing him to think straight. oh yeah #bunkerboy #blacklivesmatter,0,1,0.9021958112716675
1212,0,"home improvement retail is not essential!! i am tired of sick people coming in to stores not taking #coronavirus serious! people this is not the time to catch up on your diy project, stay your ass home!!!! #politics #hotmess #news",covid-19,"covid-19 home improvement retail is not essential!! i am tired of sick people coming in to stores not taking #coronavirus serious! people this is not the time to catch up on your diy project, stay your ass home!!!! #politics #hotmess #news",1,0,0.829765260219574
1213,1,i agree trump is a screaming baby & does not have a plan for our country... let us not forget he did not dismiss his radical racist group in fact he told them to stand by! wth?!!!,elections2020,elections2020 i agree trump is a screaming baby & does not have a plan for our country... let us not forget he did not dismiss his radical racist group in fact he told them to stand by! wth?!!!,0,1,1.7809746265411377
1215,0,you want fascism? come to california for the holidays. #maga #californiafortrump,elections2020,elections2020 you want fascism? come to california for the holidays. #maga #californiafortrump,1,0,0.7020310163497925
1230,1,you are delusional! hahah,elections2020,elections2020 you are delusional! hahah,0,1,0.7727673053741455
1250,1,"does this black life matter to blm? does al sharpton care about this black life lost? sharpton does not care because it does not promote his hatred agenda. he cannot make money off of this lost black life. black america, look at sharpton is doing to you, you mean nothing to him",blm,"blm does this black life matter to blm? does al sharpton care about this black life lost? sharpton does not care because it does not promote his hatred agenda. he cannot make money off of this lost black life. black america, look at sharpton is doing to you, you mean nothing to him",0,1,1.6167676448822021
1279,0,trump bout to lose and i owe the homie $100 fuck you and i am back to gambling on sports,elections2020,elections2020 trump bout to lose and i owe the homie $100 fuck you and i am back to gambling on sports,1,0,2.3506100177764893
1305,1,"i think it should be legal to assassinate him for this. not that anyone should do it, but if they were to do so i do not think it should be considered a crime.",covid-19,"covid-19 i think it should be legal to assassinate him for this. not that anyone should do it, but if they were to do so i do not think it should be considered a crime.",0,1,2.2950093746185303
1311,1,i want the truth and the whole truth. people must use their minds & not their emotions like godless socialist dems tell them 2 do so they can enslave us & rule over us as dictators taking r lives/r money & r children. my opinion.,blm,blm i want the truth and the whole truth. people must use their minds & not their emotions like godless socialist dems tell them 2 do so they can enslave us & rule over us as dictators taking r lives/r money & r children. my opinion.,0,1,1.0877007246017456
1313,1,donald trump is full of it.,covid-19,covid-19 donald trump is full of it.,0,1,2.7595765590667725
1322,0,no dude! the dems cheated!,elections2020,elections2020 no dude! the dems cheated!,1,0,1.1651463508605957
1325,0,i think this is spot on. bullies hate to be laughed at. #dumpsterfiredebate,elections2020,elections2020 i think this is spot on. bullies hate to be laughed at. #dumpsterfiredebate,1,0,0.8192993998527527
1330,1,"you are just horrible! may god have mercy on your soul! #corruptbiden #laptopfromhell oh yeah, philadelphia looks pretty good by the way! #loser!!!",elections2020,"elections2020 you are just horrible! may god have mercy on your soul! #corruptbiden #laptopfromhell oh yeah, philadelphia looks pretty good by the way! #loser!!!",0,1,0.73128342628479
1336,1,""" there was no """"night and day"""" on covid. biden completely plagiarized trump's response to covid since the beginning. calling him a xenophobic when he closed borders to contain the virus and biden over here like """"just wear a mask mur mur mur"""" like uh? we are?""",covid-19,"covid-19 "" there was no """"night and day"""" on covid. biden completely plagiarized trump's response to covid since the beginning. calling him a xenophobic when he closed borders to contain the virus and biden over here like """"just wear a mask mur mur mur"""" like uh? we are?""",0,1,2.147773504257202
1341,0,"liar, liar pants suit on fire",elections2020,"elections2020 liar, liar pants suit on fire",1,0,1.4905227422714233
1355,1,are you a christian for trump? that is some funny shit. i got to add that to my list of things you would never expect to see: 1. parents for pedophiles 2. casey anthony day care centers 3. black people for slavery 4. jewish people for nazis 5. christians for trump (just added),elections2020,elections2020 are you a christian for trump? that is some funny shit. i got to add that to my list of things you would never expect to see: 1. parents for pedophiles 2. casey anthony day care centers 3. black people for slavery 4. jewish people for nazis 5. christians for trump (just added),0,1,1.0689829587936401
1387,1,he is too much of a coward to do that,elections2020,elections2020 he is too much of a coward to do that,0,1,1.6967768669128418
1394,1,i am about to go to sleep but before i do i just want to say #blacklivesmatter and fuck trump. k goodnight. :two_hearts:,blm,blm i am about to go to sleep but before i do i just want to say #blacklivesmatter and fuck trump. k goodnight. :two_hearts:,0,1,0.8810413479804993
1398,1,"during the early 2016 election :United_States: the radical leftist democrats were saying trump is not presidential, last night debate calling the president of the united states a #clown #shutupman #racist is that presidential?",elections2020,"elections2020 during the early 2016 election :United_States: the radical leftist democrats were saying trump is not presidential, last night debate calling the president of the united states a #clown #shutupman #racist is that presidential?",0,1,1.6746726036071777
1407,1,you are a disgraceful criminal.,covid-19,covid-19 you are a disgraceful criminal.,0,1,1.35988450050354
1408,1,"plz read the book ""the delectable negro"", how whites were engaged in the practice of eating their slaves during slavery. #blm #blackwomen #blacklivesmatter:raised_fist_medium-dark_skin_tone: #sandrabland #justiceforgeorgefloyd #tamirrice #protest…",blm,"blm plz read the book ""the delectable negro"", how whites were engaged in the practice of eating their slaves during slavery. #blm #blackwomen #blacklivesmatter:raised_fist_medium-dark_skin_tone: #sandrabland #justiceforgeorgefloyd #tamirrice #protest…",0,1,2.4059267044067383
1441,1,wrong trump is a better leader then you. trump is smarter than you joe biden. trump is not being paid off by russia china like you are joe biden. trump do not molest children like you do chester biden and your son who has child porn on his laptop. trump 2020,elections2020,elections2020 wrong trump is a better leader then you. trump is smarter than you joe biden. trump is not being paid off by russia china like you are joe biden. trump do not molest children like you do chester biden and your son who has child porn on his laptop. trump 2020,0,1,1.0151195526123047
1456,1,you have no idea how bad and inept trump is if you do not live here. he is a want to be dictator who is like a child. he wishes to put his political enemies in jail while he himself is the one committing crimes. his handling of the covid-19 crisis has been disastrous.,covid-19,covid-19 you have no idea how bad and inept trump is if you do not live here. he is a want to be dictator who is like a child. he wishes to put his political enemies in jail while he himself is the one committing crimes. his handling of the covid-19 crisis has been disastrous.,0,1,2.2429287433624268
1462,0,no surprise this chump does not like dogs.,elections2020,elections2020 no surprise this chump does not like dogs.,1,0,0.7862807512283325
1469,1,"amazon is hard to get around especially w covid. so do not get too uppity. the minute we can get out from under this layer of leftist's bullshit, we will start removing companies that no longer fit america.",covid-19,"covid-19 amazon is hard to get around especially w covid. so do not get too uppity. the minute we can get out from under this layer of leftist's bullshit, we will start removing companies that no longer fit america.",0,1,1.102527379989624
1478,1,#blacklivesmatter #brennpunktrassismus by the way #alllivesmattter is a joke.,blm,blm #blacklivesmatter #brennpunktrassismus by the way #alllivesmattter is a joke.,0,1,1.8466049432754517
1495,1,hope so. but trump and republicans are emboldened. do not know how we count yet that bullshit.,elections2020,elections2020 hope so. but trump and republicans are emboldened. do not know how we count yet that bullshit.,0,1,0.7196336984634399
1529,1,this is why you are an idiot as i said before. you cannot even do a simple funding google search before you open your mouth. just stop talking.,elections2020,elections2020 this is why you are an idiot as i said before. you cannot even do a simple funding google search before you open your mouth. just stop talking.,0,1,0.8759081959724426
1538,1,"reading the right wing comments about the debate last night and 45 turds followers are so far from reality i doubt we can recover from that. the lying ugly orange turd was out of control. wallace lost all control. and you, biden were never in control. still~ #voteblue",elections2020,"elections2020 reading the right wing comments about the debate last night and 45 turds followers are so far from reality i doubt we can recover from that. the lying ugly orange turd was out of control. wallace lost all control. and you, biden were never in control. still~ #voteblue",0,1,1.1661970615386963
1549,1,what pelosi wants is negligent to our country. at this time we should not allow any foreigners into the country?until’ this coronavirus is under hand? she is crazy stupid for even thinking that?,covid-19,covid-19 what pelosi wants is negligent to our country. at this time we should not allow any foreigners into the country?until’ this coronavirus is under hand? she is crazy stupid for even thinking that?,0,1,1.4497228860855103
1578,1,that is more kinds of stupid than i can count.,covid-19,covid-19 that is more kinds of stupid than i can count.,0,1,1.5059852600097656
1579,1,i denounce white supremacy. can you say that? trump cannot! #trumpisaracist #standbackstandby,elections2020,elections2020 i denounce white supremacy. can you say that? trump cannot! #trumpisaracist #standbackstandby,0,1,1.492599606513977
1598,1,are you dumb or just plain stupid? no one called george floyd a hero...stop spreading false information,blm,blm are you dumb or just plain stupid? no one called george floyd a hero...stop spreading false information,0,1,1.0849497318267822
1602,0,man you cannot write this shit! :face_with_tears_of_joy: all he had to do was stay home! :rolling_on_the_floor_laughing:,covid-19,covid-19 man you cannot write this shit! :face_with_tears_of_joy: all he had to do was stay home! :rolling_on_the_floor_laughing:,1,0,0.9154406189918518
1620,1,the and other right-wing nuts are going to eat their young when closes this.,elections2020,elections2020 the and other right-wing nuts are going to eat their young when closes this.,0,1,1.6313626766204834
1635,1,that right there proves you are racist towards whites when you would use closet racism as a defense for acts of violence in a community. stop hiding behind george floyd’s name clout chaser,blm,blm that right there proves you are racist towards whites when you would use closet racism as a defense for acts of violence in a community. stop hiding behind george floyd’s name clout chaser,0,1,0.971015989780426
1640,1,looks like somebody needs a knee in their neck,blm,blm looks like somebody needs a knee in their neck,0,1,1.153965950012207
1643,1,"tw/ rape, trafficking, and pedophilia.",blm,"blm tw/ rape, trafficking, and pedophilia.",0,1,2.23814058303833
1652,1,trump is now politicizing the vaccine and consequently undermining its credibility and effectiveness. it is dangerous and stupid.,covid-19,covid-19 trump is now politicizing the vaccine and consequently undermining its credibility and effectiveness. it is dangerous and stupid.,0,1,2.2022907733917236
1665,1,this is a perfect example of a fruit of your.... disgusting... leadership what a failure...,covid-19,covid-19 this is a perfect example of a fruit of your.... disgusting... leadership what a failure...,0,1,1.2293204069137573
1724,0,david dorn was murdered by one of these people. i know you do not care because you david dorn was property to you and not a human being. big old hypocrite.,blm,blm david dorn was murdered by one of these people. i know you do not care because you david dorn was property to you and not a human being. big old hypocrite.,1,0,1.1508097648620605
1734,1,so if a black cop punches a black woman in the face is he a racist? #blm #georgefloyd #bluelivesmatter,blm,blm so if a black cop punches a black woman in the face is he a racist? #blm #georgefloyd #bluelivesmatter,0,1,1.9487347602844238
1738,0,this is ridiculous. trump interrupted constantly and could barely get a word in edgewise. you are making a fool of yourself for an insane bully who lies everytime he opens his mouth and interrupted everyone all night. someday you will be embarrassed by this.,elections2020,elections2020 this is ridiculous. trump interrupted constantly and could barely get a word in edgewise. you are making a fool of yourself for an insane bully who lies everytime he opens his mouth and interrupted everyone all night. someday you will be embarrassed by this.,1,0,0.7791409492492676
1760,0,"say what you will about all the #coronavirus crap, but at least it shut them up on all that dilley dilley shit",covid-19,"covid-19 say what you will about all the #coronavirus crap, but at least it shut them up on all that dilley dilley shit",1,0,1.2255021333694458
1761,1,"if we (meaning the current administration) had acted sooner, and with prudential leadership, covid would have had less effect on such a tremendous economy. cannot blame that shit on china, russia, or antfa. it is all on trump. #twitterwimp",covid-19,"covid-19 if we (meaning the current administration) had acted sooner, and with prudential leadership, covid would have had less effect on such a tremendous economy. cannot blame that shit on china, russia, or antfa. it is all on trump. #twitterwimp",0,1,1.6155517101287842
1769,0,biden is mad....:face_with_symbols_on_mouth::hot_face::enraged_face::face_with_symbols_on_mouth::hot_face::enraged_face:.....poor soul,elections2020,elections2020 biden is mad....:face_with_symbols_on_mouth::hot_face::enraged_face::face_with_symbols_on_mouth::hot_face::enraged_face:.....poor soul,1,0,0.8764559626579285
1773,1,i am sorry to have to say this but the chinese people have the dumbest traditions plus they lied to the american people the coronavirus is deadlier than you think they are shooting people on the streets and murdering people in their cars the chinese government is uncivilized,covid-19,covid-19 i am sorry to have to say this but the chinese people have the dumbest traditions plus they lied to the american people the coronavirus is deadlier than you think they are shooting people on the streets and murdering people in their cars the chinese government is uncivilized,0,1,1.3016302585601807
1782,1,of course it is trump's fault. he caused the riots & he is making the decisions for the govs. #demsarefullofshit. george floyd protests: illinois governor says trump has been a 'miserable failure' over handling of demo... #topbuzz,blm,blm of course it is trump's fault. he caused the riots & he is making the decisions for the govs. #demsarefullofshit. george floyd protests: illinois governor says trump has been a 'miserable failure' over handling of demo... #topbuzz,0,1,2.0639307498931885
1788,1,"90% of george floyd protesters do not give a shit about george floyd. it is the left-wing version of ""re-open"" agitation. even worse, because it is violent. violence as entertainment for the bored.",blm,"blm 90% of george floyd protesters do not give a shit about george floyd. it is the left-wing version of ""re-open"" agitation. even worse, because it is violent. violence as entertainment for the bored.",0,1,1.5860567092895508
1806,0,i love how they sprinkled his age in there. so you can know just how old this grown ass man is behaving this way.,covid-19,covid-19 i love how they sprinkled his age in there. so you can know just how old this grown ass man is behaving this way.,1,0,0.8032383918762207
1826,1,let the adults handle the economy little girl,elections2020,elections2020 let the adults handle the economy little girl,0,1,1.529341220855713
1848,1,why do loser dems all have that look? it is like the i cannot contribute to society look. so lazy and miserable. they actually reduced punishment for sex offenders.,elections2020,elections2020 why do loser dems all have that look? it is like the i cannot contribute to society look. so lazy and miserable. they actually reduced punishment for sex offenders.,0,1,1.045835256576538
