instance_id,offensiveness,cleaned_text,cleaned_domain,text_with_domain,predicted_label,true_label,cross_entropy
748,0,"sending a letter with one hand, funding the peterborough police to the tune of 1.9 million with the other. #liberalhypocrisy #shameful #notmyminister",covid-19,"covid-19 sending a letter with one hand, funding the peterborough police to the tune of 1.9 million with the other. #liberalhypocrisy #shameful #notmyminister",1,0,0.7615789175033569
773,1,poll: two-thirds think trump made racial tensions worse after george floyd's death,blm,blm poll: two-thirds think trump made racial tensions worse after george floyd's death,0,1,2.129617929458618
825,0,she real smart. and hypocritical.,covid-19,covid-19 she real smart. and hypocritical.,1,0,0.897051215171814
846,1,he has been in politics for 48 years and is a do nothing racist pedophile. name something good that he is done? he drew up bills to segregate people. he rather divide then bring together. wake up.,elections2020,elections2020 he has been in politics for 48 years and is a do nothing racist pedophile. name something good that he is done? he drew up bills to segregate people. he rather divide then bring together. wake up.,0,1,0.9691077470779419
944,1,"no, wallace is a never trumper liberal hack.",elections2020,"elections2020 no, wallace is a never trumper liberal hack.",0,1,0.9834505319595337
991,1,"#trump won without doubt. now #corruptmedia #corruptjoebiden & #corruptdemocrats r scrambling 2 fix results. disgusting! if #sleepyjoe was truly winning, they never would have holted counting votes. they would have proudly announced their win. but not the case. #election2020 #maga",elections2020,"elections2020 #trump won without doubt. now #corruptmedia #corruptjoebiden & #corruptdemocrats r scrambling 2 fix results. disgusting! if #sleepyjoe was truly winning, they never would have holted counting votes. they would have proudly announced their win. but not the case. #election2020 #maga",0,1,1.112805962562561
1145,0,you are disgusting.,elections2020,elections2020 you are disgusting.,1,0,0.8263083696365356
1228,1,boom. #bidenharris2020 #traitortrump #veteransagainsttrump #trumphatesourmilitary #covid19 #fridaymotivation,covid-19,covid-19 boom. #bidenharris2020 #traitortrump #veteransagainsttrump #trumphatesourmilitary #covid19 #fridaymotivation,0,1,2.0154943466186523
1269,1,"polish girl stirring speech trojan horse muslim ""refugee"" invaders poles support #trump's immigration policy #maga",elections2020,"elections2020 polish girl stirring speech trojan horse muslim ""refugee"" invaders poles support #trump's immigration policy #maga",0,1,1.3897302150726318
1293,1,"this vicious racist attack on fmr first lady michelle obama is disgusting. jon miller is a racist, tell everyone. #elections2020 #bidenharris2020 #blm #blacklivesmatter",elections2020,"elections2020 this vicious racist attack on fmr first lady michelle obama is disgusting. jon miller is a racist, tell everyone. #elections2020 #bidenharris2020 #blm #blacklivesmatter",0,1,1.6157575845718384
1394,1,i am about to go to sleep but before i do i just want to say #blacklivesmatter and fuck trump. k goodnight. :two_hearts:,blm,blm i am about to go to sleep but before i do i just want to say #blacklivesmatter and fuck trump. k goodnight. :two_hearts:,0,1,1.3260481357574463
1408,1,"plz read the book ""the delectable negro"", how whites were engaged in the practice of eating their slaves during slavery. #blm #blackwomen #blacklivesmatter:raised_fist_medium-dark_skin_tone: #sandrabland #justiceforgeorgefloyd #tamirrice #protest…",blm,"blm plz read the book ""the delectable negro"", how whites were engaged in the practice of eating their slaves during slavery. #blm #blackwomen #blacklivesmatter:raised_fist_medium-dark_skin_tone: #sandrabland #justiceforgeorgefloyd #tamirrice #protest…",0,1,1.6140336990356445
1488,0,"really. they call you a journalist. proud boys leader is half african american. they have a hawaiian native, hispanics, asians, and yes even a few caucasians. antifa are more white supremacists that proud boys. you are fact check is horrible.",elections2020,"elections2020 really. they call you a journalist. proud boys leader is half african american. they have a hawaiian native, hispanics, asians, and yes even a few caucasians. antifa are more white supremacists that proud boys. you are fact check is horrible.",1,0,1.0365039110183716
1529,1,this is why you are an idiot as i said before. you cannot even do a simple funding google search before you open your mouth. just stop talking.,elections2020,elections2020 this is why you are an idiot as i said before. you cannot even do a simple funding google search before you open your mouth. just stop talking.,0,1,1.086538553237915
1603,0,humans. silly species. always poking an sleeping bear with broken stick. . virus count goes down by one and everyone is ready to go out and party. you just do not get it. #coronavirus #covid #coviding #covidiots #superspreaders #lemmings #mothsnearthebonfire,covid-19,covid-19 humans. silly species. always poking an sleeping bear with broken stick. . virus count goes down by one and everyone is ready to go out and party. you just do not get it. #coronavirus #covid #coviding #covidiots #superspreaders #lemmings #mothsnearthebonfire,1,0,0.9035977125167847
1790,1,does not have a kid's cancer charity he can draw from? #elections2020,elections2020,elections2020 does not have a kid's cancer charity he can draw from? #elections2020,0,1,2.3570799827575684
1794,1,so sick of waking up to worry and the trumps face. he is murdering people by the thousands . he needs to go,elections2020,elections2020 so sick of waking up to worry and the trumps face. he is murdering people by the thousands . he needs to go,0,1,1.906661868095398
1798,1,"#patrobertson suggests same-sex marriage, abortion among reasons for #covid19. man, i am glad the blasphemous pat does not speak for everyone. or dies he? i guess pat is talking about the old testament god? not the new testament god? via",covid-19,"covid-19 #patrobertson suggests same-sex marriage, abortion among reasons for #covid19. man, i am glad the blasphemous pat does not speak for everyone. or dies he? i guess pat is talking about the old testament god? not the new testament god? via",0,1,1.3213016986846924
1867,0,you are going to believe them ? the liars of the planet?,covid-19,covid-19 you are going to believe them ? the liars of the planet?,1,0,0.9992995262145996
1990,1,"back to name calling? fauci is an idiot? and the crowd screams for more. i am tired of the pandemic too, but that means i will listen to science. masks, distancing, opening safely. and not listening to trump. #trumpsvirus",covid-19,"covid-19 back to name calling? fauci is an idiot? and the crowd screams for more. i am tired of the pandemic too, but that means i will listen to science. masks, distancing, opening safely. and not listening to trump. #trumpsvirus",0,1,1.44270658493042
2013,1,the point is: a) facebook is essentially a right wing attack machine b) 95% of all police and all of the fbi are trumpers. that is why chauvin killed george floyd: b/c they feel enabled & emboldened by the racist-in-chief to declare open season on african americans,blm,blm the point is: a) facebook is essentially a right wing attack machine b) 95% of all police and all of the fbi are trumpers. that is why chauvin killed george floyd: b/c they feel enabled & emboldened by the racist-in-chief to declare open season on african americans,0,1,1.482987880706787
2035,0,you all are ruthless :rolling_on_the_floor_laughing:,elections2020,elections2020 you all are ruthless :rolling_on_the_floor_laughing:,1,0,1.0094422101974487
2046,0,"screw you, you worthless pos corrupt sorry excuse for a human being.",elections2020,"elections2020 screw you, you worthless pos corrupt sorry excuse for a human being.",1,0,1.732157826423645
2062,1,vs. the perv vs. the racist lol,elections2020,elections2020 vs. the perv vs. the racist lol,0,1,1.29951810836792
2065,1,"opinion: the name ""white supremist"" is fake and another democrat creation for the bogey man. it has been used to hide the swamp’s evil deeds... #maga",elections2020,"elections2020 opinion: the name ""white supremist"" is fake and another democrat creation for the bogey man. it has been used to hide the swamp’s evil deeds... #maga",0,1,0.9924637079238892
2199,1,"the police begged for him to ""drop the knife"" walter wallace did not do so you must be a racist nazi & racist fascist to not think of what walter wallace should have done differently, as if pulling a knife is just normal.",elections2020,"elections2020 the police begged for him to ""drop the knife"" walter wallace did not do so you must be a racist nazi & racist fascist to not think of what walter wallace should have done differently, as if pulling a knife is just normal.",0,1,1.6240413188934326
2232,1,"today the whole world is laughing :face_with_tears_of_joy: and feeling sorry :neutral_face: because in this election, either wins of donald trump, half of the country have demonstrated an abhorrent support to an ignorant, dishonest, vulgar liar, with profile of an autocrat that made fool of themselves!",elections2020,"elections2020 today the whole world is laughing :face_with_tears_of_joy: and feeling sorry :neutral_face: because in this election, either wins of donald trump, half of the country have demonstrated an abhorrent support to an ignorant, dishonest, vulgar liar, with profile of an autocrat that made fool of themselves!",0,1,1.1791030168533325
2241,1,waste of air,elections2020,elections2020 waste of air,0,1,1.5481016635894775
2302,1,do these mofo's really believe that they are the only ones that have guns? i wear a red hat too.,elections2020,elections2020 do these mofo's really believe that they are the only ones that have guns? i wear a red hat too.,0,1,0.9226250648498535
2336,1,posted by q. bernie bros said on fox earlier that q and qanons are white supremacists. what a joke.,blm,blm posted by q. bernie bros said on fox earlier that q and qanons are white supremacists. what a joke.,0,1,1.4028568267822266
2345,1,"according to anonymous avicii did not commit suicide. he was assassinated for having information about the child trafficking network in which donald trump participated, among others, hinting at such information in some of his video clips",blm,"blm according to anonymous avicii did not commit suicide. he was assassinated for having information about the child trafficking network in which donald trump participated, among others, hinting at such information in some of his video clips",0,1,2.1103408336639404
2462,0,november 4th or as soon as the election is called for the obese piece of orange trash will tweet all classified information he has & release certain individuals to spite certain groups or people. #vote #votebidenharristosaveamerica #turntexasblue,elections2020,elections2020 november 4th or as soon as the election is called for the obese piece of orange trash will tweet all classified information he has & release certain individuals to spite certain groups or people. #vote #votebidenharristosaveamerica #turntexasblue,1,0,0.8255342245101929
2477,1,i do not know minneapolis pussy should at least get an honorable mention. that performance was better than anything coming out of chinawood in a decade:face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy:,blm,blm i do not know minneapolis pussy should at least get an honorable mention. that performance was better than anything coming out of chinawood in a decade:face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy:,0,1,1.7159587144851685
2569,1,you :clapping_hands_medium-light_skin_tone: can :clapping_hands_medium-light_skin_tone: still :clapping_hands_medium-light_skin_tone: be :clapping_hands_medium-light_skin_tone: racist :clapping_hands_medium-light_skin_tone: even :clapping_hands_medium-light_skin_tone: if :clapping_hands_medium-light_skin_tone: you :clapping_hands_medium-light_skin_tone: have :clapping_hands_medium-light_skin_tone: friends :clapping_hands_medium-light_skin_tone: of :clapping_hands_medium-light_skin_tone: color :clapping_hands_medium-light_skin_tone::clapping_hands_medium-light_skin_tone::clapping_hands_medium-light_skin_tone::clapping_hands_medium-light_skin_tone: #blacklivesmatter #blm,blm,blm you :clapping_hands_medium-light_skin_tone: can :clapping_hands_medium-light_skin_tone: still :clapping_hands_medium-light_skin_tone: be :clapping_hands_medium-light_skin_tone: racist :clapping_hands_medium-light_skin_tone: even :clapping_hands_medium-light_skin_tone: if :clapping_hands_medium-light_skin_tone: you :clapping_hands_medium-light_skin_tone: have :clapping_hands_medium-light_skin_tone: friends :clapping_hands_medium-light_skin_tone: of :clapping_hands_medium-light_skin_tone: color :clapping_hands_medium-light_skin_tone::clapping_hands_medium-light_skin_tone::clapping_hands_medium-light_skin_tone::clapping_hands_medium-light_skin_tone: #blacklivesmatter #blm,0,1,1.4345531463623047
2599,1,trump admits he is blocking coronavirus oversight because of ‘trump haters’,covid-19,covid-19 trump admits he is blocking coronavirus oversight because of ‘trump haters’,0,1,2.0492472648620605
2752,0,a fucking pastor. a fucking pastor? a fucking pastor?!?!,blm,blm a fucking pastor. a fucking pastor? a fucking pastor?!?!,1,0,0.9477984309196472
2923,0,"veterans choice for me. you coward before him dude. wish you would have showed more restraint when he acted out. showing restraint when heckled is true leadership. trump performed as expected but you, i wish you would have shown more leadership.",elections2020,"elections2020 veterans choice for me. you coward before him dude. wish you would have showed more restraint when he acted out. showing restraint when heckled is true leadership. trump performed as expected but you, i wish you would have shown more leadership.",1,0,0.8192562460899353
3076,1,:rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing: trump team are pathetic losers. trump is a weak coward. #trumpmeltdown,elections2020,elections2020 :rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing: trump team are pathetic losers. trump is a weak coward. #trumpmeltdown,0,1,0.866498589515686
3079,1,"decent #americans - those of us who love our families, our communities, our country - vastly outnumber the q-ball #maga #whitesupremacists. and we are standing by, but not standing back. the nightmare begins to end in 33 days... #presidentialdebate2020 #shutupman #debates",elections2020,"elections2020 decent #americans - those of us who love our families, our communities, our country - vastly outnumber the q-ball #maga #whitesupremacists. and we are standing by, but not standing back. the nightmare begins to end in 33 days... #presidentialdebate2020 #shutupman #debates",0,1,1.29622483253479
3089,1,"your so lost and incompetent, you probably voted for trump.",elections2020,"elections2020 your so lost and incompetent, you probably voted for trump.",0,1,0.724651575088501
3115,1,why do you like touching underage girls though joe,elections2020,elections2020 why do you like touching underage girls though joe,0,1,0.9817155599594116
3138,0,"when i said i could not breathe when my father had me against a wall, i could not fucking breathe. neither could george floyd, clearly.",blm,"blm when i said i could not breathe when my father had me against a wall, i could not fucking breathe. neither could george floyd, clearly.",1,0,0.832274317741394
3187,1,yes luvs! burn burn burn it all! *it all=tr**p,blm,blm yes luvs! burn burn burn it all! *it all=tr**p,0,1,0.9278708100318909
3191,1,lying liberals,elections2020,elections2020 lying liberals,0,1,1.5071815252304077
3204,0,"almost everyone is recovering. its the flu now. only demented, treasonous libs already voting for dementia joe are obsessed with covid. you are in for a shock.",elections2020,"elections2020 almost everyone is recovering. its the flu now. only demented, treasonous libs already voting for dementia joe are obsessed with covid. you are in for a shock.",1,0,1.0787535905838013
3206,1,"get your head out of trump fat behind , smell the fresh air and follow the news, not guiliani",elections2020,"elections2020 get your head out of trump fat behind , smell the fresh air and follow the news, not guiliani",0,1,1.540293574333191
3240,1,"has sold his soul to the chinese commy party and now he wants yours! so if you screwed up and voted for biden, plz go find someone who can cancel your vote out! #votetrump2020",elections2020,"elections2020 has sold his soul to the chinese commy party and now he wants yours! so if you screwed up and voted for biden, plz go find someone who can cancel your vote out! #votetrump2020",0,1,1.8982563018798828
3241,0,the worst who is ever lived. a blatant conman.,elections2020,elections2020 the worst who is ever lived. a blatant conman.,1,0,0.8006094694137573
3261,1,"did not address how he outright called military stupid bastards. never discussed his schooling,or any important bills he created. beau was a serviceman, we want 2 kno about #hunterthedishonorable #dischargeddrugaddiction who got over3million from a russianmayor #whatwasinhisear?",elections2020,"elections2020 did not address how he outright called military stupid bastards. never discussed his schooling,or any important bills he created. beau was a serviceman, we want 2 kno about #hunterthedishonorable #dischargeddrugaddiction who got over3million from a russianmayor #whatwasinhisear?",0,1,0.813672661781311
3274,1,inspiration porn is deadly.,covid-19,covid-19 inspiration porn is deadly.,0,1,1.0490318536758423
3320,1,it is a big f*cking deal but do not worry pence is on it! :flushed_face::flushed_face:,covid-19,covid-19 it is a big f*cking deal but do not worry pence is on it! :flushed_face::flushed_face:,0,1,0.8946333527565002
3324,1,will you just shut up man? seriously. shut up. trump 2020!,elections2020,elections2020 will you just shut up man? seriously. shut up. trump 2020!,0,1,1.2616853713989258
3381,1,coronavirus is fucking up my stocks and i am sick of it.,covid-19,covid-19 coronavirus is fucking up my stocks and i am sick of it.,0,1,0.9895546436309814
3398,0,yes so true because is a greatly racist evil man,elections2020,elections2020 yes so true because is a greatly racist evil man,1,0,0.7918065190315247
3399,1,he called soldiers who fought and died to end the evil that is white supremacy/facism losers and suckers! he said he does not understand why they do it. there is no money in it.,elections2020,elections2020 he called soldiers who fought and died to end the evil that is white supremacy/facism losers and suckers! he said he does not understand why they do it. there is no money in it.,0,1,1.6761846542358398
3433,1,wow.... called the president a clown!? how disrespectful! is the president and you will respect the office! gfy biden... i hope you collapse and expire. :face_with_symbols_on_mouth::face_with_symbols_on_mouth:,elections2020,elections2020 wow.... called the president a clown!? how disrespectful! is the president and you will respect the office! gfy biden... i hope you collapse and expire. :face_with_symbols_on_mouth::face_with_symbols_on_mouth:,0,1,1.9989875555038452
3439,1,because he spent so much wasted time calling it a fucking hoax. all 141k+ deaths are on him. ‘worse before it gets better.’ trump adopts sober tone in return to coronavirus briefings #smartnews,covid-19,covid-19 because he spent so much wasted time calling it a fucking hoax. all 141k+ deaths are on him. ‘worse before it gets better.’ trump adopts sober tone in return to coronavirus briefings #smartnews,0,1,1.3284194469451904
3443,1,my pussy will never be this good.,covid-19,covid-19 my pussy will never be this good.,0,1,0.8542171716690063
3482,1,"listen fool, isis is dessimated and albagdaddy is dead !! the economy was top notch til the china virus i could go on but why bother !!!",elections2020,"elections2020 listen fool, isis is dessimated and albagdaddy is dead !! the economy was top notch til the china virus i could go on but why bother !!!",0,1,0.8517639636993408
3542,1,morally weak how? trump could not even denounce white supremacy and you are worried about antifa and those that act based on the right reasons in the wrong ways. joe said that the violence is wrong but antifa in general is not bad. now the kkk?,elections2020,elections2020 morally weak how? trump could not even denounce white supremacy and you are worried about antifa and those that act based on the right reasons in the wrong ways. joe said that the violence is wrong but antifa in general is not bad. now the kkk?,0,1,1.7220746278762817
3550,1,you will go down in history as the most corrupt crime family in the world!! drop out and hang your head in shame!!,elections2020,elections2020 you will go down in history as the most corrupt crime family in the world!! drop out and hang your head in shame!!,0,1,1.1596771478652954
3571,0,support wrestling! screw coronavirus! #nofansmonday,covid-19,covid-19 support wrestling! screw coronavirus! #nofansmonday,1,0,0.7392951250076294
3575,1,"how is it racist when both white and black people are rioting, absolutely disgusting what happened to george floyd :crying_face: and i would hang the 4 officers involved but you cang let people riot like that , it gets you nowhere :enraged_face::enraged_face:",blm,"blm how is it racist when both white and black people are rioting, absolutely disgusting what happened to george floyd :crying_face: and i would hang the 4 officers involved but you cang let people riot like that , it gets you nowhere :enraged_face::enraged_face:",0,1,0.9810007810592651
3588,1,lmfaooooo cry some more :pleading_face:,elections2020,elections2020 lmfaooooo cry some more :pleading_face:,0,1,1.8824292421340942
3596,0,"cloth face masks do exactly jack shit. the virus travels right through them as though they are not there. they are nothing but virtue signaling. a surgical mask or n95, or why bother?!",covid-19,"covid-19 cloth face masks do exactly jack shit. the virus travels right through them as though they are not there. they are nothing but virtue signaling. a surgical mask or n95, or why bother?!",1,0,0.8609887957572937
3609,1,"hillary's actions potentially brought t:world_map:to war w her ""reckless n treasonous"" deeds :backhand_index_pointing_up: its a good thing both & #putin are alpha lions who understand each other; whereas #stupidbastard a corrupt chupacabra! #lockemup #lockemup #maga2020",elections2020,"elections2020 hillary's actions potentially brought t:world_map:to war w her ""reckless n treasonous"" deeds :backhand_index_pointing_up: its a good thing both & #putin are alpha lions who understand each other; whereas #stupidbastard a corrupt chupacabra! #lockemup #lockemup #maga2020",0,1,0.8184458613395691
3615,1,holy shitballs my bestie here just said the funniest thing i have heard all day about numbnuts. i cannot share it as i would be suspended for sure. i will say it had to do with the coronavirus + orange hitler. she is the best.:woman_tipping_hand:,covid-19,covid-19 holy shitballs my bestie here just said the funniest thing i have heard all day about numbnuts. i cannot share it as i would be suspended for sure. i will say it had to do with the coronavirus + orange hitler. she is the best.:woman_tipping_hand:,0,1,1.0142083168029785
3616,1,"as a democracy, we should all be against fascism, racism and white supremacy. you just do not seem to understand that. you do not deserve to be president of the usa. i look forward to voting for . #shutupman #trumpisaracist #bidenharrislandslide2020",elections2020,"elections2020 as a democracy, we should all be against fascism, racism and white supremacy. you just do not seem to understand that. you do not deserve to be president of the usa. i look forward to voting for . #shutupman #trumpisaracist #bidenharrislandslide2020",0,1,1.7431530952453613
3633,1,darren i am horny,covid-19,covid-19 darren i am horny,0,1,1.0544688701629639
3640,1,nancy’s contribution was more pork to fight the virus:exclamation_question_mark:,covid-19,covid-19 nancy’s contribution was more pork to fight the virus:exclamation_question_mark:,0,1,2.0273818969726562
3651,1,just an idea...#antifaterrorists #antifadomesticterrorists #idea #liberalsareknownforbadideas,elections2020,elections2020 just an idea...#antifaterrorists #antifadomesticterrorists #idea #liberalsareknownforbadideas,0,1,1.8037391901016235
3657,0,that is funny because you and obama left us messed up. we are finally doing goodand you think your crazy ass is getting elected? cheating did not make hillary win and it will not help you either. the economy is being burned down by your crew joe. #antifajoe,elections2020,elections2020 that is funny because you and obama left us messed up. we are finally doing goodand you think your crazy ass is getting elected? cheating did not make hillary win and it will not help you either. the economy is being burned down by your crew joe. #antifajoe,1,0,1.3443048000335693
3661,1,"exactly! this is total bullshit. if trump was not worried that he will lose, he would not be doing all of this shit. he needs to be put in a straight jacket and locked up. #votehimout",elections2020,"elections2020 exactly! this is total bullshit. if trump was not worried that he will lose, he would not be doing all of this shit. he needs to be put in a straight jacket and locked up. #votehimout",0,1,1.2420446872711182
3666,1,muscle gays devout catholics :handshake: missing mass b/c of coronavirus,covid-19,covid-19 muscle gays devout catholics :handshake: missing mass b/c of coronavirus,0,1,1.3732110261917114
3712,1,"it was two against one from the gate and, yet, president trump managed to kick both of their asses! #debates2020 #trump2020landslide #godblesspresidenttrump #trump2020 #maga #kag",elections2020,"elections2020 it was two against one from the gate and, yet, president trump managed to kick both of their asses! #debates2020 #trump2020landslide #godblesspresidenttrump #trump2020 #maga #kag",0,1,1.5247199535369873
3713,0,this woman is a fking disgrace!!! all she has done for 4 years is put this country through chaos...she is the one that shd be removed!,covid-19,covid-19 this woman is a fking disgrace!!! all she has done for 4 years is put this country through chaos...she is the one that shd be removed!,1,0,0.9525637626647949
3733,0,attack on kamala harris by bernies press secretary the bottom of the barrel for bernie sanders everyone in our country believes the covid 19 tests should be no cost to everyone! i am ex sanders supporter from 2016 what the fuck happened to bernie? bernie give it up,covid-19,covid-19 attack on kamala harris by bernies press secretary the bottom of the barrel for bernie sanders everyone in our country believes the covid 19 tests should be no cost to everyone! i am ex sanders supporter from 2016 what the fuck happened to bernie? bernie give it up,1,0,0.8247290849685669
3807,1,you cannot use gods name in anything to do with dems garbage. #demsaredestroyingamerica,elections2020,elections2020 you cannot use gods name in anything to do with dems garbage. #demsaredestroyingamerica,0,1,1.344375729560852
3819,0,you sure did! and you are going to fry over it! just wait & see what is coming for you lyin biden! :face_with_symbols_on_mouth: the swamp will go down!,elections2020,elections2020 you sure did! and you are going to fry over it! just wait & see what is coming for you lyin biden! :face_with_symbols_on_mouth: the swamp will go down!,1,0,0.7749801278114319
3824,1,"biden called president trump a racist, last night. take a look at the real racist in his own words..... #debates2020 #maga #trump2020 #blacksfortrump",elections2020,"elections2020 biden called president trump a racist, last night. take a look at the real racist in his own words..... #debates2020 #maga #trump2020 #blacksfortrump",0,1,2.119980812072754
3850,0,"this dude is absolutely incapable of taking ownership of anything, one of the many of leadership skills he lacks...despicable",covid-19,"covid-19 this dude is absolutely incapable of taking ownership of anything, one of the many of leadership skills he lacks...despicable",1,0,1.1993181705474854
3857,1,"no country treats it is healthcare staff like rodents the way we do in nigeria. we owe them their salaries for months, pay them bullshit in hazard allowance. and now with a virus that has killed their colleagues in asia & europe we want them to work without protection..",covid-19,"covid-19 no country treats it is healthcare staff like rodents the way we do in nigeria. we owe them their salaries for months, pay them bullshit in hazard allowance. and now with a virus that has killed their colleagues in asia & europe we want them to work without protection..",0,1,0.7582393288612366
3888,1,buahahaha you think we believe you give a crap about george floyd’s memory? why do not we change your tweet back to its original: they are in minneapolis and fully prepared: fire at will boys!,blm,blm buahahaha you think we believe you give a crap about george floyd’s memory? why do not we change your tweet back to its original: they are in minneapolis and fully prepared: fire at will boys!,0,1,0.801334023475647
3971,1,blacks and browns saw this a$$hole not condemn racism. this is who.he is.and how he feels,elections2020,elections2020 blacks and browns saw this a$$hole not condemn racism. this is who.he is.and how he feels,0,1,2.004060745239258
4055,1,"my takeaway as a canadian? biden is a gentleman who could be president ... trump is a ""thug""",elections2020,"elections2020 my takeaway as a canadian? biden is a gentleman who could be president ... trump is a ""thug""",0,1,1.0976603031158447
4056,1,"remember the time trump said he did not want his kids to grow up in a, ""racial jungle?"" oh wait a minute that was #racistjoebiden #superpredator",elections2020,"elections2020 remember the time trump said he did not want his kids to grow up in a, ""racial jungle?"" oh wait a minute that was #racistjoebiden #superpredator",0,1,1.3150709867477417
4103,1,you are lying.,elections2020,elections2020 you are lying.,0,1,1.5048587322235107
4114,1,"fringe blacks, antifa and blm are the problem. proof is in nightly riot news video",elections2020,"elections2020 fringe blacks, antifa and blm are the problem. proof is in nightly riot news video",0,1,2.0899198055267334
4130,1,great job last night. you tried your best to be presidential but there was a thug in the ring. #resistersunitedvote:face_with_medical_mask:,elections2020,elections2020 great job last night. you tried your best to be presidential but there was a thug in the ring. #resistersunitedvote:face_with_medical_mask:,0,1,1.8415621519088745
4136,0,"no real games. no hot dogs. no beer. no 7th inning stretch. but i managed to talk baseball all day long anyway. because fuck you, coronavirus.",covid-19,"covid-19 no real games. no hot dogs. no beer. no 7th inning stretch. but i managed to talk baseball all day long anyway. because fuck you, coronavirus.",1,0,1.3848079442977905
4138,0,"pence never believe in science but his own god, what a shame for a guy in charge of the fighting covid -19 in you..s!",covid-19,"covid-19 pence never believe in science but his own god, what a shame for a guy in charge of the fighting covid -19 in you..s!",1,0,1.4226059913635254
4175,1,you are a liar!!! #bidencrimefamilyexposed biden is a threat to national security!! #trump2020 and #votered2020tosaveamerica,elections2020,elections2020 you are a liar!!! #bidencrimefamilyexposed biden is a threat to national security!! #trump2020 and #votered2020tosaveamerica,0,1,0.7738097310066223
4192,0,you are a buffoon,elections2020,elections2020 you are a buffoon,1,0,0.9712448120117188
4218,1,"karen, shut up. trump is the sore loser",elections2020,"elections2020 karen, shut up. trump is the sore loser",0,1,1.112169861793518
4226,0,"we know, that is why a lot of people are getting ready to dump facebook wholesale for being one of the very reasons we are even in this mess to begin with. they are- like twitter itself- the super spreaders of right wing disinformation and lies.",covid-19,"covid-19 we know, that is why a lot of people are getting ready to dump facebook wholesale for being one of the very reasons we are even in this mess to begin with. they are- like twitter itself- the super spreaders of right wing disinformation and lies.",1,0,0.8091444969177246
4233,0,"unless your able to travel into an alternate reality where biden was president instead of trump during covid-19, you will never know how many deaths would have been under biden. nice try using 227k deaths as a political tool, you pathetic twat.",elections2020,"elections2020 unless your able to travel into an alternate reality where biden was president instead of trump during covid-19, you will never know how many deaths would have been under biden. nice try using 227k deaths as a political tool, you pathetic twat.",1,0,1.472328782081604
