instance_id,offensiveness,cleaned_text,cleaned_domain,text_with_domain,predicted_label,true_label,cross_entropy
4768,0,"listen, you goofy little puppet, just because you all have to lie to trump, does not mean you have to lie to us. just quit it already. how many people do you think will have covid19 when they show up, and how many do you think will leave with it?",covid-19,"covid-19 listen, you goofy little puppet, just because you all have to lie to trump, does not mean you have to lie to us. just quit it already. how many people do you think will have covid19 when they show up, and how many do you think will leave with it?",1,0,1.4606176614761353
2985,1,#makeamericasickagain #traitortrump #25thamendment #trumpliesamericansdie #penceprayscovidpreys a vote for trump is a vote for covid.,covid-19,covid-19 #makeamericasickagain #traitortrump #25thamendment #trumpliesamericansdie #penceprayscovidpreys a vote for trump is a vote for covid.,0,1,0.8863283395767212
583,1,"currently immigrants that have itins, pay taxes, and make sure our country works are not getting support from this administration because this admin is racist. our economy would fail without immigrants and they should receive that support back during this pandemic! #covid19",covid-19,"covid-19 currently immigrants that have itins, pay taxes, and make sure our country works are not getting support from this administration because this admin is racist. our economy would fail without immigrants and they should receive that support back during this pandemic! #covid19",0,1,2.540452003479004
601,1,"#covid19 sellout. wow, and you are proud of killing #americans! #traitortrump",covid-19,"covid-19 #covid19 sellout. wow, and you are proud of killing #americans! #traitortrump",0,1,1.5731945037841797
3588,1,lmfaooooo cry some more :pleading_face:,elections2020,elections2020 lmfaooooo cry some more :pleading_face:,0,1,4.293209552764893
355,1,"dear white people, if we are friends and you do not even take a second out of your social media time to make a post about george floyd and use your privilege in our favor we are no longer friends. now is the time to speak up!!!",blm,"blm dear white people, if we are friends and you do not even take a second out of your social media time to make a post about george floyd and use your privilege in our favor we are no longer friends. now is the time to speak up!!!",0,1,3.5043954849243164
4367,1,"no testing strategy, no ""back to school"" strategy, epic failure in #covidー19 response, trump has no interest in saving americans, worst potus ever and enabled by cowardly , why do they hate americans so much that they put greed over country?",covid-19,"covid-19 no testing strategy, no ""back to school"" strategy, epic failure in #covidー19 response, trump has no interest in saving americans, worst potus ever and enabled by cowardly , why do they hate americans so much that they put greed over country?",0,1,0.8537051677703857
7311,1,lol if you vote for this guy you are either an idiot or have no moral compass.,blm,blm lol if you vote for this guy you are either an idiot or have no moral compass.,0,1,1.0177671909332275
9959,0,"he is a lying pos.. he did not know stormy either , and was not friends with epstein and maxwell.",elections2020,"elections2020 he is a lying pos.. he did not know stormy either , and was not friends with epstein and maxwell.",1,0,0.7705720663070679
4295,1,bicth and? what is that going to do now?,blm,blm bicth and? what is that going to do now?,0,1,3.088392734527588
3439,1,because he spent so much wasted time calling it a fucking hoax. all 141k+ deaths are on him. ‘worse before it gets better.’ trump adopts sober tone in return to coronavirus briefings #smartnews,covid-19,covid-19 because he spent so much wasted time calling it a fucking hoax. all 141k+ deaths are on him. ‘worse before it gets better.’ trump adopts sober tone in return to coronavirus briefings #smartnews,0,1,0.7710440158843994
1900,1,you are as corrupt as they come.,elections2020,elections2020 you are as corrupt as they come.,0,1,1.4647700786590576
10615,0,"sociopaths who victimized the innocent thru wanton looting, arson, etc spat on #georgefloyd's memory, harmed the actual poor (see clip of #mimneapolis black elderly lady), & take humanity further from god & nature. bring them 2 justice along w/ a-hole cops. #c2rr #blacklivesmatter",blm,"blm sociopaths who victimized the innocent thru wanton looting, arson, etc spat on #georgefloyd's memory, harmed the actual poor (see clip of #mimneapolis black elderly lady), & take humanity further from god & nature. bring them 2 justice along w/ a-hole cops. #c2rr #blacklivesmatter",1,0,0.9993969202041626
8141,1,"read this my dear ignorant people. they say all lives matter but they are the one who say: muslim are terrorist, black lives do not matter, asian=virus and it is our country not yours to natives #blacklivesmatter #anonymous",blm,"blm read this my dear ignorant people. they say all lives matter but they are the one who say: muslim are terrorist, black lives do not matter, asian=virus and it is our country not yours to natives #blacklivesmatter #anonymous",0,1,1.4629379510879517
5070,1,"keep in mind, meghan mccain's batshit husband is a writer for the federalist.",blm,"blm keep in mind, meghan mccain's batshit husband is a writer for the federalist.",0,1,0.7304286360740662
6069,1,how dare you use such a racist name? kamela.,elections2020,elections2020 how dare you use such a racist name? kamela.,0,1,1.638719916343689
6558,1,"trump has very successfully turned the entire usa into his picture perfect remake vision of atlantic city, nj!! hahahahaha ... congratulations gop!! hahaha lol!",covid-19,"covid-19 trump has very successfully turned the entire usa into his picture perfect remake vision of atlantic city, nj!! hahahahaha ... congratulations gop!! hahaha lol!",0,1,3.6066462993621826
588,1,"go back to your where ever home it is!!!your are a liar, and the only think you have is used the virus that is all you have with we want a open country and the virus will not kill us now and do not have a plan to the virus",elections2020,"elections2020 go back to your where ever home it is!!!your are a liar, and the only think you have is used the virus that is all you have with we want a open country and the virus will not kill us now and do not have a plan to the virus",0,1,1.0982897281646729
2459,0,just cancel the last two debates. nobody in america wants to listen to either of you two clowns again. that was a complete embarassment last night.,elections2020,elections2020 just cancel the last two debates. nobody in america wants to listen to either of you two clowns again. that was a complete embarassment last night.,1,0,1.3295435905456543
852,0,binfuckingo smh,elections2020,elections2020 binfuckingo smh,1,0,1.2638611793518066
9286,0,communist dictator wannabe,elections2020,elections2020 communist dictator wannabe,1,0,0.923344612121582
7462,0,"anyone thinking george floyd was a ""hero"" must be retarded,he got killed and that is very sad and oc he did not deserve to die,but last time i checked heroes do not commit crimes...",blm,"blm anyone thinking george floyd was a ""hero"" must be retarded,he got killed and that is very sad and oc he did not deserve to die,but last time i checked heroes do not commit crimes...",1,0,1.0734055042266846
3723,1,that is bullshit. we are the silent majority. just watch.,elections2020,elections2020 that is bullshit. we are the silent majority. just watch.,0,1,1.0512984991073608
2649,1,"the idea of fat don shitting in terror while cowering in the white house sparks joy. protesters outraged over george floyd’s death march on white house, because lockdown",blm,"blm the idea of fat don shitting in terror while cowering in the white house sparks joy. protesters outraged over george floyd’s death march on white house, because lockdown",0,1,0.922490119934082
9234,0,"that lady's going all skinhead for #blacklivesmatter? no way! that is fake, right?",blm,"blm that lady's going all skinhead for #blacklivesmatter? no way! that is fake, right?",1,0,0.9834133386611938
5444,1,""" you died from the stabbing, but how the heck are you going to suggest that the other 94% of deaths are """"stabs"""" from covid??? flush happen every year, it would have been the same thing. this just has media attention. not to mention fake positive cv tests for federal funding...""",covid-19,"covid-19 "" you died from the stabbing, but how the heck are you going to suggest that the other 94% of deaths are """"stabs"""" from covid??? flush happen every year, it would have been the same thing. this just has media attention. not to mention fake positive cv tests for federal funding...""",0,1,2.2722291946411133
4148,1,pitchfork party! george floyd is strike 3 for the racist american oligarchy via,blm,blm pitchfork party! george floyd is strike 3 for the racist american oligarchy via,0,1,1.2047274112701416
1333,1,"he bases it on not having the first fscking clue and being too damn lazy to research it. there is nothing equivalent between those two treatments,",covid-19,"covid-19 he bases it on not having the first fscking clue and being too damn lazy to research it. there is nothing equivalent between those two treatments,",0,1,1.380932092666626
6051,1,"that is, if you are an intolerant, weak minded, violent, gullible democrat, who is been fed lies upon lies by your corrupt ""leaders""! wake-up!!!",elections2020,"elections2020 that is, if you are an intolerant, weak minded, violent, gullible democrat, who is been fed lies upon lies by your corrupt ""leaders""! wake-up!!!",0,1,1.0801539421081543
6577,1,"this :down_arrow::down_arrow: is how & face the actions of antifa & blm terrorists. they will not admit that they are terrorists and not ""peaceful protesters"". it is just one of many double standards they all have. the media is just as guilty.",elections2020,"elections2020 this :down_arrow::down_arrow: is how & face the actions of antifa & blm terrorists. they will not admit that they are terrorists and not ""peaceful protesters"". it is just one of many double standards they all have. the media is just as guilty.",0,1,3.116549253463745
7060,1,love sucking off married men at the malls while the wife and kids shop :smiling_face_with_horns:,blm,blm love sucking off married men at the malls while the wife and kids shop :smiling_face_with_horns:,0,1,1.341015100479126
10531,1,and where people are being peacefull in wades the thugs from the right . no protestors in sight . the right just wanting violence. that is who represents the right wing now .,blm,blm and where people are being peacefull in wades the thugs from the right . no protestors in sight . the right just wanting violence. that is who represents the right wing now .,0,1,2.288830280303955
2888,1,well we wld rather have the worst president in the world then your mental decline and pushover status! who is your puppet master joe?,elections2020,elections2020 well we wld rather have the worst president in the world then your mental decline and pushover status! who is your puppet master joe?,0,1,0.7113239169120789
3960,0,"dawg said ""viruses come from china like shortstops come from the dominican republic"" :grinning_face_with_sweat::grinning_face_with_sweat::grinning_face_with_sweat::grinning_face_with_sweat: fuck i miss baseball :confused_face:",covid-19,"covid-19 dawg said ""viruses come from china like shortstops come from the dominican republic"" :grinning_face_with_sweat::grinning_face_with_sweat::grinning_face_with_sweat::grinning_face_with_sweat: fuck i miss baseball :confused_face:",1,0,1.7742035388946533
100,1,7 sigma simulation systems.. 7s.. built these cpr dummies..building is now burned down in minneapolis..#georgefloyd #georgefloydhoax,blm,blm 7 sigma simulation systems.. 7s.. built these cpr dummies..building is now burned down in minneapolis..#georgefloyd #georgefloydhoax,0,1,2.4792275428771973
7604,1,yea because you cheated. why would anyone vote for someone who likes to sniff little girls and touch them inappropriately. doing deals with the enemies and covering up scam after scam.,elections2020,elections2020 yea because you cheated. why would anyone vote for someone who likes to sniff little girls and touch them inappropriately. doing deals with the enemies and covering up scam after scam.,0,1,0.9761256575584412
6513,1,now that is racism!!!!!,blm,blm now that is racism!!!!!,0,1,3.3789985179901123
1464,0,end their inept response maybe ! giving up trying to do anything about it probably - zero grasp on reality 100% - how anyone can still have any shred of confidence or trust in these liars is beyond me ! wake up people and vote these clowns out of office.,elections2020,elections2020 end their inept response maybe ! giving up trying to do anything about it probably - zero grasp on reality 100% - how anyone can still have any shred of confidence or trust in these liars is beyond me ! wake up people and vote these clowns out of office.,1,0,0.7856128215789795
1811,1,so inject the virus onto others like the flu shot but masks and social distancing is still a thing gtfo,covid-19,covid-19 so inject the virus onto others like the flu shot but masks and social distancing is still a thing gtfo,0,1,3.1734068393707275
677,0,#covid19 much worse than flu #voteblue 4 decency dump trump cult cowardly gop senators #farmers #education #teaparty #aarp #veterans #metoo #genx #millenials #marchforourlives #1u #maga #independents #indigenous #p2 #latinx #blm #lgbtq,covid-19,covid-19 #covid19 much worse than flu #voteblue 4 decency dump trump cult cowardly gop senators #farmers #education #teaparty #aarp #veterans #metoo #genx #millenials #marchforourlives #1u #maga #independents #indigenous #p2 #latinx #blm #lgbtq,1,0,0.8417508602142334
5464,0,you are just a demagogue! the united states has refused to enter into all climate agreements signed by other countries. usa and europe developed by destroying the environment. what morals do americans and europeans have to accuse brazil of being negligent? you hypocrites!,elections2020,elections2020 you are just a demagogue! the united states has refused to enter into all climate agreements signed by other countries. usa and europe developed by destroying the environment. what morals do americans and europeans have to accuse brazil of being negligent? you hypocrites!,1,0,1.0292799472808838
969,1,another liberal sheep!,elections2020,elections2020 another liberal sheep!,0,1,1.2506157159805298
6373,1,"the goal should be to have a plan to kill covid. but sure, kill the teachers, i see what you did there.",covid-19,"covid-19 the goal should be to have a plan to kill covid. but sure, kill the teachers, i see what you did there.",0,1,2.384822368621826
1267,0,you really are pathetic. our government is complicit in concealing this to the world and you are proud? no wonder #bougainville voted 99.99% for independence.. people like you lead a corrupt & complicit govt. it is no wonder no statement about #blacklivesmatter .. we are complicit,blm,blm you really are pathetic. our government is complicit in concealing this to the world and you are proud? no wonder #bougainville voted 99.99% for independence.. people like you lead a corrupt & complicit govt. it is no wonder no statement about #blacklivesmatter .. we are complicit,1,0,0.8105963468551636
595,0,honestly these guys are morons. have you dealt with your own sars?,blm,blm honestly these guys are morons. have you dealt with your own sars?,1,0,2.1321098804473877
5343,1,white people,blm,blm white people,0,1,2.8387632369995117
7273,1,"""listen up schumer your party better sign the republican senate's bill tonight or there will be a revolution like you never experienced until """"we the people"""" remove you and all your demoncrats from office?""",covid-19,"covid-19 ""listen up schumer your party better sign the republican senate's bill tonight or there will be a revolution like you never experienced until """"we the people"""" remove you and all your demoncrats from office?""",0,1,0.7795013189315796
2877,1,"george floyd was a drug addicted, 9 time felon, who held a gun to a pregnant womans stomach. he is nothing like jesus christ. these people are insane.",blm,"blm george floyd was a drug addicted, 9 time felon, who held a gun to a pregnant womans stomach. he is nothing like jesus christ. these people are insane.",0,1,1.1012365818023682
4844,1,#democratsaredestroyingamerica #blacklivesmatter is a terrorist organization,blm,blm #democratsaredestroyingamerica #blacklivesmatter is a terrorist organization,0,1,1.7489272356033325
2714,1,"personally, i think the bodycam footage shows that they were suffocating a rubber dummy while floyd was hidden from view in the vehicle. the struggle in the vehicle was to substitute george. oh yeah, and they forgot to cuff the dummy.",blm,"blm personally, i think the bodycam footage shows that they were suffocating a rubber dummy while floyd was hidden from view in the vehicle. the struggle in the vehicle was to substitute george. oh yeah, and they forgot to cuff the dummy.",0,1,3.6147170066833496
3053,1,you are a bold faced liar. you will be uncovered.,elections2020,elections2020 you are a bold faced liar. you will be uncovered.,0,1,1.5735312700271606
4850,0,i am playing dragon quest 11 and even though you all got to work on your audio mixing i am about to fuck wit ya :folded_hands_medium-dark_skin_tone::folded_hands_medium-dark_skin_tone:,blm,blm i am playing dragon quest 11 and even though you all got to work on your audio mixing i am about to fuck wit ya :folded_hands_medium-dark_skin_tone::folded_hands_medium-dark_skin_tone:,1,0,2.7112696170806885
6099,1,if she grabs him by his balls he will short-circuit instantly!,elections2020,elections2020 if she grabs him by his balls he will short-circuit instantly!,0,1,0.9577515125274658
1988,1,"yep, that is why i am not voting for you. you do not have everyone is back. you are mean and nasty. you care more about illegals than americans. i need free healthcare too. nope i just get fined.",elections2020,"elections2020 yep, that is why i am not voting for you. you do not have everyone is back. you are mean and nasty. you care more about illegals than americans. i need free healthcare too. nope i just get fined.",0,1,1.0671110153198242
10552,1,she is less black than him and she is calling him white.,blm,blm she is less black than him and she is calling him white.,0,1,2.892223834991455
3712,1,"it was two against one from the gate and, yet, president trump managed to kick both of their asses! #debates2020 #trump2020landslide #godblesspresidenttrump #trump2020 #maga #kag",elections2020,"elections2020 it was two against one from the gate and, yet, president trump managed to kick both of their asses! #debates2020 #trump2020landslide #godblesspresidenttrump #trump2020 #maga #kag",0,1,2.384979724884033
9356,1,"""the entire covid/coronavirus """"pandemic"""" has been a hoax, perpetuated by inflated cdc and hospital numbers, corrupt politicians, and spineless """"journalists"""" and news organizations. watch this :backhand_index_pointing_down: #plandemic""",covid-19,"covid-19 ""the entire covid/coronavirus """"pandemic"""" has been a hoax, perpetuated by inflated cdc and hospital numbers, corrupt politicians, and spineless """"journalists"""" and news organizations. watch this :backhand_index_pointing_down: #plandemic""",0,1,1.5733680725097656
68,1,"with great italian americans like fiorello la guardia in us history, why would anyone want a racist like columbus to be the symbol of a nationality? hell, pick garibaldi who at least supported the anti-slavery movement in the us.",blm,"blm with great italian americans like fiorello la guardia in us history, why would anyone want a racist like columbus to be the symbol of a nationality? hell, pick garibaldi who at least supported the anti-slavery movement in the us.",0,1,2.6566085815429688
6678,1,yet dims want to abolish the death penalty. and kill babies after months of being alive???,elections2020,elections2020 yet dims want to abolish the death penalty. and kill babies after months of being alive???,0,1,1.3715564012527466
2218,1,civil war 2 is beginning. these chaz extremists hate america. this has nothing to do with george floyd.,blm,blm civil war 2 is beginning. these chaz extremists hate america. this has nothing to do with george floyd.,0,1,1.396107792854309
8563,1,exactly kamala harris is a nefarious charlatan whom you absolutely cannot trust,elections2020,elections2020 exactly kamala harris is a nefarious charlatan whom you absolutely cannot trust,0,1,3.1409366130828857
5149,1,just think what would happen if the coronavirus hits san francisco and all the homeless and crap on sidewalks.,covid-19,covid-19 just think what would happen if the coronavirus hits san francisco and all the homeless and crap on sidewalks.,0,1,1.2501453161239624
10561,1,its so ugly where is its eyebrows,elections2020,elections2020 its so ugly where is its eyebrows,0,1,2.3667399883270264
366,1,racist supporting a racist.,elections2020,elections2020 racist supporting a racist.,0,1,2.335718870162964
3912,1,i am sorry the coronavirus did not kill you you are absolutely useless,covid-19,covid-19 i am sorry the coronavirus did not kill you you are absolutely useless,0,1,1.130598545074463
10564,1,"what is astounding to me, is that he actually seems to think that if the test does not happen then the illness does not exist. like really only exists after the test comes back positive. just an astronomical level of stupidity.",covid-19,"covid-19 what is astounding to me, is that he actually seems to think that if the test does not happen then the illness does not exist. like really only exists after the test comes back positive. just an astronomical level of stupidity.",0,1,2.222935914993286
8245,1,these karen’s do not know their boys are doing lines of coke in a frat bathroom and drugging women to take advantage of them but,blm,blm these karen’s do not know their boys are doing lines of coke in a frat bathroom and drugging women to take advantage of them but,0,1,0.8428643941879272
6141,1,de blasio is almost incomprehensibly terrible,covid-19,covid-19 de blasio is almost incomprehensibly terrible,0,1,3.7952840328216553
8682,1,protect yourselves: do not listen to sociopaths! #wearadamnmask #covid19,covid-19,covid-19 protect yourselves: do not listen to sociopaths! #wearadamnmask #covid19,0,1,1.726548671722412
2373,1,"all police departments should be demilitarized and defunded. if they want an mrap or automatic weapons, they should have a fucking bake sale. #blacklivesmatter #abolishthepolice #defundpolice",blm,"blm all police departments should be demilitarized and defunded. if they want an mrap or automatic weapons, they should have a fucking bake sale. #blacklivesmatter #abolishthepolice #defundpolice",0,1,0.8896752595901489
5370,1,yooo wtf:loudly_crying_face::skull: do people actually do this???,covid-19,covid-19 yooo wtf:loudly_crying_face::skull: do people actually do this???,0,1,0.8714191317558289
2814,1,paul is a disgrace.,blm,blm paul is a disgrace.,0,1,1.542427659034729
2772,0,joe is a fracking liar :lying_face: :backhand_index_pointing_down::backhand_index_pointing_down::backhand_index_pointing_down:,elections2020,elections2020 joe is a fracking liar :lying_face: :backhand_index_pointing_down::backhand_index_pointing_down::backhand_index_pointing_down:,1,0,2.6640961170196533
7,1,trump is in favor of what happened in texas against biden. the republican party as you knew it is gone. anyone who voted for trump can now be considered a domestic terrorist!,elections2020,elections2020 trump is in favor of what happened in texas against biden. the republican party as you knew it is gone. anyone who voted for trump can now be considered a domestic terrorist!,0,1,1.7276781797409058
6704,0,"my art got started by doing requests on the /trash/ boards of 4chan 4chan is not an excuse for being a shitty person. some people use it as an opportunity to be anonymous and toxic, and that is wrong, but using it as an excuse for your shitty behaviour and racism is just stupid",blm,"blm my art got started by doing requests on the /trash/ boards of 4chan 4chan is not an excuse for being a shitty person. some people use it as an opportunity to be anonymous and toxic, and that is wrong, but using it as an excuse for your shitty behaviour and racism is just stupid",1,0,0.8580461740493774
4491,1,so . . . you are on track to kill another black man with covid?,covid-19,covid-19 so . . . you are on track to kill another black man with covid?,0,1,2.3485376834869385
5554,0,"mr.gaga,1st of all i am middle america & i do not truck is an f-150 & 2 wheel srive.i would not drink a beer qoth a former ""dude"" that had an appendage removed to be a would not be a good thing for you to be inthe woods with a",elections2020,"elections2020 mr.gaga,1st of all i am middle america & i do not truck is an f-150 & 2 wheel srive.i would not drink a beer qoth a former ""dude"" that had an appendage removed to be a would not be a good thing for you to be inthe woods with a",1,0,0.9348834753036499
8629,1,"""""""democrats defy science and world health organization and increase covid lockdown, pure hypocrisy"""" tim pool",covid-19,"covid-19 """"""democrats defy science and world health organization and increase covid lockdown, pure hypocrisy"""" tim pool",0,1,4.146096706390381
2664,1,wow dude...that is fucking awesome! +follow and fan for live #blacklivesmatter,blm,blm wow dude...that is fucking awesome! +follow and fan for live #blacklivesmatter,0,1,3.6024858951568604
2367,0,anonymous is so goddamned cringe,blm,blm anonymous is so goddamned cringe,1,0,1.4409427642822266
3017,1,"trump could have pardoned flynn, but this is so much, more wrong on many levels! our own legal system rolled over for a fascist president! trump wants us to see how he broke it right before our eyes, & he hopes this distracts us from #covid19!",covid-19,"covid-19 trump could have pardoned flynn, but this is so much, more wrong on many levels! our own legal system rolled over for a fascist president! trump wants us to see how he broke it right before our eyes, & he hopes this distracts us from #covid19!",0,1,1.5385406017303467
9277,1,the sad thing is a guy died due to blatant police brutality and pretty much everyone was in agreement. then some shitheads with unrelated political and/or criminal motivations turned a local protest into nationwide riots. #georgefloyd,blm,blm the sad thing is a guy died due to blatant police brutality and pretty much everyone was in agreement. then some shitheads with unrelated political and/or criminal motivations turned a local protest into nationwide riots. #georgefloyd,0,1,0.8527358770370483
5812,0,what happen to covid nobody knows shit are not makin sense,covid-19,covid-19 what happen to covid nobody knows shit are not makin sense,1,0,2.1287267208099365
9090,0,oh you spittin right now,blm,blm oh you spittin right now,1,0,1.2230052947998047
4485,1,red neck :angry_face_with_horns::angry_face_with_horns::angry_face_with_horns::angry_face_with_horns::angry_face_with_horns::angry_face_with_horns::angry_face_with_horns::angry_face_with_horns:,elections2020,elections2020 red neck :angry_face_with_horns::angry_face_with_horns::angry_face_with_horns::angry_face_with_horns::angry_face_with_horns::angry_face_with_horns::angry_face_with_horns::angry_face_with_horns:,0,1,2.2600951194763184
7837,0,the clown in the wh right now reaped the financial benefits of the obama administration until he spent the month of feb 2020 lying about the severity of the covid-19 pandemic.,covid-19,covid-19 the clown in the wh right now reaped the financial benefits of the obama administration until he spent the month of feb 2020 lying about the severity of the covid-19 pandemic.,1,0,0.8010569214820862
6383,1,navarro is a complete trump paid liar even when the true facts are on video or tape staring him in the face.....#violenttrump top white house aide's interview goes haywire over trump coronavirus remarks via,covid-19,covid-19 navarro is a complete trump paid liar even when the true facts are on video or tape staring him in the face.....#violenttrump top white house aide's interview goes haywire over trump coronavirus remarks via,0,1,1.9297996759414673
9761,0,its about intelligent people not wanting to get covid and voting by mail and dumb people listening to you and ignoring the virus and showing up in person to vote.,covid-19,covid-19 its about intelligent people not wanting to get covid and voting by mail and dumb people listening to you and ignoring the virus and showing up in person to vote.,1,0,0.965981125831604
438,1,it was racist and unkind and pointing his ugly finger:face_with_medical_mask::face_with_medical_mask::face_with_medical_mask:,covid-19,covid-19 it was racist and unkind and pointing his ugly finger:face_with_medical_mask::face_with_medical_mask::face_with_medical_mask:,0,1,0.7123570442199707
5292,1,will not vote for incest family nor a dad who uses his son as his bagman!,elections2020,elections2020 will not vote for incest family nor a dad who uses his son as his bagman!,0,1,1.6200004816055298
1949,1,fake catholics!,elections2020,elections2020 fake catholics!,0,1,3.441287040710449
8074,0,heard earlier today the moron kneeling was fired by fedex... george floyd protests: brothers who re-enacted death suspended from jobs,blm,blm heard earlier today the moron kneeling was fired by fedex... george floyd protests: brothers who re-enacted death suspended from jobs,1,0,2.2977094650268555
8906,1,"matt hancock ignores his own pub curfew and makes horrible jokes about it. what sort of mug would keep following his instructions? truly, you would have to be a complete fool. #resist #lockdown #oneruleforthem #covid19",covid-19,"covid-19 matt hancock ignores his own pub curfew and makes horrible jokes about it. what sort of mug would keep following his instructions? truly, you would have to be a complete fool. #resist #lockdown #oneruleforthem #covid19",0,1,0.9725244045257568
6441,1,dude you are not lucid you stay in your basement -- cannot run a country like that,elections2020,elections2020 dude you are not lucid you stay in your basement -- cannot run a country like that,0,1,1.0960578918457031
7941,1,"so you want to punish wealth? wealth did not just happen. people worked for it and earned it. then instead of just buying expensive shit, they reinvested it to create more wealth for others by creating jobs. why is that bad?",elections2020,"elections2020 so you want to punish wealth? wealth did not just happen. people worked for it and earned it. then instead of just buying expensive shit, they reinvested it to create more wealth for others by creating jobs. why is that bad?",0,1,2.0953001976013184
1957,1,people are buying toilet paper so that if they are forced to shelter in place they do not have to go out of their homes and exposed themselves to a possible coronavirus infection just so they can wipe their ass. buying 16 packs of eight rolls apiece is hording or looking to sell,covid-19,covid-19 people are buying toilet paper so that if they are forced to shelter in place they do not have to go out of their homes and exposed themselves to a possible coronavirus infection just so they can wipe their ass. buying 16 packs of eight rolls apiece is hording or looking to sell,0,1,1.9723118543624878
4560,1,"eh she should not be proud of that, it was pathetic. the syringe should be full of covid-19 duh.",covid-19,"covid-19 eh she should not be proud of that, it was pathetic. the syringe should be full of covid-19 duh.",0,1,1.2502566576004028
4554,0,fucking #michigan cops :angry_face: arrested a black man...for doing his job...via amazon delivery #blm #policebrutality #georgefloydprotests,blm,blm fucking #michigan cops :angry_face: arrested a black man...for doing his job...via amazon delivery #blm #policebrutality #georgefloydprotests,1,0,1.4300369024276733
