instance_id,offensiveness,cleaned_text,cleaned_domain,text_with_domain,predicted_label,true_label,cross_entropy
174,1,"we are no longer mailing our ballots. hand deliver! hand deliver! hand deliver! do it today, as there are freezing storms on the way and we do not want democrats to get sick! leave the lines for the ignorant bigots how will be in line on election day!",elections2020,"elections2020 we are no longer mailing our ballots. hand deliver! hand deliver! hand deliver! do it today, as there are freezing storms on the way and we do not want democrats to get sick! leave the lines for the ignorant bigots how will be in line on election day!",0,1,1.3049845695495605
177,1,things that make you go :thinking_face::thinking_face::thinking_face::thinking_face::thinking_face::thinking_face: russia? biden? libtards where is your outrage ?!,elections2020,elections2020 things that make you go :thinking_face::thinking_face::thinking_face::thinking_face::thinking_face::thinking_face: russia? biden? libtards where is your outrage ?!,0,1,1.0015546083450317
181,1,they should just call this chapter in the history books the price of white supremacy and have it just be the number of covid-19 deaths.,covid-19,covid-19 they should just call this chapter in the history books the price of white supremacy and have it just be the number of covid-19 deaths.,0,1,2.5451242923736572
185,1,"saying you are white and grew up with a mostly non white population and know what racism is like is not helpful and insulting to poc. #dearwhitepeople yes, you can experience discrimination but you have not been marginalized by systemic racism. sit down & listen! #blacklivesmatter",blm,"blm saying you are white and grew up with a mostly non white population and know what racism is like is not helpful and insulting to poc. #dearwhitepeople yes, you can experience discrimination but you have not been marginalized by systemic racism. sit down & listen! #blacklivesmatter",0,1,3.140401601791382
226,0,"i am not convinced of anything and have no faith. before covid all we heard were indictments were coming. well where did they go? barr let us mccabe off,comey still walking free,strzok free and some still on payroll. now the wiped cell phones. fbi above the law. this is shit show.",covid-19,"covid-19 i am not convinced of anything and have no faith. before covid all we heard were indictments were coming. well where did they go? barr let us mccabe off,comey still walking free,strzok free and some still on payroll. now the wiped cell phones. fbi above the law. this is shit show.",1,0,1.0538215637207031
228,1,this is why so many people think germans are the worst tourist.,covid-19,covid-19 this is why so many people think germans are the worst tourist.,0,1,1.4425184726715088
231,1,disgraceful performance by depends wearing joe biden.,elections2020,elections2020 disgraceful performance by depends wearing joe biden.,0,1,2.6504533290863037
248,1,"""do not be afraid of covid. do not let it dominate your life."" the freaking president of the united states. #trumpcovidhoax #trumplied200kdied",covid-19,"covid-19 ""do not be afraid of covid. do not let it dominate your life."" the freaking president of the united states. #trumpcovidhoax #trumplied200kdied",0,1,1.3713016510009766
251,1,"i am really trying to dial down on my tweets about disliking but when he talks about injections of disinfectant, its kind of hard to ignore that much stupidity #imtrying #hemakesittoeasy",covid-19,"covid-19 i am really trying to dial down on my tweets about disliking but when he talks about injections of disinfectant, its kind of hard to ignore that much stupidity #imtrying #hemakesittoeasy",0,1,2.538691282272339
278,1,to reduce it to just george floyd and use the terms you do really just show that you are a horrible person with no empathy and regard for other human beings in different positions than yourself. i really do hope you tend to the hate in your heart it will eat you up :smiling_face_with_hearts::smiling_face_with_hearts::smiling_face_with_hearts:,blm,blm to reduce it to just george floyd and use the terms you do really just show that you are a horrible person with no empathy and regard for other human beings in different positions than yourself. i really do hope you tend to the hate in your heart it will eat you up :smiling_face_with_hearts::smiling_face_with_hearts::smiling_face_with_hearts:,0,1,2.7541308403015137
305,1,the #blacklivesmatter movement is a terrorist movement because it uses the threat of violence to get what it wants. it is just a highly disorganized and spontaneous terrorist movement. disorganized violence is still violence.,blm,blm the #blacklivesmatter movement is a terrorist movement because it uses the threat of violence to get what it wants. it is just a highly disorganized and spontaneous terrorist movement. disorganized violence is still violence.,0,1,2.3093185424804688
322,0,lol who is the racist?,elections2020,elections2020 lol who is the racist?,1,0,1.9440017938613892
328,1,we will not survive 2 more years of gov desantis; he is really out here tryna kill people; how do you justify this?:,covid-19,covid-19 we will not survive 2 more years of gov desantis; he is really out here tryna kill people; how do you justify this?:,0,1,2.708401918411255
345,0,this is bullshit. do not fall for this. the test are largely inaccurate. they do not test for covid19 specifically. you can test positive for months. the common cold is a corona virus. if you do not have any symptoms it means your immune.,covid-19,covid-19 this is bullshit. do not fall for this. the test are largely inaccurate. they do not test for covid19 specifically. you can test positive for months. the common cold is a corona virus. if you do not have any symptoms it means your immune.,1,0,1.240083932876587
355,1,"dear white people, if we are friends and you do not even take a second out of your social media time to make a post about george floyd and use your privilege in our favor we are no longer friends. now is the time to speak up!!!",blm,"blm dear white people, if we are friends and you do not even take a second out of your social media time to make a post about george floyd and use your privilege in our favor we are no longer friends. now is the time to speak up!!!",0,1,2.799638032913208
363,1,and you thought nazi germany was bad.,covid-19,covid-19 and you thought nazi germany was bad.,0,1,1.2314836978912354
387,1,instead of sweating over a statue or statues and how it did not offend with 100% pc until 2020. focus on the damage you and walz co. caused by doing nothing except give excuses for the thugs as minneapolis burned.,blm,blm instead of sweating over a statue or statues and how it did not offend with 100% pc until 2020. focus on the damage you and walz co. caused by doing nothing except give excuses for the thugs as minneapolis burned.,0,1,2.8393685817718506
472,1,"let us keep it simpler: trump & pence=honest & good hearts & god fearing, (luke 8:15,kjv; malachi 3:16-17).biden/harris= cursed, lying, deceiving, evil hypocrites, with corrupt hearts, who do not truly fear god,(matthew15:7-8, 23:27-28, 25:41; john 8:44; psalm 36:1; proverbs 1:29)",elections2020,"elections2020 let us keep it simpler: trump & pence=honest & good hearts & god fearing, (luke 8:15,kjv; malachi 3:16-17).biden/harris= cursed, lying, deceiving, evil hypocrites, with corrupt hearts, who do not truly fear god,(matthew15:7-8, 23:27-28, 25:41; john 8:44; psalm 36:1; proverbs 1:29)",0,1,1.6647933721542358
508,1,george floyd had chinese virus. there is nothing democrats will not drag his name through be dragged through.,blm,blm george floyd had chinese virus. there is nothing democrats will not drag his name through be dragged through.,0,1,2.837002754211426
513,1,yet advocate killing babies at 9 months gestation.,elections2020,elections2020 yet advocate killing babies at 9 months gestation.,0,1,2.9308788776397705
534,1,this is just the navajo nation....not all native american tribes throughout the us. these numbers are horrendous and it is all on #presidenttestingisoverrated and his racist presidency! #racismmustdieforminoritiestolivefree we must #oustmrunstableunfitandunable,covid-19,covid-19 this is just the navajo nation....not all native american tribes throughout the us. these numbers are horrendous and it is all on #presidenttestingisoverrated and his racist presidency! #racismmustdieforminoritiestolivefree we must #oustmrunstableunfitandunable,0,1,1.542452096939087
554,0,what a good doggo.,covid-19,covid-19 what a good doggo.,1,0,1.124550223350525
555,1,treason by traitors,elections2020,elections2020 treason by traitors,0,1,1.0919970273971558
570,0,all lies....these are anarchists looking for a fight....antifa...& immature soy boy man-bun wearing brats....who just want to start trouble & who will be destroying minority communities just because....it has nothing to do with george floyd. but you already know this...,blm,blm all lies....these are anarchists looking for a fight....antifa...& immature soy boy man-bun wearing brats....who just want to start trouble & who will be destroying minority communities just because....it has nothing to do with george floyd. but you already know this...,1,0,1.189842700958252
588,1,"go back to your where ever home it is!!!your are a liar, and the only think you have is used the virus that is all you have with we want a open country and the virus will not kill us now and do not have a plan to the virus",elections2020,"elections2020 go back to your where ever home it is!!!your are a liar, and the only think you have is used the virus that is all you have with we want a open country and the virus will not kill us now and do not have a plan to the virus",0,1,0.7880164980888367
595,0,honestly these guys are morons. have you dealt with your own sars?,blm,blm honestly these guys are morons. have you dealt with your own sars?,1,0,1.776970624923706
621,0,"screw mattis. if you need to hear it from a military commander, listen to one who still serves and dares to stand up when it counts. respect, general brown!",blm,"blm screw mattis. if you need to hear it from a military commander, listen to one who still serves and dares to stand up when it counts. respect, general brown!",1,0,1.153083086013794
648,1,hahahahah look who is talking about siding with terrorist groups. the one defending pb and white supremacy. i bet you will defend don jr for being a russian traitor too.,elections2020,elections2020 hahahahah look who is talking about siding with terrorist groups. the one defending pb and white supremacy. i bet you will defend don jr for being a russian traitor too.,0,1,1.3939125537872314
670,1,"must fire 4 praising the violent fascistic actions of #cultoftrump #brown:necktie:s attacking campaign bus & trying 2 run it off the road. that is criminal behavior, full:stop_sign:! #firejeaninepirro #votebidenharristosaveamerica",elections2020,"elections2020 must fire 4 praising the violent fascistic actions of #cultoftrump #brown:necktie:s attacking campaign bus & trying 2 run it off the road. that is criminal behavior, full:stop_sign:! #firejeaninepirro #votebidenharristosaveamerica",0,1,1.156252384185791
686,1,"the media and frequently insist to routinely and publicly denounce white supremacy while democrats get a pass to willfully protect, promote, and fund the left wing terrorist groups antifa and blm who are actually actively destroying black neighborhoods",elections2020,"elections2020 the media and frequently insist to routinely and publicly denounce white supremacy while democrats get a pass to willfully protect, promote, and fund the left wing terrorist groups antifa and blm who are actually actively destroying black neighborhoods",0,1,2.3507440090179443
698,0,"no audit every vote, ya cheater.",elections2020,"elections2020 no audit every vote, ya cheater.",1,0,2.9504969120025635
703,1,cops claim a monopoly on self defense!!! cops perform cpr on a looter/ rioter shot by shop owner while robbing his store then arrest the shop owner charging him with murder.. wtf cops did bother with cpr on george floyd!,blm,blm cops claim a monopoly on self defense!!! cops perform cpr on a looter/ rioter shot by shop owner while robbing his store then arrest the shop owner charging him with murder.. wtf cops did bother with cpr on george floyd!,0,1,2.9035327434539795
735,1,holy shit!! did anonymous antifa do this?!!,blm,blm holy shit!! did anonymous antifa do this?!!,0,1,1.1062524318695068
766,1,stupid people die - it is on my bumper sticker.,covid-19,covid-19 stupid people die - it is on my bumper sticker.,0,1,1.4536904096603394
830,0,fascists!,elections2020,elections2020 fascists!,1,0,0.8885376453399658
853,0,bullshit. bot.,elections2020,elections2020 bullshit. bot.,1,0,2.9313018321990967
878,0,"he was terrible. an embarrassment. instead of doing his job, chris wallace coddled vicious liar and debated #fail",elections2020,"elections2020 he was terrible. an embarrassment. instead of doing his job, chris wallace coddled vicious liar and debated #fail",1,0,0.8597342371940613
903,0,"that six feet rule is bullshit anyway, droplets can travel up to eight meters (23 to 27 feet)",covid-19,"covid-19 that six feet rule is bullshit anyway, droplets can travel up to eight meters (23 to 27 feet)",1,0,1.119127869606018
907,1,this is why blacks in the hood do not like cameras by the way. cameras are a thing that awfls and other people in the suburbs want because they genuinely believe blacks are targeted.,blm,blm this is why blacks in the hood do not like cameras by the way. cameras are a thing that awfls and other people in the suburbs want because they genuinely believe blacks are targeted.,0,1,2.349771022796631
915,0,"shut up you clown. he is done more in 47 months than you have in 47 years...i am sure it is difficult for you, but remember that :thumbs_up_medium-light_skin_tone:",elections2020,"elections2020 shut up you clown. he is done more in 47 months than you have in 47 years...i am sure it is difficult for you, but remember that :thumbs_up_medium-light_skin_tone:",1,0,1.400026559829712
921,0,"quick question for you, how can you call something non presidential, but you call someone a clown and tell them to shut up infant of millions. #trumpmeltdown #joewired #trumpisaracist",elections2020,"elections2020 quick question for you, how can you call something non presidential, but you call someone a clown and tell them to shut up infant of millions. #trumpmeltdown #joewired #trumpisaracist",1,0,1.1936485767364502
926,1,it really surprises me that #anonymous has not already hacked all the police departments and got the home addresses of all the policemen. the police would shit on themselves if protesters got their home addresses. #georgefloyd #blacklivesmatter #anon #minneapolis,blm,blm it really surprises me that #anonymous has not already hacked all the police departments and got the home addresses of all the policemen. the police would shit on themselves if protesters got their home addresses. #georgefloyd #blacklivesmatter #anon #minneapolis,0,1,3.0217902660369873
937,0,psychopath knew chris wallace was not fact checking so trump went full lying psycho. trump displayed the worse disrespect of humanity let alone if the presidency. he showed why america needs to get back to normal.,elections2020,elections2020 psychopath knew chris wallace was not fact checking so trump went full lying psycho. trump displayed the worse disrespect of humanity let alone if the presidency. he showed why america needs to get back to normal.,1,0,1.6973892450332642
986,1,our worst president is overmatched by our biggest test,covid-19,covid-19 our worst president is overmatched by our biggest test,0,1,2.5610249042510986
998,1,in my city yesterday someone who looks like me was murdered and that is terrifying. the police are a legalized gang just like the kkk is a legal terror group. amerikkka needs to change!!! #blacklivesmatter,blm,blm in my city yesterday someone who looks like me was murdered and that is terrifying. the police are a legalized gang just like the kkk is a legal terror group. amerikkka needs to change!!! #blacklivesmatter,0,1,3.103501319885254
1010,0,or the 5g conspiracy crazies,blm,blm or the 5g conspiracy crazies,1,0,0.8118243217468262
1027,1,these are people that do not believe that face masks work or that covid even exists but are too chickenshit to possibly get fined for not having a mask.,covid-19,covid-19 these are people that do not believe that face masks work or that covid even exists but are too chickenshit to possibly get fined for not having a mask.,0,1,1.1018058061599731
1052,0,all i hear is your lips flapping nonsense.,elections2020,elections2020 all i hear is your lips flapping nonsense.,1,0,1.7487174272537231
1078,0,holy shit...,elections2020,elections2020 holy shit...,1,0,1.9727187156677246
1109,1,black twitter please take care of this as soon as possible. this white kid thought it was real cute to joke about h*nging black people. #goodbyescholarships #blacktwitter #blacklivesmatter #kpop,blm,blm black twitter please take care of this as soon as possible. this white kid thought it was real cute to joke about h*nging black people. #goodbyescholarships #blacktwitter #blacklivesmatter #kpop,0,1,1.5005030632019043
1122,1,anyone with eyes and ears who votes for is truly deranged. they are so filled with visceral hate for trump that they have turned off their ability to think.,elections2020,elections2020 anyone with eyes and ears who votes for is truly deranged. they are so filled with visceral hate for trump that they have turned off their ability to think.,0,1,0.8217324018478394
1135,1,"j i could really spazz an break it down for you but i am about to say this keep digging. you bout to find out some shit that is going to flip ya world. also go over the film of george floyd was he is being killed. look for details an you going to leave that film say ""yo wtf"" i promise you",blm,"blm j i could really spazz an break it down for you but i am about to say this keep digging. you bout to find out some shit that is going to flip ya world. also go over the film of george floyd was he is being killed. look for details an you going to leave that film say ""yo wtf"" i promise you",0,1,0.7388927340507507
1144,0,i do not know how there is so many morons on earth,elections2020,elections2020 i do not know how there is so many morons on earth,1,0,1.296633243560791
1148,1,"omg they bring out the ""magic"" obama like he can save you ????? f%^k no joe !!!!! the trump is rolling and there is no stopping it !!!!",elections2020,"elections2020 omg they bring out the ""magic"" obama like he can save you ????? f%^k no joe !!!!! the trump is rolling and there is no stopping it !!!!",0,1,1.8148763179779053
1160,1,this is the type of movies i want to see in the upcoming year. i do not want to hear shit about a covid inspired anything!,covid-19,covid-19 this is the type of movies i want to see in the upcoming year. i do not want to hear shit about a covid inspired anything!,0,1,1.1167635917663574
1167,0,the idea that the presidency is a meritocracy and not a stupid popularity contest is beyond funny. (and he coincidentally cut the irs so they could not perform audits on his buddies). trump’s policies are trash and work about as well as hydroxychloriquine does in fighting covid.,covid-19,covid-19 the idea that the presidency is a meritocracy and not a stupid popularity contest is beyond funny. (and he coincidentally cut the irs so they could not perform audits on his buddies). trump’s policies are trash and work about as well as hydroxychloriquine does in fighting covid.,1,0,0.9884271621704102
1175,1,"""...barr is spewing out lies and moronic stupidity... to shelter the criminal trump regime but especially his führer trump."" not hyperbolic truth 2 say trump family lied their way into wealth. start'g w/trump's grandparents & continu'g unabated w/each generation. #protests2020",blm,"blm ""...barr is spewing out lies and moronic stupidity... to shelter the criminal trump regime but especially his führer trump."" not hyperbolic truth 2 say trump family lied their way into wealth. start'g w/trump's grandparents & continu'g unabated w/each generation. #protests2020",0,1,1.6707322597503662
1179,1,in-freaking-deed ... the wild cards are republican cheating and putin's hordes #vote #voteearly #vote2020 #votebluedowntheballot #bidenharristosaveamerica #vetsresistsquadron #maga #democrats #donotbelievepolls #donotbelievemedia without fact checking... rt,elections2020,elections2020 in-freaking-deed ... the wild cards are republican cheating and putin's hordes #vote #voteearly #vote2020 #votebluedowntheballot #bidenharristosaveamerica #vetsresistsquadron #maga #democrats #donotbelievepolls #donotbelievemedia without fact checking... rt,0,1,0.7286571860313416
1204,1,wish covid could catch you,covid-19,covid-19 wish covid could catch you,0,1,2.490273952484131
1214,1,"it is goddam chaos... president death. 140,000 human beings, precious lives lost... in amerikkka....",covid-19,"covid-19 it is goddam chaos... president death. 140,000 human beings, precious lives lost... in amerikkka....",0,1,1.8310664892196655
1228,1,boom. #bidenharris2020 #traitortrump #veteransagainsttrump #trumphatesourmilitary #covid19 #fridaymotivation,covid-19,covid-19 boom. #bidenharris2020 #traitortrump #veteransagainsttrump #trumphatesourmilitary #covid19 #fridaymotivation,0,1,2.8022987842559814
1230,1,you are delusional! hahah,elections2020,elections2020 you are delusional! hahah,0,1,1.0386782884597778
1237,0,spot on. king nige probably hates the dippers too. void the league,covid-19,covid-19 spot on. king nige probably hates the dippers too. void the league,1,0,0.9485162496566772
1248,0,kissing ass again he was totally on biden side never interrupted by he interrupted trump on the time going to make you some more but,elections2020,elections2020 kissing ass again he was totally on biden side never interrupted by he interrupted trump on the time going to make you some more but,1,0,2.2464263439178467
1251,1,joe biden is a gd disaster. back to the basement now with joe. #youaintblack,blm,blm joe biden is a gd disaster. back to the basement now with joe. #youaintblack,0,1,1.9159799814224243
1257,1,you have been a crime family for 30 years! you have the character of a mob boss! bye bye joe...,elections2020,elections2020 you have been a crime family for 30 years! you have the character of a mob boss! bye bye joe...,0,1,1.1217931509017944
1270,1,"just like your lies joe we, the american people have been lied to about the numbers of cases... but guess what just like your lies are being exposed daily so are the true numbers...",covid-19,"covid-19 just like your lies joe we, the american people have been lied to about the numbers of cases... but guess what just like your lies are being exposed daily so are the true numbers...",0,1,2.0546746253967285
1279,0,trump bout to lose and i owe the homie $100 fuck you and i am back to gambling on sports,elections2020,elections2020 trump bout to lose and i owe the homie $100 fuck you and i am back to gambling on sports,1,0,3.167273759841919
1293,0,"this vicious racist attack on fmr first lady michelle obama is disgusting. jon miller is a racist, tell everyone. #elections2020 #bidenharris2020 #blm #blacklivesmatter",elections2020,"elections2020 this vicious racist attack on fmr first lady michelle obama is disgusting. jon miller is a racist, tell everyone. #elections2020 #bidenharris2020 #blm #blacklivesmatter",1,0,0.7316858172416687
1305,1,"i think it should be legal to assassinate him for this. not that anyone should do it, but if they were to do so i do not think it should be considered a crime.",covid-19,"covid-19 i think it should be legal to assassinate him for this. not that anyone should do it, but if they were to do so i do not think it should be considered a crime.",0,1,2.8964242935180664
1307,1,"and i am not one to take this lightly or think it should apply everywhere but some police depts are so fucked up that the only way to fix it is to start with something new, clean and for the people. #blacklivesmatter #defundthepolice",blm,"blm and i am not one to take this lightly or think it should apply everywhere but some police depts are so fucked up that the only way to fix it is to start with something new, clean and for the people. #blacklivesmatter #defundthepolice",0,1,2.38456130027771
1311,1,i want the truth and the whole truth. people must use their minds & not their emotions like godless socialist dems tell them 2 do so they can enslave us & rule over us as dictators taking r lives/r money & r children. my opinion.,blm,blm i want the truth and the whole truth. people must use their minds & not their emotions like godless socialist dems tell them 2 do so they can enslave us & rule over us as dictators taking r lives/r money & r children. my opinion.,0,1,2.77065110206604
1314,0,watch you fake dossier turn into covid19 asspaper:,covid-19,covid-19 watch you fake dossier turn into covid19 asspaper:,1,0,2.7814314365386963
1320,0,lol so was mark wahlberg but you do not seem to condemn him for his past. he is actually committed hate crimes. all you need to say is that george floyd did not deserve to die. period. stfu with everything else.,blm,blm lol so was mark wahlberg but you do not seem to condemn him for his past. he is actually committed hate crimes. all you need to say is that george floyd did not deserve to die. period. stfu with everything else.,1,0,1.5519719123840332
1329,0,"its going to be exactly the same scene we see any time an athlete speaks out about anything. ""stick to sports, you liberal hack!"" well, if thinking george floyd should still be alive makes me liberal, then sure, but this is not a hot take.",blm,"blm its going to be exactly the same scene we see any time an athlete speaks out about anything. ""stick to sports, you liberal hack!"" well, if thinking george floyd should still be alive makes me liberal, then sure, but this is not a hot take.",1,0,0.931228518486023
1366,1,may covid 19 reduce the numbers in your terroristic members as they destroy our cities and businesses.,covid-19,covid-19 may covid 19 reduce the numbers in your terroristic members as they destroy our cities and businesses.,0,1,1.3256776332855225
1376,1,"ion care about credit scores, jobs, nothing after this covid shit. white saw an opportunity for black genocide and took it. i am blacking out. i am done. joe and kamala be prepared because this are not donald trump. this is white people.",covid-19,"covid-19 ion care about credit scores, jobs, nothing after this covid shit. white saw an opportunity for black genocide and took it. i am blacking out. i am done. joe and kamala be prepared because this are not donald trump. this is white people.",0,1,1.3856709003448486
1382,1,"not me, rod. i would rather inject the socialists in the anus with whatever & see how that works out!!!",covid-19,"covid-19 not me, rod. i would rather inject the socialists in the anus with whatever & see how that works out!!!",0,1,1.3118969202041626
1387,1,he is too much of a coward to do that,elections2020,elections2020 he is too much of a coward to do that,0,1,1.3647810220718384
1408,1,"plz read the book ""the delectable negro"", how whites were engaged in the practice of eating their slaves during slavery. #blm #blackwomen #blacklivesmatter:raised_fist_medium-dark_skin_tone: #sandrabland #justiceforgeorgefloyd #tamirrice #protest…",blm,"blm plz read the book ""the delectable negro"", how whites were engaged in the practice of eating their slaves during slavery. #blm #blackwomen #blacklivesmatter:raised_fist_medium-dark_skin_tone: #sandrabland #justiceforgeorgefloyd #tamirrice #protest…",0,1,3.3819003105163574
1413,1,"this paper was designed to scare weak-minded fools such as yourself in believing that the coronavirus was worse than it actually is. why do you think the headline read 30, 000 new cases and not x amount of deaths. because 30,000 sounds scary.",elections2020,"elections2020 this paper was designed to scare weak-minded fools such as yourself in believing that the coronavirus was worse than it actually is. why do you think the headline read 30, 000 new cases and not x amount of deaths. because 30,000 sounds scary.",0,1,1.73503839969635
1418,1,make dc a state so their pd is not obligated have to listen to jackass leaders like this ever again (among many other obvious reasons).,blm,blm make dc a state so their pd is not obligated have to listen to jackass leaders like this ever again (among many other obvious reasons).,0,1,0.7975261807441711
1428,1,how you know cuomo is full of crap when it comes to covid restrictions. he is completely silent about thousands protesting today but goes ape shit when people want a meal/drink.,blm,blm how you know cuomo is full of crap when it comes to covid restrictions. he is completely silent about thousands protesting today but goes ape shit when people want a meal/drink.,0,1,1.0312941074371338
1456,1,you have no idea how bad and inept trump is if you do not live here. he is a want to be dictator who is like a child. he wishes to put his political enemies in jail while he himself is the one committing crimes. his handling of the covid-19 crisis has been disastrous.,covid-19,covid-19 you have no idea how bad and inept trump is if you do not live here. he is a want to be dictator who is like a child. he wishes to put his political enemies in jail while he himself is the one committing crimes. his handling of the covid-19 crisis has been disastrous.,0,1,0.9187594652175903
1464,0,end their inept response maybe ! giving up trying to do anything about it probably - zero grasp on reality 100% - how anyone can still have any shred of confidence or trust in these liars is beyond me ! wake up people and vote these clowns out of office.,elections2020,elections2020 end their inept response maybe ! giving up trying to do anything about it probably - zero grasp on reality 100% - how anyone can still have any shred of confidence or trust in these liars is beyond me ! wake up people and vote these clowns out of office.,1,0,0.8877817988395691
1469,1,"amazon is hard to get around especially w covid. so do not get too uppity. the minute we can get out from under this layer of leftist's bullshit, we will start removing companies that no longer fit america.",covid-19,"covid-19 amazon is hard to get around especially w covid. so do not get too uppity. the minute we can get out from under this layer of leftist's bullshit, we will start removing companies that no longer fit america.",0,1,0.721550703048706
1488,0,"really. they call you a journalist. proud boys leader is half african american. they have a hawaiian native, hispanics, asians, and yes even a few caucasians. antifa are more white supremacists that proud boys. you are fact check is horrible.",elections2020,"elections2020 really. they call you a journalist. proud boys leader is half african american. they have a hawaiian native, hispanics, asians, and yes even a few caucasians. antifa are more white supremacists that proud boys. you are fact check is horrible.",1,0,0.8133605122566223
1493,1,this is in the pantheon of big dick energy performances,blm,blm this is in the pantheon of big dick energy performances,0,1,1.196237325668335
1518,1,trump is ignorant selfish and has absolutely zero regard for america or americans. just listen to his words and watch his actions. it is not hard to see if you take your maga glasses off. you have been duped.,elections2020,elections2020 trump is ignorant selfish and has absolutely zero regard for america or americans. just listen to his words and watch his actions. it is not hard to see if you take your maga glasses off. you have been duped.,0,1,0.8469881415367126
1524,0,"wtf! crooks, the whole lot of them.:enraged_face:",elections2020,"elections2020 wtf! crooks, the whole lot of them.:enraged_face:",1,0,1.3217134475708008
