instance_id,offensiveness,cleaned_text,cleaned_domain
1088,1,#2 that bill of $4200 was for about 6 hours in a hospital. those fuckers who do not want to wear masks need to ask themselves: how much cash do they have lying around to hand over to a hospital if they get covid. feeling strong because they have got 9/10,covid-19
1098,1,you will how to believe in science with stupid mind ?,elections2020
1101,0,great! now even nascar is less racist than our president. #nascar #confederateflag #confederatemonuments #trumpgate #bunkertrump #gopbetrayedamerica #racism #racistinchief #blacklivesmatter,blm
1168,1,trump could not get any bitches so he got little girls. #anonymous,blm
1173,0,i believe in #tonybobulinski you are a corrupt politician and a traitor to the american people.,elections2020
1176,0,wow. grifters...,elections2020
1195,0,he got destroyed,elections2020
1214,0,"it is goddam chaos... president death. 140,000 human beings, precious lives lost... in amerikkka....",covid-19
1245,0,i love my governor :red_heart: #cuomobriefing #cuomo he has done this shit before!! he gives good information and good ideas .. trump could learn from people if he was willing!,blm
1274,0,you go joe. expose her ignorance.,covid-19
1285,0,"yes these stupid statues represent not just the people who vomited crime against humanity but the concept of slavery, theft and suffering of many #african, #nativeamerican and other people of color #blacklivesmatter if it was up to me i would erase them from history altogether!",blm
1301,0,all of them could die and he would not change a thing.,covid-19
1303,0,scam steve just a scam on the american people,elections2020
1309,0,#votebiden2020 please people!!! vote for biden!,elections2020
1318,1,are you taking the piss,blm
1323,0,"who are these people and look at how mercilessly they swarm and beat this man without weapons, unless you count the skateboard he gets bashed with repeatedly toward the end.",elections2020
1330,0,"you are just horrible! may god have mercy on your soul! #corruptbiden #laptopfromhell oh yeah, philadelphia looks pretty good by the way! #loser!!!",elections2020
1341,0,"liar, liar pants suit on fire",elections2020
1354,0,the disgraceful #chriswallacethehack allowed to disrespect the president on numerous occasions. #wallaceisajoke,elections2020
1370,1,"is that really what you took away from your clown of a presidents debate, that is all you have got? no more alternative facts to support your compulsive lying, narcissistic, pos? i am very disappointed.",elections2020
1375,1,"you are an idiot, corp will raise prices and middle class will pay more for evrything!!!! why cannot you hovt. jackasses understand?",elections2020
1391,1,cackle them to death.,elections2020
1396,0,"i live in oregon. antifa is real, not just an ideology. shame on",elections2020
1397,0,truth matters? lies. plausible deniability. biden supporters are clueless :nauseated_face::face_vomiting:,elections2020
1406,1,appropriate. liberals are clowns. #maga,elections2020
1424,0,your ridiculous have you apologize for not telling the american people the truth about covid,covid-19
1438,0,"this is outrageous intimidation. if the only way the republicans can win is threats and cheating, it is beyond pathetic. stay safe and #turntexasblue2020",elections2020
1439,0,horrifying!,elections2020
1446,0,did that cop go home and hug his children?,blm
1465,1,you sir are a sell out and a criminal.,elections2020
1488,0,"really. they call you a journalist. proud boys leader is half african american. they have a hawaiian native, hispanics, asians, and yes even a few caucasians. antifa are more white supremacists that proud boys. you are fact check is horrible.",elections2020
1496,1,what a freaking moron! this makes about as much sense as you forcing coronavirus patients into nursing homes (where the most vulnerable population lives)! you are a jackass! #killercuomo #voteredtosaveamerica #trump2020,covid-19
1509,1,this is america. rioting no law order because he do not back law enforcement. looting because you know everything should be free fuck the people who own it or have jobs there. #bidencrimefamiily #2020election this is turning quickly onto socialism,elections2020
1514,0,"""peaceful protestors"" do not get it twisted, these people do not care about george floyd, just like you.",blm
1524,0,"wtf! crooks, the whole lot of them.:enraged_face:",elections2020
1529,1,this is why you are an idiot as i said before. you cannot even do a simple funding google search before you open your mouth. just stop talking.,elections2020
1532,0,this question needs to be answered.,elections2020
1533,1,"""will you shut up.....man!""",elections2020
1564,1,everyone is entitled to their own opinion. however i agree. trump is a disgrace. his election win is somewhat a reflection of the voters that put him in the white house. you went from obama to trump. otherwise known as a complete f*ckup good luck biden.,elections2020
1569,0,it was a great example!,elections2020
1579,1,i denounce white supremacy. can you say that? trump cannot! #trumpisaracist #standbackstandby,elections2020
1608,0,you are the #racebaitor and fuel hate for the tyrannical left. he already classified them as terrorists groups along with antifa. which you will not and never will.,elections2020
1637,0,"look at how this #fakenews is trending on twitter ""shot"" is slang for tired, done and exhausted.",elections2020
1663,1,never spoke to your son fucking bullshit! when was the last time you told the truth?,elections2020
1667,0,#trumpgravedancer not a single word of sympathy toward the family who lost live ones to #covid19 #trumpkillsamericans #trumppandemicfailure #gopsuperspreaders #gophypocrisy,covid-19
1674,1,⁦ the shit is about to hit the fan and you have a front row seat. ⁦ ⁦ ⁦,elections2020
1682,0,"yeah, trying to pivot away from the hunter getting rich off corruption part.",elections2020
1702,0,charging at cops with a knife and being shot is not murder.,elections2020
1710,1,the fact that donald trump thinks he is going to win back suburban women by shitting on someone is recovering addict son should put to bed any takes that he is a secret political genius.,elections2020
1736,0,"the polls are intentional lies, on november 3rd true americans will vote for #4moreyears and president trump will win in a #trump2020landslide",elections2020
1747,0,trump a psych nightmare.,elections2020
1766,0,trump: smart? do not ever use that word with me! america: ok. not a word that comes up when we talk about you! #trumpisanationaldisgrace #trumpisaloser #trumpisaliar #trumpisaracist #bidenharris2020,elections2020
1779,0,"working on this thread please dm if you know anyone else, we cannot keep racists in the dark it is time to expose them for who they really are #blacklivesmatter",blm
1786,1,and that starts by defeating trump republicans like people who had three years to condemn donald trump's embracement of white supremacists but have been silent because they want the votes of trump's extremist supporters to get reelected.,elections2020
1810,0,"we cannot just tell you about the depths of corruption, you have to see it for yourself. eyes open.",elections2020
1811,1,so inject the virus onto others like the flu shot but masks and social distancing is still a thing gtfo,covid-19
1850,0,"the corrupt media protected and misrepresented obama, never vetted him. the trump ""scandals"" were democrat/media manufactured bullshit & never had evidence. america knows this.",elections2020
1868,0,is this sarcasm?,elections2020
1873,0,#loserdonald #thecommanderinbleach has been stripped of all feeling richard wolffe,covid-19
1877,1,"... we know you are lying, because you have shown you cannot remember shat! are you running for senate? against george? give me a break you pandering jackass.",elections2020
1896,0,"in other news of apparently equal veracity, al davis has met with each of the raiders this week about the george floyd case.",blm
1909,0,what changed your mind about this post?,elections2020
1937,1,"imagine what the trump people are going through, especially donald trump as he sees state after state fall to because of the ""urban"" black and brown vote! donald have you ever heard of a saying ""chickens coming home to roost?"" you racist!",elections2020
1946,0,"in december 2019, i refused to listen to american intelligence about the dangers of covid-19. i then was at a rally calling coronavirus a hoax. and then i said i had it under control. & then i said 15 or less. & then i said it would disappear. now 100k dead & 40m on unemployment!",covid-19
1981,0,irrational tweet.....,elections2020
2021,0,"""cocaine is a hell of drug!"" rick james.",elections2020
2025,0,stop dreaming. start raging. wake up. #blacklivesmatter,blm
2028,0,#fact : 1991 - the trump taj mahal files for chapter 11 bankruptcy protection. #trump #maga #racistinchief #rapistinchief #cult45 #americsfirst,elections2020
2050,0,twitter should flag tou for lies,elections2020
2057,1,"we will never forget you either . you are another ass kissing puppet of you are commander bone spurs, . we will vote you all out this november. #blacklivesmatter #alllivesmatter #wehavetherighttospeak #americaortrump",blm
2086,1,are knowingly killing people. sending meat packers to their death giving an untested drug hydroquinone to veterans and killing them all 411% dying kids in cages sending little by themselves. kidnapped 1000's,covid-19
2099,1,#voteagainsttrump burn that sh*t! :fire::fire::fire::fire::fire:,elections2020
2103,0,maybe at $58k per year things should fuckin change,covid-19
2143,0,i do not know! he might implode!,covid-19
2164,0,right. sorry. did not mean it during work for other things... just not covid-19,covid-19
2191,0,you are a old fool drop out,elections2020
2192,1,"anonymous literally fucking released all the info you need to know, connecting him to epstein. what more do you fucking want",blm
2198,0,you failed badly on covid-19. not sure how you can act like you did any better.,covid-19
2208,0,no one in america believes you are up this early in the morning. you are a disgusting pathetic politician very selfish you should know better,elections2020
2226,1,the blm and antifa websites take you to bidens website to donate. is crooked as hell.,elections2020
2229,1,"you claim to fight for the constitution, yet you defend the #dumbass who pisses all over it, where does the gop hypocrisy end?",elections2020
2233,0,:rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing:saving this tweet so i can make fun of you. haha eat crow!,elections2020
2250,0,he did,elections2020
2256,1,i am sorry? this tweet is about his son who served this country. where is your fucking respect?,elections2020
2265,0,after last night the proud boys made a logo with trump slogan.,elections2020
2267,1,"it is 8:29 a.m. and joe ""clap you stupid bastards"" biden has called ""lid!""",elections2020
2275,0,that is crazy.....,blm
2288,0,what does that mean? the democrats want more people to die from covid19 so you look more incompetent than you are? that is really stupid ... considering democrats are just as vulnerable to covid19 as republicans. they are just more cautious.,covid-19
2320,0,i think dhec is fudging the numbers,covid-19
2387,1,"so to start the day minneapolis is disbanding the police and in nc whites were washing blacks feet begging for forgiveness, insanity on both counts",blm
2393,0,"and yet, your white supporters burn down minority neighborhoods.",elections2020
2410,0,ah jeez semi anonymous accounts are really not doing so hot these days :pensive_face:,blm
2415,1,still cannot find those white supremest who have been rioting looting and burning since may ?,elections2020
2443,1,"2 3 0 , 0 0 0 + americans are also dead due to his lies & incompetence ! so s t f you you are a hypocrite & hell awaits hypocrites ! #trumpisfucked #trumpisrapist #trumpmanslaughter #resist #fbrparty",elections2020
2462,1,november 4th or as soon as the election is called for the obese piece of orange trash will tweet all classified information he has & release certain individuals to spite certain groups or people. #vote #votebidenharristosaveamerica #turntexasblue,elections2020
2467,0,"having worked in la radio at the same time as #adamcarolla having met him many times, it shocks you he is a misinformed idiot about #covid who does not care for the old or sick? he only cares about himself, ratings and money, and you all give him that. so, who is the dummy here.",covid-19
2486,1,are you seriously bragging that the president does not care about black lives? jesus you are a fucking idiot and a sorry ass person too.,elections2020
2488,0,coward for the vp pence and you take off your mask he does not care if you die,covid-19
2489,0,joes a liar,elections2020
2496,0,"yup! and this is exactly why us resisters need to continue to be diligent in reporting these racist americans who have no place in our country! they can take their ""king"" in the wh and leave for say, russia, after we boot him out later this year!!",blm
2505,0,is a fking liar! he is on video saying the exact opposite! should be adding that video to their stories and asking joe why he is lying now!!!!,elections2020
2524,1,"she rants on sky dark nazi news, has a lot of intolerance, bile, and hate in her, despises labor, unions, disabled, unemployed, homeless, etc, the perfect murdoch machine, really, she will go into mourning for day when trump loses as will all sky news hacks.",elections2020
2552,1,"his son fucked his daughter and his granddaughter. cover your ass, joe.",elections2020
2600,1,here is a little thing for anyonr who want to help the #blacklivesmatter movement. do it. do it and shut up. do your part and shut the fuck up. stop acting like you are leading the revolution. stop acting like you are outsmarting everyone :down_arrow:,blm
2605,0,only took my uni a whole week to release a statement about george floyd and racism on campus i hate it here,blm
2633,0,"this is going to be my mom yelling outside her house with a gun except it is a small ranch house on a sleepy road, no protestors, and a white guy walking his dog.",covid-19
2660,1,"you people really need to get into independent media. you have been brainwashed to hate your own country. you call the descendants of the men who defeated the nazis for the jewish minority.....nazis! i mean, wtf? where do you come up with this stuff?",elections2020
2663,0,"thank you for this. i was definitely ignorant to the difference between. derek chauvin had every intention to murder george floyd. the word ""accident"" should not even be associated with his murder. that man could not breathe and derek still held him down. #raisethedegree",blm
2668,1,you belong in prison!!!! freakin treasonous commie,elections2020
2678,0,two utah gubernatorial candidates drop challenge to requirements during coronavirus,covid-19
2694,0,dana white slams mma media: ‘wait till they start getting laid off’,covid-19
2723,0,"factbox: russian, iranian and other hackers target 2020 you.s. election #iran #elections2020",elections2020
2724,0,what dangerous conspiracy theory? the one agreed with by the university of east anglia? damn...that is some conspiracy!,covid-19
2726,0,obama did nothing.,covid-19
2734,0,"who is he, our daddy? nope! he commands zero respect from anyone with half a brain. my dad served. i served. my husband served. my grandfather served. djt? his family? not one has earned our respect. #gobacktoyourbunker #blacklivesmatter #ifyoudontlikeitmove",blm
2778,0,yes; that america should avoid a racist and liar like sleepy joe at all costs.,elections2020
2802,0,"i am already looking to you for next steps. we have to prevent the next trump and build the us we want. you know, the one where everyone has the basics and a fair chance at a good life. everything you have been fighting for.",elections2020
2804,0,"hey you all, let us not forget that amber heard is not only an abuser but a racist one too. #amberheardisoverparty #blacklivesmatter",blm
2806,1,trumptards lie about anything.,elections2020
2839,0,did you disavow blm or antifa two terror groups?,elections2020
2853,1,yes george but this narcissist is too stupid for the laughter to make its impact and most of the time he does not know if people are laughing with him or laughing at him. it goes over his wig.,elections2020
2858,1,"dr. birx forgets to drink your kool aid for one day, has a lapse in judgement and tells the truth about the severity of covid situation, and you blame the dems? are you that f*cking stupid? yes, you are. lose election. indicted in court. found guilty by jury. go to jail. 2021.",covid-19
2870,0,we all know thousands and thousands of deaths were blamed on covid. democrats and #fakenews need to blame #trump on everything its one of their tactics to ruin america and blame trump,covid-19
2877,1,"george floyd was a drug addicted, 9 time felon, who held a gun to a pregnant womans stomach. he is nothing like jesus christ. these people are insane.",blm
2878,0,no one comes here because it is so red. we need a :blue_heart: turnout here. pete us the 1st campaign i ever donated 2. not the last until pete runs again! vote blue! turn washpa!:blue_heart::blue_heart:,elections2020
2883,0,it is hard to imagine anyone being more full of themselves and shit at the same time! #bunkerbabyinchief #trumpdeathtoll113k #black_lives_matter #worstpresidentinhistory,blm
2926,0,no that was under you and obama,elections2020
2943,0,"umm... a few people is not a 'texas-sized' welcome. democrats hated your guts in the primary.... apparently, they still do",elections2020
2951,0,what did he do to some americans?,elections2020
2953,1,"it is far bigger than any truly imagine. you all are involved in human trafficking, corruption, mk ultra, spirit cooking, cannibalism #laptopfromhell",elections2020
2970,1,hey jason kiss my ass,elections2020
2983,0,if only some idiot was not trying to sabotage the postal service... :thinking_face:,covid-19
3030,0,"when the world is upside down, the fools start making a lot of sense.",elections2020
3031,0,chumps?.......,elections2020
3047,0,imagine being this dumb.,elections2020
3053,1,you are a bold faced liar. you will be uncovered.,elections2020
3058,0,expose what is hidden in area 51? #anonymous #anonymus,blm
3059,0,police departments need to be purged. cop culture must be transformed. these are lawless bullies authorized to commit murder.,blm
3060,0,"and he looked this way and that way, and when he saw that there was no man, he slew the egyptian, and hid him in the sand. 13 exodus 2 #holocaustmemorialday #mlk #grenfelltower #blacklivesmatter",blm
3067,1,"the system is fucked so honestly bring on the riots, burn shit down, evade your taxes, believe that it is butter and get justice for not just george floyd but every person of color victimized by police brutality",blm
3071,1,hahaha what the fuuuuuuck is this,blm
3072,0,"let me ask you, how is it kneeling on someone is neck for over 7 minutes while they are saying ""i cannot breathe"" an accident? he knew what he was doing and he had the intent to murder george floyd. #raisethedegree",blm
3075,1,can someone please explain to me why they have not arrested that murderous cop who killed george floyd yet? why is that sob still a free man?,blm
3078,0,". host just said the police officer ""may have been in the present at the death of george floyd"". jesus fucking christ #minneapolisprotests",blm
3079,0,"decent #americans - those of us who love our families, our communities, our country - vastly outnumber the q-ball #maga #whitesupremacists. and we are standing by, but not standing back. the nightmare begins to end in 33 days... #presidentialdebate2020 #shutupman #debates",elections2020
3084,0,this is all bs everything i love is getting closed because of covid:pensive_face:,covid-19
3085,1,fuck the media. forever and always.,blm
3088,0,this dirty little fact needs to be exposed.,covid-19
3092,1,"sure we do. nice talking point. now piss off, wanker.",elections2020
3105,0,make this go viral. anarchists do not vote! demonstrators do!!! #juneprimary do not march with anarchists/supremacists. stay home,blm
3110,1,"i feel insulted by these ""white leftists"" saying #blacklivesmatter when they are shaming people who do not want to be complicit in this false democracy. white people went to war to protect slavery, but they cannot go to war to protect black lives. history has shown us everytime.",blm
3114,0,it is still so important don‘t be quite about this topic!! silence is vilonce #blacklivesmatter,blm
3120,1,"our city’s fucking burning, this is not a riot anymore this is a attack. i am all for the justice of george floyd, but it should not ever go down like this.",blm
3122,0,"hello curry, i have listen to the news and the voice of some nba players not wanting to return to play right now. i agree. killing us openly! black lives matter activist found dead, days after she was reported missing",blm
3123,1,and they are still going ahead with cutting of food stamps on 1st of april! while the coronavirus makes the poor more susceptible to poverty! fuckin monstrous bastards! i hope the magas are paying attention!,covid-19
3125,0,"this guys a hero. yet the blm choose george floyd, a thug, who held a hand gun to the belly of a pregnant black female. that tells you something. i am going to",blm
3127,0,so much to love in this conversation w/ <3 want to hear more? join our conversation this thurs 6/18 w/ and silvia yee after a free screening of register at,blm
3128,1,did not you call the people protesting peacefully by taking the to the knee sons of b*tches? now you are pretending to give a fig about george floyd.,blm
3131,1,none of those rioters give a shit about george floyd or his family!,blm
3132,0,white guy with an umbrella using a hammer to smash windows in minneapolis. local people told him to stop. obviously he is trying to inflame the situation.,blm
3133,0,#blacklivesmatter is about as big a scam as the #covidhoax.,blm
3135,0,"!!!!! they keepin anonymous for a reason, mf coward",blm
3136,1,"hey, give donald & pence time - they have got hate rallies to attend. #priorities",covid-19
3138,0,"when i said i could not breathe when my father had me against a wall, i could not fucking breathe. neither could george floyd, clearly.",blm
3141,0,"as if you need more proof how disgusting, racist and insensitive toxic little shits bts army fans or stans are towards george floyd. their ""idols"" are not teaching them shit",blm
3142,1,"yo. i have had it with your shitty friends. he just unleashed the military twenty minutes from my apartment. you can block me, i get it. but i am speaking my mind to your idiot friends #blacklivesmatter",blm
3145,0,they killed that man for being homeless. they had the numbers. they had the control. they could have de-escalated the situation. they chose to murder him. for being poor and homeless.,blm
3146,0,the officer has been taken into custody for the murder of george floyd,blm
3147,0,"this is bigger than george floyd, this is a police issue. like i have been saying.",blm
3150,1,fuck kfix #blacklivesmatter,blm
3154,1,god these people are stupid,elections2020
3155,0,i am weeping now. his name is george floyd. god have mercy on my hometown.,blm
3156,0,let us be real. these are not george floyd rioters. these are flat out criminals that are using a horrible situation (a man being murdered by cops) as an excuse to commit these crimes. it is unfair to george floyd to call it any other way,blm
3158,0,"so with everything happening because of george floyd’s death… yes, he died. that is truly heartbreaking and so wrong and disgusting. but people who are looting stores, who are hurting others, what you are doing is not right. please, stop the violence.",blm
3167,1,look at this stupid asshole,blm
3168,0,this was wrong on so many levels!,blm
3170,1,joe just are not that guy though. he is never been that guy. it is just not who he is. this is why dems desperately needed a fighter. someone who does not give a shit about the other side.,elections2020
3174,0,"george floyd never complied, even in handcuffs he was still resisting.",blm
3175,0,"must read article! :police_car_light::collision::police_car_light::collision: this is the strategy of far right. introduce conspiracy theories to undermine the narrative of people calling for justice, equality and accountability. label them paid anarchists. claim floyd’s death was staged. indoctrination using propaganda.",blm
3179,0,defund the socialist democrat party,blm
3182,0,"oh shit! #protests2020 gov cuomo just weaponized the nypd to inflict more damage while people should be wearing masks, there is got to be a more responsible way to encourage people to comply with public health standards",blm
3183,1,if they shoot we gon shoot back:love-you_gesture_medium-dark_skin_tone:#blacklivesmatter #fuck12,blm
3184,0,because covid-19 is racist,covid-19
3185,0,what was the reason? #black_lives_matter,blm
3186,0,bruh i quit,blm
3187,1,yes luvs! burn burn burn it all! *it all=tr**p,blm
3189,0,#joebiden is not fit to be #potus,elections2020
3192,0,most #powerful & #beautiful #smile on the #internet #today #bollywoodnepotism #ripsushanthsinghrajput #nepotisminbollywood #blackpink #blacklivesmatter #covid19,blm
3193,0,"tw/ sexual assault, murder. !!! say her name. oluwatoyin salau!!!!!! #blacklivesmatter #justicefortoyin",blm
3196,0,what do you think of this video regarding george floyd?,blm
3198,0,"cops on the ground are not making decisions by themselves, they are been ordered",blm
3199,0,"derek chauvin is a cold blooded murderer. he knew exactly what he was doing. he murdered george floyd with intent and violence. being murdered is not an underlying health condition. kneeling on someone is throat while they beg to breathe is not""restraint"". #raisethedegree",blm
3202,0,i am with you mr. acevedo... do not follow the bullshit. #georgefloyd #noroomforracism,blm
3203,0,"#trumpisunwell #trumpisnotwell and a #trumpisanationaldisgrace for good measure. throwing in a #voteblue2020 for good measure. finally, #blacklivesmatter, still front and center. going to march later today.",blm
3204,0,"almost everyone is recovering. its the flu now. only demented, treasonous libs already voting for dementia joe are obsessed with covid. you are in for a shock.",elections2020
3214,0,cops cannot be allowed near shuls. pigs are not kosher.,blm
3215,0,you compared your earrings to a black person dreads ... ignorance #allbirthdaysmatter #blacklivesmatter,blm
3217,0,neither am i. #trump2020,blm
3227,0,here is how much downstate new york is skewing the united states' coronavirus numbers #newsandpolitics via,covid-19
3228,1,i wonder if they keep her gagged with a butt plug gag and let her out to play sometimes to make dumbass comments they think will help?,blm
3230,0,oh good. the conditions i hate the most. :face_with_tears_of_joy:,covid-19
3231,1,"george floyd did not need to die. now shit’s burning down everywhere because cops, white supremacists, corrupt politicians, and people who just like watching things burn are doubling down on shifting blame for white stupidity onto black people.",blm
3234,1,"and do not tell me how to fucking think. if you unfollow me for supporting george floyd, good. leave my fucking sight. i am tired of being silent. fuck you all again. die.",blm
3236,0,this video just made me so angry,blm
3237,0,"please, look!! #proof that a white woman set fire to the #wendys in #atlanta",blm
3243,0,do not talk down to people while you act like a coward. stand with your opinions. or hide. you are choice. but do not come into this community stirring the pot in favor of brutality and think you are all respectable behind an anonymous account.,blm
3251,0,"if anyone, attacked another person (sources please) that is as wrong as what happened to george floyd. property is insured. where is the outrage when a team loses and all people flip over cars and light shit on fire? context matters. people have had enough.",blm
3252,0,i do not respect but not,elections2020
3253,1,the murder of george floyd was intentional. the cop was his coworker for years. this is sick i am sick all cops are bastards,blm
3254,0,trevor noah talks to white people about the murder of george floyd. see it :backhand_index_pointing_down::backhand_index_pointing_down::backhand_index_pointing_down::backhand_index_pointing_down:,blm
3257,0,god i will be cracking the cans out if that ever happens and them crooks get what we all know they should,blm
3266,0,"seems as though the ""out of staters"" are your own very fine nazi trump supporters? could be?",blm
3267,0,"text from an amigo: ""what a perfect way to cap ""suck up sunday!"" first you attend the church of the pastor who you help get out of an arrest and then your finally march in a protest. at least bdb doing something in his neighborhood. (did he walk there or take his suburban?)"" :backhand_index_pointing_down_medium-light_skin_tone:",blm
3268,0,republicans plan on fighting for them or are you just being stupid to make yourself feel better?,blm
3269,0,???? why are they doing this,blm
