instance_id,offensiveness,cleaned_text,cleaned_domain
20,0,covid covid covid covid covid covid covid covid covid covid covid covid you have failed!! just stop the bs!,elections2020
21,0,total confirmed covid cases by county for ut 7-30-20: this and our covid series of visualizations cuts through the noise thanks to usafacts and a top team of data scientists. #covidvislualizations #coviddata #smcanalytics,covid-19
22,0,"not buying what your selling,-#socialismneverworks",elections2020
23,1,fuck you covid 19,covid-19
24,0,"where do people get these ridiculous takes. george floyd was a 6 foot 6 grown man and she is a 17 year old woman. if they are willing to let a man crying for his mother to die they problem would be fine taking out one more person. it is the officers who killed floyd, not her.",blm
25,0,right-wing accelerationists and infiltrators = white supremacists at protests:,blm
26,0,your done! hell no #joebiden2020,elections2020
27,0,"shit got real, real fast.",blm
28,1,"reality. super! #blacklivesmatter is a racist black hate group, soros’ target for manipulation. they are now fully allied with antifa and just as worthy to be designated as a domestic terrorists. who was looting, burning, and murdering in the riots? antifa? blm inspired blacks",blm
29,0,this is what the happens in the brains of people who believe that 5g internet causes covid-19.,covid-19
30,0,"hey bruh, that is not cool. democrats play dirty but we should play smarter. #maga",elections2020
31,1,"i heard the antichrist pontificate from the pulpit using all the six words of his vocabulary, assisted by scores of made-up mumbled & slurred terms. he was ‘biden his time and summoning forth his goons for more dirty work. - thus spake zarathustra",elections2020
32,0,how dare you tweet crap during george floyd’s funeral!,blm
33,1,"george floyd was known as ""mr smile"" and ""gentle giant"" because of his kindness. he always protected women from the bar/resturant he worked at & used to wait with them until their ubers came. fuck the police who killed this precious man. #blacklivesmatters #raisethedegree",blm
34,1,"if people think racism is not alive and well in canada, you are living under a rock! i hope they not only arrested him for mischief but for a hate crime as well. considering it was a blm march, it would be well deserved, asshole! #protests2020 #blmto",blm
35,1,"wait, is this the clown who said that the riots would not stop after the elections? whose husband announced that he was the husband of the next president? who is fooling the east indian people into believing that she is one of them? dumped jamaica now?",elections2020
36,0,"hey #austin store owners need to order new store signs that post ""no shoes, no shirt, no mask- no service"" #atx #austintx cc #covid19 #covid19sweden",covid-19
37,1,"this is not a game moron! you worry more about your stupid hats than 170,000 american lives lost from covid...go away you imbecile...:United_States:",covid-19
38,0,"so you admit that trump was also classless? i would say that failing to condemn white supremacists is pretty classless. yet you pretended not to understand why he failed to do it. brian, just admit it - the president is also a white nationalist.",elections2020
39,1,"for you and your chinese overlords, 操你",elections2020
40,0,this is not even close to true!!!,covid-19
41,0,"as covid-19 continues to impact the nation, learn how works to support florida’s veterans and military families:",covid-19
42,0,his only plan is to steal the wh. he is a one-trick jack,elections2020
43,1,putin's #bunkerbitch #trumpisadomesticterrorist #trumpdeathtoll104k #votebluelikeyourlifedependsonit #blacklivesmatter #enoughisenough:middle_finger::face_blowing_a_kiss:,blm
44,0,this is such a lie. this tweet is egregious. delete it,elections2020
45,0,we lost count of how many white men have killed you george i cannot breathe floyd makes number what?,blm
46,0,"""new covid-19 advisor is a fraud and not an expert! researchers & doctors at stanford's med school say alas is not an expert in diseases. in fact, he """"peddles falsehoods."""" abc news 9/10/20 and business insider, 9/29/20""",covid-19
47,0,good job :winking_face:,covid-19
48,0,dear god.,elections2020
49,0,definitely not punching down,blm
50,0,‘we are moving in the wrong direction’: houston mayor issues dire warning about texas covid-19 explosion - raw story via,covid-19
51,0,"bush was incredibly bad, and both left the economy in shambles. but bush succesfully fought sars covid 1, and implemented the pandemic rapid response team in the wh, trump sent them home. bush was a foe to putin and never got a love letter from north korea. so trump is much worse",covid-19
52,1,"useful idiots podcast: george floyd protests, dems’ failures and the 2020 election with guests marianne williamson and historian dr. gerald horne",blm
53,0,some people talk much but say little,elections2020
54,0,"god bless the usa & pres trump! evil nwo globalist mafia is paying anarchist/thugs to destroy and destabilize america! russia hoax failed, impeachment failed, covid19 falied, now riots, burning, destroying america's cities! this fight is good vs evil!",covid-19
55,0,this is what you all do?! #blacklivesmatter #newyork #nypd,blm
56,0,"just... a question, how can you able to murder someone who has that smile..... i mean... how... what a heartless being....",blm
57,1,i cannot believe my fellow minnesotans are that fling stupid. its always been a dem state but.....biden and heals up harris. good god,elections2020
58,0,"who said rip is muslim abbreviation ... show me ??. itsy a general term use for all religion .... say "" he is allah , (who) is one """,blm
59,1,"my. god. :bullseye: all true. it is utterly unconscionable the cruelty burns through my soul — i will never understand what the gop did to the american people this party should die, just like all their victims of covid #maga morons #vote them all out :police_car_light::police_car_light::police_car_light:",covid-19
60,0,trump golfing this weekend while people die from covid19?,covid-19
61,0,"funny how he calls the protesters ""anarchists"" but not the police officer who murdered george floyd and the other officers who stood over and watched....",blm
62,0,and this big guy will mindlessly drug hoover all the cocaine off malia obama in the west wing kitchen before doing megadeals on china white.,elections2020
63,0,this is nuts. parents do not want their kids tested.,covid-19
64,0,"their word someone shot at them.:thinking_face: kind of like their word they did not murder #georgefloyd, or they ""accidentally killed"" #breannataylor ?",blm
65,0,"nothing said at all. mentioned david dorn last night on fox. very respectful. he was a great man, black & did not get the respect he deserved. off duty & went to help a business being rioted because of the thugs. sad:folded_hands_medium-light_skin_tone::folded_hands_medium-light_skin_tone::folded_hands_medium-light_skin_tone::folded_hands_medium-light_skin_tone:",blm
66,0,looter shot dead by pawn shop owner in george floyd #minneapolis riots midwestern city rocked by anarchy,blm
67,0,"""gop operatives"" :face_with_tears_of_joy:",elections2020
68,1,"with great italian americans like fiorello la guardia in us history, why would anyone want a racist like columbus to be the symbol of a nationality? hell, pick garibaldi who at least supported the anti-slavery movement in the us.",blm
69,1,pennsylvania a racist state. i am every city we are shown by the cops and they do not give a fuck. state regionals too? nah fuck them all. i am from york and a york city cop re-enacted george floyd’s death. sign and get this man off the force.,blm
70,1,do not take the mark of the beast washington disease pedophiles baby eating drinking blood murderers coroner=corona sheeple lead to the slaughter house hoax virus the jesuits are real terrorist,covid-19
71,0,so after doing some research a page called opdeatheaters and youranoncentral are spreading false info people just believe it because there under the name 'anonymous' and think there actually hackers op shared that princess diana was assassinated but that is from a fake news site,blm
72,0,kill coronavirus w kindness,covid-19
73,0,just say you are racist and go you literally have nothing more to say just over and over,elections2020
74,0,no one and i mean no one wants china to own us!! biden sold us out! vote trump to keep americans safe. #trump2020,elections2020
75,0,madness rules this world...,blm
76,0,did he really die of covid-19. ???,covid-19
77,0,the scamwow president,elections2020
78,0,"the fact that a lot of supporters for #blacklivesmatter are from india shows that our society is changing, realising its own mistakes and trying to correct it. so yes your mockery is definitely not doing anything except denying a change that exists in indian society.",blm
79,0,because he has no intelligent thoughts!,covid-19
80,0,why does the union support trump???,elections2020
81,0,no he does not. it is gop propaganda. another reason why we need to vote for,elections2020
82,0,this is why the #blacklivesmatter movement is so freakin important! this is why the protests will only continue to get stronger. this is why the voices will only get louder. this is why we cannot ever stop fighting for black equality!!!,blm
83,0,"right, even if you have to fill them out yourself",elections2020
84,1,truth from trump? hahahaha. man the republicans are getting so stupid.,elections2020
85,0,thousands in australia rally against racism and killing of george floyd,blm
86,0,they are so dirty!!,elections2020
87,1,you are joking right shuffles; covid cases are up as well as covid related deaths you imbecile or do you not recognize the 124k deaths because they make you look bad,covid-19
88,1,told the proud boys to stand by then tells his supports to go into the polls and watch. sounds like a call for intimidation and terrorism. if you are still undecided you are a racist. if your are undecided and say but & you are racist.,elections2020
89,0,"i am not black but i see you, i am not black but i hear you, i am not black but i mourn with you, i am not black but i will fight for you! #blacklivesmatter",blm
90,0,:face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy:golden,covid-19
91,0,stupidity abounds in mainstream media!,blm
92,1,our vice bobblehead and criminal gop,elections2020
93,0,"consider how long and what it took—including video of the last 8 minutes and 46 seconds of #georgefloyd’s life and weeks of national and international protest—just to get the #nfl to simply admit: ""we were wrong."" #nflapology #blacklivesmatter #takeaknee #colinkaepernick",blm
94,0,the trump administration is delusional,covid-19
95,0,"oh thank you for recognizing mr prez whenever you ask to show the crowd they always do so! they are awesome, very friendly & they respect & love you too, like all us patriots! at times they have a champion for the unborn children! #maga",elections2020
96,0,remember when #blacklivesmatter did this?,blm
97,0,"for general information about the #coronavirus, we recommend checking out & who do you go to?",covid-19
98,0,why are you even eating that do you want the coronavirus :nauseated_face::woozy_face::woozy_face::woozy_face::woozy_face::woozy_face:,covid-19
99,0,who has advised the gov that federal aid is tied to not wearing masks? mnuchin? pence? that is deliberately endangering people,covid-19
100,1,7 sigma simulation systems.. 7s.. built these cpr dummies..building is now burned down in minneapolis..#georgefloyd #georgefloydhoax,blm
101,0,#india and #colombia are getting ridiculous. #coronavirus #covid19,covid-19
102,0,covid has turned me into a little snitch but i only snitch on the snitches,covid-19
103,1,"dear mrs. biden, stop abusing your husband to death...",elections2020
104,0,"yep. and the cops are *pissed*, too. :thumbs_up:",blm
105,0,"yes, but we cannot support looters who are on the streets!",blm
106,1,the gop chairwoman does not know who the current president is? i am going to blame ronna mcdaniel for the covid crisis. sounds like she is dumb enough to believe that.,covid-19
107,0,trump on covid death toll: 'it is what it is' ⁦,covid-19
108,0,trump is destroying america ....in the midst of the covid19!...at that :hundred_points::hundred_points::hundred_points::hundred_points::hundred_points::hundred_points::hundred_points::hundred_points::hundred_points::hundred_points::hundred_points:,covid-19
109,0,"no justice, no peace #raisethedegree #black_lives_matter",blm
110,0,five democratic governors killed more people from covid than almost everyone else combined!,covid-19
111,1,here is another thing ya just cannot make up. your 50 year old son smoking crack and abusing children on video. and yet here we are,elections2020
112,0,trump has dropped more bombs in three years than obama did in eight.,elections2020
113,0,two viruses. but white blood cells cannot fight off white supremacy.,blm
114,0,smash mouth!,elections2020
115,0,wow. this is real?,elections2020
116,0,my hand is raised. trump is the worst president this country has had to suffer through.,elections2020
117,0,covid 19-poll? you are irrelevant now. shut up,covid-19
118,1,i know it are not shit but anything i can do to help #blacklivesmatter :brown_heart:,blm
119,0,this is disgusting :enraged_face:just like his dad!,covid-19
120,1,everybody hates you covering for pedos twitter. fk'n pieces of :pile_of_poo::pile_of_poo::pile_of_poo:,elections2020
121,0,"#proudboys are american patriots that support the constitution and believe in family values. the #fakenewsmedia always calls the right racist, but they are the true racists. #standbackstandby slayed last night! #kag",elections2020
122,0,uk cell towers torched amid bogus conspiracy theories that link 5g with coronavirus,covid-19
123,1,"anonymous died in 2011 when everyone got snapped up for dossing the banks, whoever was left lurked 4chan. so nazi right wing hackers are part of team blm? use your common sense fuckwit. anyone can make a anonymous video.",blm
124,0,he was a master criminal and that is why he was arrested in the first place. he was suspected of stealing by writing hot checks i have heard. information about his criminal activities is sketchy and are being hidden from the public. i do not know why!,blm
125,0,that is the tea on performative activism :eyes::hot_beverage: also i am pretty sure that black out tuesday got more posts than signatures on individual petitions (which honestly take just as much time if not less than posting the black square),blm
126,0,"""for to be free is not merely to cast off one’s chains, but to live in a way that respects and enhances the freedom of others."" —nelson mandela",blm
127,1,"need i say more? trolling the democrats is by far one of my favorite pastimes, looks like does to! except does it with class and he trolls like an expert! go get them president trump! screw those anti-american dems! they are worthless and total losers! #maga",elections2020
128,1,says the woman who was out in salons after the lockdown started. you all suck but pelosi is hot garbage,covid-19
129,0,you are delusional,elections2020
130,1,fuck all you all. #maskson,covid-19
131,1,"what about the 190,000 that you and your husband have already killed and the thousand more that attended your covid racist rallies? now your giving us tips? no thank you! you and your cheating husband will come nowhere around our families!!",covid-19
132,0,the only thing joe biden can draw are trump supporters!!!,elections2020
133,0,#gfuelenergy: just $20 helps affirm los angeles incarcerated juvenile probation youth through journal writing & organized sports. feel inspired? visit & donate for our fall affirmative flag football program at: #blacklivesmatter #juvenileprobation #ps5,blm
134,0,have you heard this? - ftp (nwa mashup) #blacklivesmatter #commishradio,blm
135,0,the way-,blm
136,0,""" why do not you double your hustle and make up to 10,000$ while staying at home to avoid covid 19 """"ask me how""""""",covid-19
137,1,how stupid do you feel back your legacy is in shambles. the corruption and traitorous deals with chins make you look foolish and prove to anyone awake your administration was not scandal free.,elections2020
138,0,and your a has been.,elections2020
139,0,me: damn this coronavirus is so scary lu: good thing you only drink modelo foo,covid-19
140,0,"for some, white people do not matter understand that",blm
141,0,"free uchicago lectures on racial justice, coronavirus and more available via",covid-19
142,0,"if california tried to secede, we would be blockaded and predator-droned and starved back into line within 2 weeks.",covid-19
143,0,"""this is the federalist's corana parties on steroids. just because the governor said you *can* reopen, does not mean you *should* or *have to"""" reopen. have some fucking common sense, people!",covid-19
144,0,the common flu kills more than covid. you e seized on this opportunity to mislead wa residents. what you are doing and instructing residents to do is a complete scam and per your personal political agenda. #voteinsleeout #resign,covid-19
145,0,"- trump time to ban coats the science is clear!!! biden what is your stand on coats? if you do not win this election biden, when the logic of trump gov't covid science is similar to this sort of logic, your country is ruined my friend. trump is a joke",elections2020
146,0,did trump not hear.... the trump tapes of him admitting lying to the american people about how contagious and deadly coronavirus can be to everyone???????,covid-19
147,1,go. fuck. yourself. you. fucking. stupid. asshole. racist.,blm
148,0,because stone cold said so! #blacklivesmatter,blm
149,0,complete insanity dreamed up by people who live in fantasy world.,blm
150,0,and then continue legislative constipation because the senate is locked by traitors to the people of this country. there is almost half the country who would happily leave their neighbors high and dry without batting an eye.,elections2020
151,0,"the new york times attempts to name coronavirus after trump, fails miserably…again",covid-19
152,1,we are all thinking it. trump gets coronavirus and spreads it through republican ass kissing #coronavirus #fakepresident,covid-19
153,0,"i would say the same to you...you got duped by a manic in the wh. i cannot deal with the lies & misinformation. covid lies and 200,00 people have died. he is not a president.hes a bad business man. who cannot handle crisis that do not affect him personally. he does not care if his base dies.",covid-19
154,0,thank you for destroying usa,elections2020
155,0,when we opened back up just a little the #’s spiked. that should tell you something. stay home. stop spreading this. you are putting me and people like me at a much increased risk. we are not expendable. #covidiots #trumpfailedamerica #bidenharris2020tosaveamerica,covid-19
156,0,"my beloved state of texas, governor abbott, is against the murderous act of mr. george floyd.",blm
157,0,hell yeah! covid are not got nothing on a tough bastard like you.,covid-19
158,0,is that all you have? the racist label?,elections2020
159,1,fuck off racist bitch.,elections2020
160,0,as you should she made fun of george floyd’s death :(,blm
161,0,"crap! stop the bs. he was paid large sums of money & used this as a springboard to later fame & more money which is what he wanted. i watched several b&w minstrel shows with my parents & neither the show nor my parents were racist. fact is, it was simply an early form of bgt.",blm
162,0,look at all those people for trump,elections2020
163,1,your kid fucking sucks at drawing,elections2020
164,0,what the frickity-frack?,blm
165,0,awful,covid-19
166,1,this is happening in new york city #cuomo #cuomohatesjews,covid-19
167,0,if anyone actually believes the elites are following the same guidelines we are are fooling themselves! just like in massachusetts politicians were literally caught having party! #michigan #whitmer #covid19,covid-19
168,0,"it is extremely shameful how quick you are to throw the movement under the bus, claiming that we are ""manipulating"" george floyd’s tragic and unjust death to defend your racist friend. for the first time in history, racists are being forced to face consequences.",blm
169,1,:smiling_face_with_heart-eyes:this is so funny! :face_with_tears_of_joy::rolling_on_the_floor_laughing:watch make a ass/donkey out of himself,elections2020
170,1,sure camel. when he imposed the travel bans the demoslobs called him xenophobic,elections2020
171,0,fuck yes!!!!! :bat: work from home with no pants on continues through december 31st because my state does not know how to wear masks and my work is terrified of flu season!!! covid fucking sucks but wfh is amazing :black_heart: #nopantsdance #hermitlife #wearamask,covid-19
172,0,biden had america's back. he stabbed it.,elections2020
173,0,now #antifa is attacking black police officers for no reason.,blm
174,1,"we are no longer mailing our ballots. hand deliver! hand deliver! hand deliver! do it today, as there are freezing storms on the way and we do not want democrats to get sick! leave the lines for the ignorant bigots how will be in line on election day!",elections2020
175,0,expel the cop unions,blm
176,0,"say their name. darick napper, 2015-11-19 #blacklivesmatter.",blm
177,1,things that make you go :thinking_face::thinking_face::thinking_face::thinking_face::thinking_face::thinking_face: russia? biden? libtards where is your outrage ?!,elections2020
178,0,"why does the government far left, only pick on the blacks, when there are so many other races in america?",blm
179,1,i do not want to go out ever again jesus you all clearly do not give a fuck then want the same people who warned you to feel sorry for you when you or your loved one get covid lmfao,covid-19
180,0,"joe biden & the china communist p,which organised in a strategy to control the usa through dumping & debt,& attacks us with fentanyl with the mexican cartels,the major threat to the usa sign: #maga #laptopfromhell #covid19 #china",elections2020
181,1,they should just call this chapter in the history books the price of white supremacy and have it just be the number of covid-19 deaths.,covid-19
182,1,the kkk racist democrats ride for their white knight kkk dementia joe,elections2020
183,0,l.a. today #blacklivesmatter video:,blm
184,1,"you do not care about american lives. all you cair about is furthering your infiltrator's agenda of sowing division, hatred, & anti-semitism, while cheating, lying, stealing, & spewing hateful rhetoric & propoganda. the american people see right through you, zealot. #oustilhanomar",covid-19
185,1,"saying you are white and grew up with a mostly non white population and know what racism is like is not helpful and insulting to poc. #dearwhitepeople yes, you can experience discrimination but you have not been marginalized by systemic racism. sit down & listen! #blacklivesmatter",blm
186,0,"flip texas blue! vote, your vote is your voice! fight for your right to vote, with your vote evict the gop suppressors out",elections2020
187,1,"a well regulated militia, being necessary to the security of a free state, the right of the people to keep and bear arms, shall not be infringed. just in case you are to stupid amd lazy.. last part read that nice and carefully. haha liberals.. village idiots",elections2020
188,0,"yes, you lost. yes, the american people have fired you. but- yes- you are president until january and there is still a pandemic. start showing up for americans now!! #trump #maga #donaldtrump #usa #conservative #america #covid #politics #makeamericagreatagain",covid-19
189,0,#democratsaredestroyingamerica #kag2020 #blacklivesmatter are terrorists,blm
190,0,sickest i have ever been in early november. literally thought i was going to die.,covid-19
191,0,people get killed for breathing while being black and this... i am glad this man is not dead but wow,blm
192,0,and - i can not and will not vote for someone who does not fully support our law enforcement officers. you can make any excuse you want but the vast majority of the people want law and order now!,elections2020
193,0,"derek, george floyd’s murderer only got arrested because of international pressure. this man has been murdering people for years! this arrest is not justice #blacklivesmatters",blm
194,0,imagine siri being your favorite ally. :black_heart: #blacklivesmatter,blm
195,1,this country is a fucking sham,covid-19
196,0,bbc news - george floyd death: minneapolis to host first memorial event,blm
197,0,"no-class obama strikes again. now that the riots are starting to die down, he is got to fire them back up again. soros’s orders.",blm
198,0,"update: someone vandalized the sign i put up, along with someone else’s. if you still do not think racism is a canadian problem—wake up. it is in your town. it is your neighbours. #blacklivesmatter",blm
199,0,"this is callous and cruel to the hundreds of millions of americans who have buried loved ones due to covid, without being allowed to even have proper funerals, and who are still grieving - while at risk of catching it themselves.",covid-19
200,0,how about those incompetent democrat governors forcing covid-19 patients into nursing homes,covid-19
201,0,"""cheating at golf!"" there i fixed it for you! #bidenharristosaveamerica",covid-19
202,1,chicken sh*t way to drop out the debate!,covid-19
203,1,"go to hell, pedo",elections2020
204,0,what is new york doing :woozy_face:,covid-19
205,0,"""black violence is expected and insoluble, while white violence requires explanation and demands solution. please look into your hearts and see how monstrously bigoted this formulation truly is."" #blm #hypocrisy",blm
206,0,"""nobody has so far painted him as a white supremacist""",elections2020
207,1,"#maga2020 #kag fools! your dumbass dictator is the one who caused this mess, the deaths, the economy that is in tatters because of his ego!",covid-19
208,1,"i have had racist shit happen to me as a brown picnicker my entire childhood in scotland (even when it was just me, my mum, my little sister), as a teen in princes st gardens, edinburgh, as a student in liverpool and manchester",blm
209,1,#breaking #anonymous #qanon #newsalert #trump #blacklivesmatter #policereform #seattle #covid #georgefloydprotes do not worry is closing 400 stores so do not worry the terrorists have been taken care of! effen baphomet bastards! stay classy seattle!,blm
210,0,all black people should 1. get a gun license and gun and 2. register to vote and vote every year. #blacktwitter #blacklivesmatter,blm
211,1,"duty to care? yet, you do not mind murdering children in the womb? your sick. who let their child get within 10 feet of you?",elections2020
212,0,ohio gop lawmaker claims covid-19 tests are ‘dictatorship’ conspiracy — ‘stop getting tested!’,covid-19
213,0,i remember very well. how can i forget. i support him doing it as well!!!! just putting in my two cents. screw the haters who says it is not patriotic. they obviously do not know what it stood for! he was brave for doing it! #blacklivesmatter,blm
214,0,"cuomo is moving up on the triangle of the deep state with his ridiculous, communist clown show.",covid-19
215,0,a racist one. #indigenouslivesmatter #blacklivesmatter,blm
216,0,its all about sharing the human experience. and in other news stuff it.,elections2020
217,0,"""struggles with message"" is a strange way to say ""explodes in rabid racism"".",blm
218,1,i am sure protesters did get covid from the protest but that is not the main source of the spread. there is so many people that give a fuck about the virus until it actually hits home. we have most maga people refusing to wear a mask then bitch and complain when they are in lockdown.,covid-19
219,0,"that is because of the four-year temper tantrum the left threw the night trump won the election. you have wasted so much time on defaming him instead of informing us, so now we see you for what you are. this will all blow up in your face, mark me.",elections2020
220,1,you mean the liberals do...because all you all do is cheat. no moral code,elections2020
221,0,you misspelled anti murdering george floyd,blm
222,0,"‘young people need support and help finding ways to stay socially connected during the pandemic, said julia l. marcus, an assistant professor of population medicine at harvard medical school.’ via",covid-19
223,0,people are afraid :crying_face: i blame the media on this hysteria. it is sickening :persevering_face:,covid-19
224,0,this is bad - really bad.,blm
225,0,"bruce . your ad insults the intelligence of american workers. they are not stupid. they know if biden wins, china wins.",elections2020
226,0,"i am not convinced of anything and have no faith. before covid all we heard were indictments were coming. well where did they go? barr let us mccabe off,comey still walking free,strzok free and some still on payroll. now the wiped cell phones. fbi above the law. this is shit show.",covid-19
227,0,why is people making #georgefloyd a martyr? he served 5yrs for b&e and sticking a shotgun to a womans pregnant belly.,blm
228,1,this is why so many people think germans are the worst tourist.,covid-19
229,0,""" ooooo jeff better run, this moron just said """"you too jeff"""":face_screaming_in_fear::face_screaming_in_fear::face_screaming_in_fear: i am so scared!!! great now covid-donny might have a chance at winning because big barry said """"you too jeff"""":rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing:",covid-19
230,0,"i spoke with the mayor and city aldermen about these racist messages who tell me there is one thing we need to be fighting and that is covid-19. more tonight at 6, 10 & 11.",covid-19
231,1,disgraceful performance by depends wearing joe biden.,elections2020
232,0,"your number is off by 100k, 212,000+ americans are dead",covid-19
233,0,"4 days later and this review is still being highlighted on this books' page, perpetuating the idea that you have to read books only about your own experience. are you going to comment #booktube #blacklivesmatter",blm
234,0,"my 9yo son cannot fall asleep, just tearfully told me he cannot wait until there is a world without #covid. vote for ya’ll, so our children can sleep easy. #vote #votebluetoendthenightmare",elections2020
235,0,"#raisethedegree his death was not an accident. chauvin knew what he was doing when he choked george floyd, he was murdering him. do not kid yourself, it is murder. intentional, blatant, disgusting murder. no bail for a murder.",blm
236,0,hell yeah,elections2020
237,0,"""our commitment is to end our city's toxic relationship with the minneapolis police department."" it is a police department not your boyfriend, you immature kids! :unamused_face:",blm
238,0,i certainly think the death of george floyd was wrongful and needs to be addressed.,blm
239,0,what exactly has biden done.....:thinking_face:,elections2020
240,0,meat eaters r mad in the replies because they know they are doing the wrong thing and do not have the willpower 2 do the right thing . i mean she spit facts,covid-19
241,1,"if we are still alive 20 years from now, feel free to tell me i was wrong about incremental change not doing a fucking thing to help divisiveness in this country. actually make it 10. #classwar #revolt #defundthepolice #blacklivesmatter",blm
242,0,my bank account is on the ballot. i do not get my morals from govt. #maga,elections2020
243,0,we see true colors in this pic! #blacklivesmatter #b #drewbreesiscancelled,blm
244,1,why is an open nazi supporter?,elections2020
245,1,fuck you barry boy!!,elections2020
246,0,in mother russia this would never happen! quick trumpy get on the phone to vlad!! #maga,elections2020
247,1,dirty smelly hindu,elections2020
248,1,"""do not be afraid of covid. do not let it dominate your life."" the freaking president of the united states. #trumpcovidhoax #trumplied200kdied",covid-19
249,0,you and your family are corrupt! you sold your position to china and i cannot believe you are asking us to put you in the white house! 47 years has been long enough and you have done nothing but sell out america!!,elections2020
250,0,it has been confirmed by media he has denounced 38 times. shame you were not listening. probably watching liberal news.,elections2020
251,1,"i am really trying to dial down on my tweets about disliking but when he talks about injections of disinfectant, its kind of hard to ignore that much stupidity #imtrying #hemakesittoeasy",covid-19
252,1,"disgusted with to have gotten the most deliriously pandering email from their ceo stating, as if it were fact, that george floyd’s death was a result of systemic racism. such utter bullshit to make that claim when there is no proof at all that it was racially motivated.",blm
253,0,this is disgusting & it needs more attention. here is the video:,blm
254,0,thank you wisconsin :loudly_crying_face: #elections2020,elections2020
255,1,for all of the #trumpisaracist liars out there. especially you,elections2020
256,0,yeah handlers know after the election covid will have mysteriously disappeared...right after they cheat to win....then the real communist agenda with begins. wake up liberal fools!!!!,covid-19
257,0,"thank you for saying this. when i was growing up and tried saying my name, i would get laughed at and told ""did you forget your name?"" which to me, meant that the person thought i was stupid.",elections2020
258,0,trump is a walking petri dish. his goal is to spread the virus to as many people as possible to reach herd immunity.,covid-19
259,0,i guess some get a desire to protest sooner than others. covid has prevented me from going. i do not want to be another number. but i am getting so close to throw myself out there. this is a great city and is destroying it. we have to fight dictatorship.,covid-19
260,0,"this week covid hit her elder care community, 36 employees and 44 patients tested positive that is a tragedy and we are all deeply saddened, but also what the hell? the *point* of these policies is to make exactly this thing *not* happen",covid-19
261,0,show this video on the news!!!! these are the people here for the movement :smiling_face_with_hearts:,blm
262,0,how soon can scientists find a coronavirus vaccine? in case you have not read the work of dr. judy mikovits summarized in the plague. this has all the signs of bogus science and pharma corruption!,covid-19
263,0,"who says i am not, but they are not caused by a virus spreading like wildfire are they? trump has surrendered to covid. the deadliest and most inept potus in history. hell of a time to go gop. you are a liar and a fraud.",covid-19
264,0,#plausibledeniability #welie we try to make those lies plausible #bidencrimesyndicate,elections2020
265,0,"6,736,558 cases; 198,818 deaths, we know of. the us has 4% of the world's population & almost 22% of the world's covid deaths. and we know #traitortrump is cooking the books on the covid data. #trumpisamassmurderer #trumpknewvoteblue",covid-19
266,0,this is all soo messed up their not all bad guys he was not even harming anyone,blm
267,0,alleged.... as if there is not a video of him murdering george floyd,blm
268,0,psa to all criminals.....minneapolis is open for business.,blm
